Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Players,Away Players
19/20,Round 21,08/02/20,Konyaspor,Denizlispor,0,0,7.15,7.02,4-4-2,4-2-3-1,S. Kırıntılı; N. Skubic; (c) S. Ay; M. Aničić; G. H. Sityá; L. Shengelia; J. Jønsson; M. Jevtović; D. Milošević; Thuram; P. Hurtado,A. Stachowiak; Z. Yavru; O. Yılmaz; M. Yumlu; Ö. Çek; M. K. Mbamba; R. Murawski; H. Sacko; R. Niyaz; M. Barrow; (c) H. Rodallega
19/20,Round 21,08/02/20,Beşiktaş,Gaziantep,3,0,7.23,6.51,4-1-4-1,5-3-2,L. Karius; G. Gönül; D. Vida; V. Ruiz; C. Erkin; M. Elneny; A. Diaby; A. Hutchinson; A. Ljajić; G. N'Koudou; (c) B. Yılmaz,(c) G. Güvenç; O. Ceylan; J. A. Kana-Biyik; P. Olkowski; A. Toșca; J. Morais; A. Maxim; A. Sousa; G. Vural; M. Demir; O. Kayode
19/20,Round 21,08/02/20,Gençlerbirliği,Trabzonspor,0,2,6.69,7.17,4-2-3-1,4-1-4-1,K. Nordfeldt; E. Özgenç; F. Ramos; Z. Touré; H. I. Pehlivan; Y. Pehlivan; F. Baiano; D. Candeias; (c) S. Sessègnon; S. Yılmaz; N. Çiftçi,U. Çakır; J. Pereira; H. Türkmen; G. Campi; F. Novák; J. O. Mikel; Guilherme Marques; (c) J. Sosa; B. Ndiaye; A. N. Nwakaeme; A. Sørloth
19/20,Round 21,08/02/20,Fenerbahçe,Alanyaspor,1,1,6.69,6.54,4-2-3-1,4-2-3-1,A. Bayındır; Mauricio Isla; Jailson; S. Aziz; N. Dirar; (c) O. Tufan; L. Gustavo; T. Ciğerci; M. Kruse; G. Rodrigues; V. Muriqi,Marafona; O. Bulut; Welinton; S. Caulker; F. N'Sakala; M. Siopis; S. Uçan; (c) E. Karaca; A. Bakasetas; D. Braume; P. D. Cissé
19/20,Round 21,09/02/20,Kayserispor,Antalyaspor,2,2,6.8,6.69,4-1-4-1,4-3-1-2,S. Lung Jr.; (c) M. Lopes; C. Săpunaru; D. Angelo; E. Taşdemir; Campanharo; M. Šitum; B. D. Djédjé; B. Mensah; P. Henrique; M. Mešanovič,R. Boffin; B. Balcı; V. Sarı; Chico; F. Kudryashov; (c) H. Özmert; D. N'Dinga; Charles; Fredy; A. d. Silva; S. Gümüş
19/20,Round 21,09/02/20,Sivasspor,Başakşehir,1,1,6.78,6.89,4-3-3,4-2-3-1,M. Samassa; B. Yardımcı; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; H. Arslan; F. Aksoy; M. H. Yandaş; F. Andrade; M. Yatabaré; (c) Z. Erdal,M. Günok; J. Caiçara; C. Ponck; A. Epureanu; G. Clichy; (c) M. Tekdemir; İ. C. Kahveci; E. Višća; D. Ba; E. Elia; E. Crivelli
19/20,Round 21,09/02/20,Kasımpaşa,Galatasaray,0,3,6.64,7.34,4-1-4-1,4-2-3-1,F. Öztürk; F. Hadergjonaj; Y. Meriah; T. Břečka; O. Haddadi; M. Tirpan; (c) R. Quaresma; T. Serbest; A. Kara; D. Ndongala; M. Thiam,(c) F. Muslera; Mariano; R. Donk; Marcão; M. Saracchi; M. Lemina; J. M. Seri; S. Feghouli; E. Akbaba; Ö. Bayram; A. Büyük
19/20,Round 21,17/03/20,Göztepe,Rizespor,2,0,7.16,6.59,4-2-3-1,4-2-3-1,(c) Beto; M. Paluli; C. Borges; Titi; B. Emir; S. Aydoğdu; A. Castro; H. Akbunar; D. Kadah; S. Napoleoni; C. Jerome,G. Akkan; (c) O. Ovacıklı; M. Talbi; B. Albayrak; D. Melnjak; O. K. Güçtekin; A. Vetrih; F. Boldrin; D. Garmash; B. Samudio; M. Škoda
19/20,Round 20,31/01/20,Başakşehir,Gençlerbirliği,3,1,7.04,6.68,4-4-2,4-4-1-1,M. Günok; J. Caiçara; M. Škrtel; A. Epureanu; G. Clichy; E. Višća; (c) M. Tekdemir; O. Azubuike; E. Elia; E. Crivelli; D. Ba,K. Nordfeldt; (c) E. Özgenç; M. Bjärsmyr; Z. Touré; P. Polomat; S. Yılmaz; F. Baiano; Y. Pehlivan; D. Candeias; B. A. Özdemir; F. Ayité
19/20,Round 20,01/02/20,Antalyaspor,Konyaspor,0,0,6.87,6.95,4-1-4-1,4-4-2,R. Boffin; B. Balcı; V. Sarı; O. Čelůstka; F. Kudryashov; Chico; S. Gümüş; Fredy; (c) Y. Kurtuluş; P. Mukairu; G. Blanco,S. Kırıntılı; Ö. A. Şahiner; (c) S. Ay; M. Aničić; G. H. Sityá; L. Shengelia; V. Fındıklı; J. Jønsson; D. Milošević; Thuram; F. Miya
19/20,Round 20,01/02/20,Rizespor,Beşiktaş,1,2,6.75,6.82,4-2-3-1,4-1-4-1,G. Akkan; M. Morozyuk; M. Talbi; I. Fernandes; D. Melnjak; (c) A. Durak; I. Diomandé; A. Umar; F. Boldrin; O. Çağlayan; M. Škoda,L. Karius; G. Gönül; D. Vida; V. Ruiz; C. Erkin; M. Elneny; A. Diaby; A. Ljajić; A. Hutchinson; G. N'Koudou; (c) B. Yılmaz
19/20,Round 20,01/02/20,Trabzonspor,Fenerbahçe,2,1,7.17,6.8,4-1-4-1,4-2-3-1,U. Çakır; J. Pereira; H. Türkmen; G. Campi; F. Novák; J. O. Mikel; Y. Sarı; (c) J. Sosa; B. Ndiaye; C. Ekuban; A. Sørloth,A. Bayındır; Mauricio Isla; Jailson; S. Aziz; N. Dirar; (c) O. Tufan; L. Gustavo; G. Rodrigues; M. Kruse; T. Ciğerci; V. Muriqi
19/20,Round 20,02/02/20,Ankaragücü,Kasımpaşa,1,1,6.74,6.8,4-2-3-1,4-2-3-1,K. Çelikay; S. Kitsiou; A. Kulušić; M. Pazdan; T. Pinto; D. Łukasik; (c) S. Ağçay; S. Lobjanidze; E. Scarione; G. Rodrigues; D. Orgill,F. Öztürk; F. Hadergjonaj; Y. Meriah; T. Břečka; O. Haddadi; T. Serbest; M. Tirpan; D. Ndongala; (c) R. Quaresma; I. Depe; M. Thiam
19/20,Round 20,02/02/20,Alanyaspor,Yeni Malatyaspor,2,1,6.99,6.68,4-2-3-1,4-3-3,Marafona; O. Bulut; (c) Welinton; S. Caulker; F. N'Sakala; S. Uçan; M. Siopis; D. Braume; A. Bakasetas; J. Fernandes; P. D. Cissé,F. Farnolle; I. Chebake; A. Mina; T. L. Hadebe; S. Aytaç; G. Chaaleli; (c) M. Yildirim; M. Donald; G. Töre; U. Bulut; T. Bifouma
19/20,Round 20,02/02/20,Gaziantep,Sivasspor,5,1,7.07,6.47,5-3-2,4-3-3,(c) G. Güvenç; O. Ceylan; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; J. Morais; A. Maxim; A. Sousa; G. Vural; M. Demir; O. Kayode,M. Samassa; M. Goiano; C. Osmanpaşa; A. Appindangoyé; U. Çiftçi; (c) H. Arslan; F. Aksoy; M. H. Yandaş; E. Kılınç; M. Yatabaré; E. Yeşilyurt
19/20,Round 20,02/02/20,Galatasaray,Kayserispor,4,1,7.09,6.44,4-2-3-1,4-5-1,(c) F. Muslera; Mariano; R. Donk; Marcão; M. Linnes; J. M. Seri; Y. Belhanda; S. Feghouli; E. Akbaba; Ö. Bayram; A. Büyük,İ. Çipe; (c) M. Lopes; B. Rienstra; D. Angelo; E. Taşdemir; M. Šitum; A. Uzodimma; Campanharo; B. D. Djédjé; P. Henrique; M. Mešanovič
19/20,Round 20,03/02/20,Denizlispor,Göztepe,1,1,6.79,6.89,4-2-3-1,4-2-3-1,A. Stachowiak; Z. Yavru; M. Yumlu; S. B. Youssef; Ö. Çek; O. Onazi; R. Murawski; S. Şahintürk; R. Niyaz; M. Barrow; (c) H. Rodallega,(c) Beto; L. Gassama; A. Öztürk; Titi; B. Emir; A. Castro; S. Aydoğdu; H. Akbunar; S. Napoleoni; S. Gürler; C. Jerome
19/20,Round 19,24/01/20,Gençlerbirliği,Gaziantep,1,0,7.04,6.63,4-2-3-1,5-3-2,K. Nordfeldt; E. Özgenç; M. Bjärsmyr; Z. Touré; P. Polomat; F. Baiano; (c) S. Sessègnon; G. Sio; F. Ayité; D. Candeias; S. Yılmaz,(c) G. Güvenç; P. Olkowski; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; J. Morais; R. Chibsah; K. Aktaş; G. Vural; O. Kayode; M. Demir
19/20,Round 19,25/01/20,Kayserispor,Ankaragücü,1,1,6.84,6.76,4-2-3-1,4-2-3-1,İ. Çipe; (c) M. Lopes; B. Rienstra; O. Çapar; E. Taşdemir; Campanharo; B. Mensah; M. Šitum; P. Henrique; E. Demir; M. Mešanovič,K. Çelikay; C. Karayel; A. Kulušić; M. Pazdan; T. Pinto; R. Faty; (c) S. Ağçay; S. Kitsiou; H. Canteros; İ. Parlak; D. Orgill
19/20,Round 19,25/01/20,Kasımpaşa,Alanyaspor,1,2,6.5,6.93,4-2-3-1,4-2-3-1,F. Öztürk; M. Tirpan; Z. Šarlija; T. Břečka; O. Haddadi; T. Serbest; A. Kara; D. Ndongala; H. Hajradinović; (c) R. Quaresma; B. Koita,Marafona; Baiano; (c) Welinton; S. Caulker; F. N'Sakala; S. Uçan; M. Siopis; D. Braume; A. Bakasetas; J. Fernandes; P. D. Cissé
19/20,Round 19,25/01/20,Fenerbahçe,Başakşehir,2,0,7.52,6.54,4-2-3-1,4-1-4-1,A. Bayındır; Mauricio Isla; Jailson; S. Aziz; N. Dirar; (c) O. Tufan; L. Gustavo; T. Ciğerci; M. Kruse; G. Rodrigues; V. Muriqi,M. Günok; J. Caiçara; C. Ponck; A. Epureanu; G. Clichy; M. Topal; E. Višća; (c) M. Tekdemir; İ. C. Kahveci; E. Elia; E. Crivelli
19/20,Round 19,26/01/20,Denizlispor,Antalyaspor,0,3,6.64,,4-2-3-1,4-2-3-1,A. Stachowiak; Z. Yavru; O. Yılmaz; I. Sackey; T. Lopes; O. Onazi; R. Murawski; O. Şahan; I. Aissati; M. Barrow; (c) H. Rodallega,R. Boffin; B. Balcı; V. Sarı; O. Čelůstka; F. Kudryashov; Chico; (c) Y. Kurtuluş; S. Gümüş; Fredy; P. Mukairu; A. Jahović
19/20,Round 19,26/01/20,Göztepe,Beşiktaş,2,1,6.85,6.72,4-2-3-1,4-2-3-1,(c) Beto; L. Gassama; C. Borges; Titi; B. Emir; S. Aydoğdu; A. Castro; H. Akbunar; S. Napoleoni; S. Gürler; C. Jerome,L. Karius; Douglas; D. Vida; V. Ruiz; R. Yılmaz; N. Uysal; A. Hutchinson; T. Boyd; A. Diaby; G. N'Koudou; (c) B. Yılmaz
19/20,Round 19,26/01/20,Konyaspor,Galatasaray,0,3,6.59,7.21,4-4-2,4-2-3-1,S. Kırıntılı; N. Skubic; (c) S. Ay; M. Aničić; A. Uludağ; Ö. A. Şahiner; M. Jevtović; J. Jønsson; A. Hadžiahmetović; Thuram; E. Daci,(c) F. Muslera; Mariano; R. Donk; A. Çalık; M. Saracchi; M. Lemina; J. M. Seri; S. Feghouli; E. Akbaba; Ö. Bayram; R. Falcao
19/20,Round 19,27/01/20,Sivasspor,Rizespor,1,1,6.95,6.79,4-2-3-1,4-2-3-1,M. Samassa; P. Papp; A. Appindangoyé; C. Osmanpaşa; (c) Z. Erdal; H. Arslan; F. Aksoy; M. Yatabaré; M. H. Yandaş; E. Kılınç; A. Koné,G. Akkan; M. Morozyuk; M. Abarhoun; M. Talbi; D. Melnjak; O. K. Güçtekin; (c) A. Durak; A. Umar; F. Boldrin; O. Çağlayan; M. Škoda
19/20,Round 19,11/03/20,Yeni Malatyaspor,Trabzonspor,1,3,6.5,,4-4-2,4-4-1-1,F. Farnolle; (c) M. Yildirim; A. Mina; R. Yalçın; S. Aytaç; U. Bulut; M. Donald; A. Afriyie; T. Bifouma; G. Töre; M. Fofana,U. Çakır; S. Asan; H. Türkmen; G. Campi; F. Novák; A. Ömür; (c) J. Sosa; A. Parmak; A. N. Nwakaeme; C. Ekuban; A. Sørloth
19/20,Round 18,17/01/20,Ankaragücü,Konyaspor,0,1,6.91,7.01,4-3-3,4-4-2,K. Çelikay; C. Karayel; A. Kulušić; M. Pazdan; T. Pinto; (c) S. Ağçay; W. Moke; R. Faty; S. Kitsiou; E. Scarione; İ. Parlak,S. Kırıntılı; N. Skubic; (c) S. Ay; M. Aničić; A. Uludağ; Ö. A. Şahiner; J. Jønsson; V. Fındıklı; D. Milošević; Thuram; E. Daci
19/20,Round 18,18/01/20,Alanyaspor,Kayserispor,5,1,7.21,6.22,4-2-3-1,4-2-3-1,Marafona; Baiano; S. Caulker; G. Tzavellas; F. N'Sakala; M. Siopis; S. Uçan; (c) E. Karaca; A. Bakasetas; D. Braume; P. D. Cissé,İ. Çipe; Z. Kvržić; B. Rienstra; M. Kula; Y. Subaşı; B. D. Djédjé; (c) H. H. Acar; C. Şahin; A. Aktaş; M. Šitum; M. Mešanovič
19/20,Round 18,18/01/20,Başakşehir,Yeni Malatyaspor,4,1,7.05,6.51,4-4-2,4-2-3-1,M. Günok; J. Caiçara; C. Ponck; A. Epureanu; G. Clichy; E. Višća; (c) M. Tekdemir; İ. C. Kahveci; E. Elia; E. Crivelli; D. Ba,F. Farnolle; (c) I. Chebake; A. Mina; T. L. Hadebe; S. Aytaç; A. Afriyie; R. Yalçın; Guilherme Marques; T. Bifouma; M. Fofana; A. Jahović
19/20,Round 18,18/01/20,Gaziantep,Fenerbahçe,0,2,6.53,7.18,5-3-2,4-1-4-1,(c) G. Güvenç; O. Ceylan; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; J. Morais; R. Chibsah; J. Junior; S. Diarra; K. Özer; O. Kayode,A. Bayındır; Mauricio Isla; Jailson; S. Aziz; N. Dirar; L. Gustavo; T. Ciğerci; O. Tufan; (c) E. Belözoğlu; M. Kruse; V. Muriqi
19/20,Round 18,19/01/20,Antalyaspor,Göztepe,0,3,6.37,7.35,4-2-3-1,4-2-3-1,R. Boffin; O. Čelůstka; Chico; (c) D. Angelo; F. Kudryashov; H. Özmert; Charles; A. d. Silva; A. Chahechouhe; D. Sinik; G. Blanco,(c) Beto; M. Paluli; C. Borges; L. Schwechlen; B. Emir; A. Castro; S. Aydoğdu; H. Akbunar; S. Napoleoni; S. Gürler; C. Jerome
19/20,Round 18,19/01/20,Galatasaray,Denizlispor,2,1,7.24,6.49,4-2-3-1,4-2-3-1,(c) F. Muslera; M. Linnes; R. Donk; Marcão; M. Saracchi; M. Lemina; J. M. Seri; S. Feghouli; E. Akbaba; Ö. Bayram; R. Falcao,A. Stachowiak; Z. Yavru; O. Yılmaz; M. Yumlu; T. Lopes; O. Onazi; R. Murawski; H. Sacko; I. Aissati; O. Şahan; (c) H. Rodallega
19/20,Round 18,19/01/20,Trabzonspor,Kasımpaşa,6,0,7.41,5.95,4-1-4-1,4-2-3-1,U. Çakır; J. Pereira; H. Türkmen; G. Campi; K. A. Çörekçi; J. O. Mikel; C. Ekuban; (c) J. Sosa; B. Ndiaye; A. N. Nwakaeme; A. Sørloth,F. Öztürk; D. Haspolat; J. Fernandes; T. Břečka; Ö. Çek; T. Serbest; A. Kara; I. Depe; H. Hajradinović; M. Thiam; (c) B. Koita
19/20,Round 18,19/01/20,Beşiktaş,Sivasspor,1,2,6.75,6.87,4-2-3-1,4-1-4-1,L. Karius; G. Gönül; D. Vida; E. Roco; P. Rebocho; M. Elneny; A. Hutchinson; G. N'Koudou; A. Ljajić; C. Erkin; (c) B. Yılmaz,M. Samassa; M. Goiano; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; F. Aksoy; E. Yeşilyurt; H. Arslan; (c) Z. Erdal; E. Kılınç; M. Yatabaré
19/20,Round 18,20/01/20,Rizespor,Gençlerbirliği,2,0,7.04,6.78,4-2-3-1,4-2-3-1,G. Akkan; M. Morozyuk; M. Abarhoun; M. Talbi; D. Melnjak; (c) A. Durak; I. Diomandé; F. Boldrin; D. Garmash; B. Samudio; M. Škoda,K. Nordfeldt; A. Oğuz; M. Bjärsmyr; Z. Touré; P. Polomat; F. Baiano; (c) S. Sessègnon; D. Candeias; F. Ayité; S. Yılmaz; G. Sio
19/20,Round 17,27/12/19,Beşiktaş,Gençlerbirliğix2,4,1,7.31,6.01,4-2-3-1,4-2-3-1,L. Karius; G. Gönül; D. Vida; V. Ruiz; C. Erkin; M. Elneny; (c) A. Hutchinson; A. Diaby; A. Ljajić; G. N'Koudou; M. U. Nayir,E. Özbir; E. Özgenç; M. Bjärsmyr; Z. Touré; P. Polomat; Y. Pehlivan; (c) S. Sessègnon; D. Candeias; F. Ayité; S. Yılmaz; N. Çiftçi
19/20,Round 17,28/12/19,Ankaragücü,Denizlispor,2,2,6.94,6.38,4-2-3-1,4-2-3-1,K. Çelikay; C. Karayel; A. Kubalas; M. Pazdan; T. Pinto; (c) S. Ağçay; R. Faty; S. Kitsiou; H. Canteros; İ. Parlak; D. Orgill,A. Stachowiak; Z. Yavru; O. Yılmaz; M. Yumlu; O. Şahan; I. Sackey; R. Murawski; H. Sacko; I. Aissati; M. Barrow; (c) H. Rodallega
19/20,Round 17,28/12/19,Başakşehir,Kasımpaşa,5,1,7.05,6.61,4-4-2,4-2-3-1,M. Günok; J. Caiçara; C. Ponck; A. Epureanu; G. Clichy; (c) E. Višća; M. Topal; İ. C. Kahveci; E. Elia; E. Crivelli; D. Ba,F. Öztürk; K. Hafez; J. Fernandes; S. B. Youssef; O. Veigneau; V. Sarı; A. Kara; M. Thiam; H. Hajradinović; (c) R. Quaresma; B. Koita
19/20,Round 17,28/12/19,Trabzonspor,Kayserispor,6,2,7.32,6.47,4-1-4-1,4-2-3-1,U. Çakır; J. Pereira; H. Türkmen; G. Campi; F. Novák; J. O. Mikel; D. Sturridge; (c) J. Sosa; A. Parmak; A. N. Nwakaeme; A. Sørloth,İ. Çipe; R. E. Civelek; O. C. Cotur; M. Kula; Y. Subaşı; B. D. Djédjé; H. H. Acar; O. Uzun; E. Demir; Z. Alkurt; (c) A. Kravets
19/20,Round 17,28/12/19,Galatasaray,Antalyaspor,5,0,7.35,6.18,4-2-3-1,5-4-1,(c) F. Muslera; Mariano; R. Donk; Marcão; Y. Nagatomo; M. Lemina; J. M. Seri; S. Feghouli; T. Antalyalı; Ö. Bayram; R. Falcao,R. Boffin; N. Sangaré; S. Dursun; Chico; O. Čelůstka; T. Çamdal; A. d. Silva; U. Akyol; (c) H. Özmert; D. Sinik; G. Blanco
19/20,Round 17,29/12/19,Sivasspor,Göztepe,1,0,7.15,6.58,4-3-3,4-2-3-1,M. Samassa; M. Goiano; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; (c) H. Arslan; F. Aksoy; M. H. Yandaş; E. Kılınç; M. Yatabaré; F. Andrade,(c) Beto; M. Paluli; W. Reis; L. Schwechlen; B. Emir; A. Castro; S. Aydoğdu; S. Napoleoni; M. Mossoró; H. Akbunar; D. Kadah
19/20,Round 17,29/12/19,Alanyaspor,Konyaspor,2,1,7.28,6.64,4-2-3-1,4-4-2,Marafona; Baiano; Welinton; S. Caulker; F. N'Sakala; S. Uçan; C. Gülselam; (c) E. Karaca; A. Bakasetas; D. Braume; P. D. Cissé,S. Kırıntılı; (c) A. Turan; S. Ay; M. Aničić; A. Uludağ; D. Milošević; M. Jevtović; J. Jønsson; A. Hadžiahmetović; F. Miya; E. Daci
19/20,Round 17,29/12/19,Gaziantep,Yeni Malatyaspor,1,1,6.62,6.69,3-5-2,4-2-3-1,(c) G. Güvenç; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; O. Ceylan; S. Diarra; J. Junior; G. Vural; J. Morais; O. Kayode; K. Özer,F. Farnolle; Ö. Özdemir; M. Akbaş; T. L. Hadebe; S. Aytaç; (c) M. Yildirim; R. Yalçın; Guilherme Marques; M. Donald; T. Bifouma; A. Jahović
19/20,Round 17,29/12/19,Rizespor,Fenerbahçe,1,2,6.69,6.91,4-2-3-1,4-2-3-1,G. Akkan; O. Ovacıklı; M. Abarhoun; M. Talbi; D. Melnjak; (c) A. Durak; I. Diomandé; F. Boldrin; A. Vetrih; A. Umar; O. Çağlayan,A. Bayındır; Mauricio Isla; Jailson; Zanka; N. Dirar; (c) O. Tufan; L. Gustavo; D. Türüç; M. Kruse; T. Ciğerci; V. Muriqi
19/20,Round 16,20/12/19,Antalyaspor,Ankaragücü,2,2,6.64,6.73,4-2-3-1,5-4-1,F. Kaplan; N. Sangaré; O. Čelůstka; (c) D. Angelo; E. Albayrak; H. Özmert; Chico; A. d. Silva; A. Chahechouhe; S. Özkan; G. Blanco,K. Çelikay; C. Karayel; A. Kubalas; A. Kulušić; M. Pazdan; T. Pinto; H. Canteros; (c) S. Ağçay; R. Faty; S. Kitsiou; İ. Parlak
19/20,Round 16,21/12/19,Yeni Malatyaspor,Rizespor,0,2,6.8,6.96,4-2-3-1,4-2-3-1,F. Farnolle; Ö. Özdemir; M. Akbaş; T. L. Hadebe; S. Aytaç; R. Yalçın; (c) M. Yildirim; Guilherme Marques; M. Donald; M. Fofana; A. Jahović,G. Akkan; M. Morozyuk; M. Abarhoun; M. Talbi; D. Melnjak; (c) A. Durak; I. Diomandé; F. Boldrin; A. Vetrih; A. Umar; O. Çağlayan
19/20,Round 16,21/12/19,Kasımpaşa,Gaziantep,3,4,6.62,6.75,4-2-3-1,5-3-2,F. Öztürk; S. Popov; V. Sarı; J. Fernandes; Ö. Çek; A. Khalili; A. Kara; (c) R. Quaresma; T. Heintz; M. Pektemek; B. Koita,(c) G. Güvenç; O. Ceylan; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; J. Morais; S. Diarra; J. Junior; G. Vural; K. Özer; O. Kayode
19/20,Round 16,21/12/19,Göztepe,Galatasaray,2,1,7.02,6.6,4-2-3-1,4-4-2,(c) Beto; L. Gassama; W. Reis; Titi; L. Schwechlen; A. Castro; S. Aydoğdu; H. Akbunar; S. Napoleoni; S. Gürler; C. Jerome,F. Muslera; Mariano; R. Donk; Marcão; Y. Nagatomo; S. Feghouli; (c) S. İnan; Y. Belhanda; Ö. Bayram; R. Falcao; R. Babel
19/20,Round 16,22/12/19,Gençlerbirliği,Sivasspor,2,2,6.88,6.95,4-2-3-1,4-1-4-1,E. Özbir; F. Baiano; M. Bjärsmyr; Z. Touré; H. I. Pehlivan; Y. Pehlivan; (c) S. Sessègnon; D. Candeias; M. Seuntjens; S. Yılmaz; B. Stancu,M. Samassa; M. Goiano; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; (c) Z. Erdal; E. Yeşilyurt; M. H. Yandaş; H. Arslan; M. Yatabaré; A. Koné
19/20,Round 16,22/12/19,Kayserispor,Başakşehir,1,4,6.54,7.19,5-4-1,4-4-2,S. Lung Jr.; Y. Subaşı; M. Lopes; B. Rienstra; M. Kula; A. Abdennour; E. Demir; B. D. Djédjé; H. H. Acar; Z. Alkurt; (c) A. Kravets,M. Günok; J. Caiçara; C. Ponck; A. Epureanu; G. Clichy; E. Višća; (c) M. Tekdemir; İ. C. Kahveci; E. Elia; D. Ba; E. Crivelli
19/20,Round 16,22/12/19,Fenerbahçe,Beşiktaş,3,1,7.06,6.52,4-2-3-1,4-2-3-1,A. Bayındır; Mauricio Isla; Jailson; S. Aziz; N. Dirar; T. Ciğerci; L. Gustavo; (c) O. Tufan; M. Kruse; D. Türüç; V. Muriqi,L. Karius; G. Gönül; D. Vida; E. Roco; P. Rebocho; M. Elneny; A. Hutchinson; J. Lens; A. Diaby; C. Erkin; (c) B. Yılmaz
19/20,Round 16,23/12/19,Denizlispor,Alanyaspor,1,5,6.45,7.23,4-2-3-1,4-2-3-1,A. Stachowiak; Z. Yavru; O. Yılmaz; (c) C. Săpunaru; T. Lopes; I. Sackey; R. Murawski; H. Sacko; Ó. Estupiñán; M. Barrow; H. Rodallega,Marafona; Baiano; Welinton; S. Caulker; F. N'Sakala; S. Uçan; C. Gülselam; (c) E. Karaca; A. Bakasetas; D. Braume; J. Fernandes
19/20,Round 16,23/12/19,Konyaspor,Trabzonspor,0,1,6.73,6.99,4-4-2,4-2-3-1,S. Kırıntılı; N. Skubic; (c) A. Turan; S. Ay; A. Uludağ; A. Hadžiahmetović; V. Fındıklı; J. Jønsson; D. Milošević; R. Bajić; Ö. A. Şahiner,U. Çakır; J. Pereira; H. Türkmen; G. Campi; F. Novák; (c) J. Sosa; J. O. Mikel; D. Sturridge; A. Parmak; A. N. Nwakaeme; A. Sørloth
19/20,Round 15,13/12/19,Alanyaspor,Antalyaspor,0,0,6.82,6.79,4-2-3-1,4-1-4-1,Marafona; Baiano; S. Caulker; G. Tzavellas; F. N'Sakala; M. Siopis; S. Uçan; (c) E. Karaca; A. Bakasetas; J. Fernandes; Y. Bammou,F. Kaplan; N. Sangaré; O. Čelůstka; (c) D. Angelo; E. Albayrak; Charles; A. d. Silva; U. Akyol; H. Özmert; D. Sinik; A. Chahechouhe
19/20,Round 15,14/12/19,Rizespor,Kasımpaşa,0,3,6.42,7.11,4-2-3-1,4-2-3-1,G. Akkan; (c) A. Durak; M. Abarhoun; M. Talbi; D. Melnjak; I. Diomandé; A. Vetrih; B. Samudio; F. Boldrin; A. Umar; O. Çağlayan,F. Öztürk; S. Popov; J. Fernandes; S. B. Youssef; Ö. Çek; L. Sadiku; A. Kara; (c) R. Quaresma; H. Hajradinović; M. Pektemek; B. Koita
19/20,Round 15,14/12/19,Gençlerbirliği,Göztepe,3,1,6.69,6.66,4-2-3-1,4-2-3-1,A. Diallo; F. Baiano; M. Bjärsmyr; Z. Touré; H. I. Pehlivan; Y. Pehlivan; (c) S. Sessègnon; D. Candeias; G. Sio; M. Seuntjens; B. Stancu,(c) Beto; L. Gassama; W. Reis; Titi; B. Emir; A. Castro; C. Borges; H. Akbunar; S. Napoleoni; S. Gürler; C. Jerome
19/20,Round 15,14/12/19,Galatasaray,Ankaragücü,2,2,6.69,6.66,4-1-4-1,5-4-1,F. Muslera; Mariano; (c) R. Donk; Marcão; Y. Nagatomo; M. Lemina; S. Feghouli; Ö. Bayram; Y. Belhanda; R. Babel; R. Falcao,K. Çelikay; C. Karayel; A. Kubalas; A. Kulušić; M. Pazdan; T. Pinto; S. Kitsiou; (c) S. Ağçay; R. Faty; İ. Parlak; D. Orgill
19/20,Round 15,15/12/19,Gaziantep,Kayserispor,3,0,7.24,,5-3-2,4-2-3-1,(c) G. Güvenç; O. Ceylan; P. Djilobodji; J. A. Kana-Biyik; A. Toșca; J. Morais; P. Twumasi; R. Chibsah; G. Vural; M. Demir; O. Kayode,S. Lung Jr.; M. Lopes; B. Poulain; M. Kula; Y. Subaşı; B. D. Djédjé; H. H. Acar; E. Demir; B. Mensah; Z. Alkurt; (c) A. Kravets
19/20,Round 15,15/12/19,Sivasspor,Fenerbahçex2,3,1,7.05,6.64,4-3-3,4-2-3-1,M. Samassa; M. Goiano; A. Appindangoyé; C. Osmanpaşa; U. Çiftçi; (c) Z. Erdal; F. Aksoy; M. H. Yandaş; E. Kılınç; M. Yatabaré; F. Andrade,A. Bayındır; Mauricio Isla; S. Çiftpınar; S. Aziz; N. Dirar; L. Gustavo; (c) E. Belözoğlu; O. Tufan; M. Kruse; G. Rodrigues; V. Muriqi
19/20,Round 15,15/12/19,Beşiktaş,Yeni Malatyaspor,0,2,6.49,6.94,4-2-3-1,4-2-3-1,L. Karius; G. Gönül; D. Vida; E. Roco; P. Rebocho; A. Hutchinson; M. Elneny; A. Diaby; A. Ljajić; C. Erkin; (c) B. Yılmaz,F. Farnolle; I. Chebake; A. Mina; T. L. Hadebe; S. Aytaç; (c) M. Yildirim; R. Yalçın; Guilherme Marques; M. Donald; M. Fofana; A. Jahović
