Team Name,Player Name,Age,Market Value
Alanyaspor,Serkan Kırıntılı,39,-
Çaykur Rizespor,Braian Samudio,29,1.20 mil. €
Konyaspor,Ahmet Çalık,-,-
Kasımpaşa,Haris Hajradinović,30,2.00 mil. €
Fenerbahçe,İrfan Can Kahveci,29,9.50 mil. €
Kayserispor,Uğur Demirok,36,25 bin €
Trabzonspor,Vitor Hugo,19,20.00 mil. €
Kayserispor,Daniel Avramovski,29,375 bin €
Hatayspor,Rayane Aabid,32,125 bin €
Fenerbahçe,Enner Valencia,35,2.00 mil. €
Denizlispor,Ismail Aissati,36,-
Trabzonspor,Berat Ayberk Özdemir,26,4.80 mil. €
Trabzonspor,Lewis Baker,29,1.80 mil. €
Hatayspor,Pablo Santos,32,250 bin €
Sivasspor,Max Gradel,37,650 bin €
Gaziantep FK,Günay Güvenç,33,500 bin €
Galatasaray,Mostafa Mohamed,27,6.00 mil. €
Galatasaray,Radamel Falcao,38,300 bin €
Beşiktaş,Atiba Hutchinson,41,-
Alanyaspor,Juanfran,39,-
Beşiktaş,Domagoj Vida,35,900 bin €
Başakşehir FK,Tolga Ciğerci,32,500 bin €
Denizlispor,Hugo Rodallega,39,50 bin €
Kayserispor,Campanharo,32,600 bin €
Trabzonspor,Anthony Nwakaeme,35,1.00 mil. €
Konyaspor,Abdülkerim Bardakcı,30,7.50 mil. €
Galatasaray,Marcelo Saracchi,26,1.80 mil. €
Kayserispor,Doğan Alemdar,22,2.00 mil. €
Gençlerbirliği,Daniel Candeias,36,50 bin €
Kasımpaşa,Isaac Kiese Thelin,32,1.50 mil. €
Galatasaray,Sofiane Feghouli,35,300 bin €
Yeni Malatyaspor,Zeki Yavru,33,350 bin €
Erzurumspor FK,Özgür Sert,23,300 bin €
Göztepe,Soner Aydoğdu,33,125 bin €
Beşiktaş,Valentin Rosier,28,2.50 mil. €
Fenerbahçe,Luiz Gustavo,37,300 bin €
Trabzonspor,Djaniny,33,2.50 mil. €
Göztepe,Atınç Nukan,31,250 bin €
Gaziantep FK,Papy Djilobodji,36,300 bin €
Trabzonspor,Marlon,29,3.50 mil. €
Galatasaray,Şener Özbayraklı,34,-
Alanyaspor,Davidson,33,750 bin €
Fatih Karagümrük,Ervin Zukanović,37,-
Galatasaray,Henry Onyekuru,27,4.00 mil. €
Erzurumspor FK,Manuel Da Costa,38,-
Konyaspor,Nejc Skubic,35,-
Gaziantep FK,Alexandru Maxim,34,700 bin €
Gençlerbirliği,Kristoffer Nordfeldt,35,200 bin €
Konyaspor,Eray Birnican,36,25 bin €
Galatasaray,Fernando Muslera,38,1.00 mil. €
Denizlispor,Mustafa Yumlu,37,50 bin €
Başakşehir FK,Mehmet Topal,38,-
Trabzonspor,Edgar Ié,30,750 bin €
Kasımpaşa,Eren Elmalı,24,4.00 mil. €
Sivasspor,Alaaddin Okumuş,29,150 bin €
Fenerbahçe,Sadık Çiftpınar,31,200 bin €
Göztepe,Halil Akbunar,31,1.00 mil. €
Konyaspor,Marko Jevtović,31,700 bin €
Trabzonspor,Majid Hosseini,28,1.40 mil. €
Gençlerbirliği,Metehan Mert,25,225 bin €
Konyaspor,Paolo Hurtado,34,125 bin €
Sivasspor,Ahmet Oğuz,31,600 bin €
Başakşehir FK,Youssouf Ndayishimiye,26,12.00 mil. €
Fatih Karagümrük,Gastón Campi,33,225 bin €
Beşiktaş,Cyle Larin,29,3.50 mil. €
Galatasaray,Ryan Donk,38,-
Fenerbahçe,Altay Bayındır,26,10.00 mil. €
Galatasaray,Oğulcan Çağlayan,28,450 bin €
Konyaspor,Zymer Bytyqi,28,2.80 mil. €
Fatih Karagümrük,Enzo Roco,32,900 bin €
Hatayspor,Munir Mohamedi,N/A,N/A
Fatih Karagümrük,Lucas Castro,35,200 bin €
Antalyaspor,Bahadır Öztürk,29,275 bin €
Beşiktaş,Utku Yuvakuran,27,50 bin €
Galatasaray,Ryan Babel,38,-
Göztepe,Berkan Emir,36,-
Beşiktaş,Georges-Kévin N'Koudou,29,5.00 mil. €
Başakşehir FK,Martin Škrtel,40,-
Kasımpaşa,Florent Hadergjonaj,30,1.60 mil. €
Gaziantep FK,Roderick Miranda,33,750 bin €
Çaykur Rizespor,Montassar Talbi,26,5.00 mil. €
Antalyaspor,Veysel Sarı,36,150 bin €
Fenerbahçe,Mauricio Lemos,29,2.50 mil. €
Antalyaspor,Nuri Şahin,36,-
Kasımpaşa,Kristijan Bistrović,26,1.80 mil. €
Göztepe,Obinna Nwobodo,28,3.00 mil. €
Beşiktaş,Adem Ljajić,33,500 bin €
Kayserispor,Karlo Muhar,28,1.70 mil. €
Sivasspor,Mustapha Yatabaré,38,50 bin €
Kayserispor,Miguel Lopes,38,50 bin €
Sivasspor,Robin Yalçın,30,600 bin €
Gençlerbirliği,Diego Angelo,38,-
Hatayspor,Rúben Ribeiro,37,100 bin €
Galatasaray,Christian Luyindama,30,150 bin €
Kasımpaşa,Duško Tošić,39,-
Yeni Malatyaspor,Abdulsamed Damlu,25,275 bin €
Galatasaray,Emre Kılınç,30,1.70 mil. €
Alanyaspor,Berkan Kutlu,26,3.80 mil. €
Denizlispor,Neven Subotić,36,-
Denizlispor,Mix Diskerud,34,150 bin €
Hatayspor,Adama Traoré,28,10.00 mil. €
Fatih Karagümrük,Alassane Ndao,28,1.30 mil. €
Çaykur Rizespor,Loïc Rémy,37,-
Antalyaspor,Naldo,39,12.00 mil. €
MKE Ankaragücü,İbrahim Akdağ,33,100 bin €
Sivasspor,Ali Şaşal Vural,34,175 bin €
Gençlerbirliği,Arda Kızıldağ,26,800 bin €
Alanyaspor,Mustafa Pektemek,36,50 bin €
Yeni Malatyaspor,Wallace,84,-
Çaykur Rizespor,Yassine Meriah,31,1.80 mil. €
Göztepe,Guilherme Marques,24,-
Göztepe,Beykan Şimşek,30,-
Fenerbahçe,Michael Frey,30,1.00 mil. €
MKE Ankaragücü,Alperen Babacan,27,375 bin €
Fenerbahçe,Zanka,34,800 bin €
Çaykur Rizespor,Zafer Görgen,24,400 bin €
Antalyaspor,Ferhat Kaplan,35,25 bin €
Denizlispor,Ángelo Sagal,31,550 bin €
Çaykur Rizespor,Gökhan Akkan,29,1.00 mil. €
Göztepe,Titi,31,2.00 mil. €
Konyaspor,Artem Kravets,35,-
Kasımpaşa,Aytaç Kara,31,1.20 mil. €
Sivasspor,Hakan Arslan,36,100 bin €
Alanyaspor,Fatih Aksoy,27,1.40 mil. €
Başakşehir FK,Danijel Aleksić,33,700 bin €
Galatasaray,Omar Elabdellaoui,33,250 bin €
Yeni Malatyaspor,Karim Hafez,28,500 bin €
Denizlispor,Recep Niyaz,29,500 bin €
Hatayspor,Yusuf Abdioğlu,35,100 bin €
Sivasspor,Ziya Erdal,36,50 bin €
Galatasaray,DeAndre Yedlin,31,2.00 mil. €
Fenerbahçe,Dimitrios Pelkas,31,1.80 mil. €
Kasımpaşa,Armin Hodžić,30,200 bin €
Galatasaray,Emre Akbaba,32,1.00 mil. €
Erzurumspor FK,Aatif Chahechouhe,38,-
Sivasspor,Erdoğan Yeşilyurt,31,1.20 mil. €
Kasımpaşa,Ertuğrul Taşkıran,35,75 bin €
Başakşehir FK,Nacer Chadli,35,300 bin €
Fatih Karagümrük,Alparslan Erdem,36,-
Göztepe,İrfan Can Eğribayat,26,1.00 mil. €
Antalyaspor,Hakan Özmert,39,-
Göztepe,Alpaslan Öztürk,31,175 bin €
Yeni Malatyaspor,Christian Cueva,33,350 bin €
Kasımpaşa,Julian Jeanvier,32,650 bin €
Yeni Malatyaspor,Ertaç Özbir,35,300 bin €
MKE Ankaragücü,Endri Çekiçi,28,1.00 mil. €
Çaykur Rizespor,Emir Dilaver,33,250 bin €
Çaykur Rizespor,Selim Ay,33,25 bin €
Yeni Malatyaspor,Benjamin Tetteh,27,1.00 mil. €
Başakşehir FK,Mert Günok,35,1.20 mil. €
Kasımpaşa,Bengali-Fodé Koita,34,100 bin €
Erzurumspor FK,Oltan Karakullukçu,33,25 bin €
Antalyaspor,Ruud Boffin,37,-
Alanyaspor,Damian Kądzior,32,300 bin €
Galatasaray,Martin Linnes,33,450 bin €
Alanyaspor,Efecan Karaca,35,350 bin €
MKE Ankaragücü,Joseph Paintsil,26,10.00 mil. €
Hatayspor,Mesut Çaytemel,40,-
Denizlispor,Oğuz Yılmaz,31,150 bin €
Galatasaray,Emre Taşdemir,29,150 bin €
Galatasaray,Arda Turan,37,-
Başakşehir FK,Carlos Ponck,29,600 bin €
Konyaspor,Adil Demirbağ,27,1.80 mil. €
Kasımpaşa,Mickael Tirpan,31,700 bin €
Göztepe,Balázs Megyeri,34,300 bin €
Kasımpaşa,David Pavelka,33,300 bin €
Trabzonspor,Hüseyin Türkmen,26,175 bin €
Kasımpaşa,Loret Sadiku,33,300 bin €
Galatasaray,Ömer Bayram,33,50 bin €
Çaykur Rizespor,Mykola Morozyuk,36,-
Çaykur Rizespor,Milan Škoda,38,25 bin €
Çaykur Rizespor,Damjan Đoković,N/A,N/A
Sivasspor,Uğur Çiftçi,32,1.00 mil. €
Başakşehir FK,Deniz Türüç,31,1.50 mil. €
Çaykur Rizespor,İsmail Köybaşı,35,50 bin €
Antalyaspor,Lukas Podolski,39,200 bin €
Gençlerbirliği,Bogdan Stancu,37,-
Yeni Malatyaspor,Teenage Hadebe,29,1.50 mil. €
Beşiktaş,Bernard Mensah,30,2.80 mil. €
Göztepe,Marko Mihojević,28,50 bin €
Galatasaray,Okan Kocuk,29,1.70 mil. €
Fatih Karagümrük,Eric Lichaj,36,-
Alanyaspor,Hasan Hüseyin Acar,30,150 bin €
Galatasaray,Mbaye Diagne,33,1.50 mil. €
Çaykur Rizespor,Erik Sabo,33,200 bin €
Fatih Karagümrük,Jimmy Durmaz,35,75 bin €
Erzurumspor FK,Leo Schwechlen,35,-
Konyaspor,Sokol Cikalleshi,34,400 bin €
Alanyaspor,François Moubandje,34,-
Yeni Malatyaspor,Mustafa Eskihellaç,27,1.30 mil. €
Trabzonspor,João Pereira,21,38.00 mil. €
Göztepe,Kerim Alıcı,27,200 bin €
Başakşehir FK,Junior Caiçara,35,-
MKE Ankaragücü,Korcan Çelikay,36,25 bin €
Fatih Karagümrük,Andrea Bertolacci,33,250 bin €
Denizlispor,Fabiano,44,-
Fatih Karagümrük,Badou Ndiaye,34,450 bin €
Kayserispor,Pedro Henrique,18,9.00 mil. €
Sivasspor,Samba Camara,32,250 bin €
Hatayspor,Alexandros Katranis,26,1.00 mil. €
Kayserispor,Nehuén Paz,31,200 bin €
MKE Ankaragücü,Torgeir Børven,33,250 bin €
MKE Ankaragücü,Aliou Badji,27,1.00 mil. €
Kasımpaşa,Ramazan Köse,36,-
Fenerbahçe,Mame Thiam,32,2.40 mil. €
Kayserispor,Dimitris Kolovetsios,N/A,N/A
Çaykur Rizespor,Fabricio Baiano,32,200 bin €
MKE Ankaragücü,Tiago Pinto,36,-
Galatasaray,Halil Dervişoğlu,25,900 bin €
Sivasspor,Olarenwaju Kayode,31,500 bin €
Kasımpaşa,Danny Drinkwater,34,-
Sivasspor,Aaron Appindangoyé,32,700 bin €
Fenerbahçe,Mbwana Ally Samatta,32,1.00 mil. €
Beşiktaş,Necip Uysal,33,550 bin €
Çaykur Rizespor,Tunay Torun,34,-
Antalyaspor,Bünyamin Balcı,24,2.00 mil. €
Antalyaspor,Fedor Kudryashov,37,-
Trabzonspor,Abdülkadir Ömür,25,7.00 mil. €
Konyaspor,Jesse Sekidika,28,700 bin €
Fenerbahçe,Sinan Gümüş,30,75 bin €
Beşiktaş,Oğuzhan Özyakup,32,-
Fenerbahçe,Marcel Tisserand,31,1.80 mil. €
Hatayspor,Mirkan Aydın,37,-
Çaykur Rizespor,Dušan Jovančić,34,150 bin €
Fenerbahçe,Mesut Özil,36,-
Galatasaray,Valentine Ozornwafor,25,150 bin €
Konyaspor,Marin Aničić,35,-
Yeni Malatyaspor,Eric Ndizeye,25,-
Yeni Malatyaspor,Erkan Kaş,33,100 bin €
Kasımpaşa,Hasan Yesilyurt,32,-
Yeni Malatyaspor,Murat Akça,34,50 bin €
Kayserispor,İsmail Çipe,29,50 bin €
Denizlispor,Abdulkadir Sunger,24,150 bin €
Beşiktaş,Francisco Montero,25,2.00 mil. €
Galatasaray,Oghenekaro Etebo,29,600 bin €
Alanyaspor,Marafona,37,50 bin €
Erzurumspor FK,Petrus Boumal,31,500 bin €
Alanyaspor,Adam Bareiro,28,4.50 mil. €
Erzurumspor FK,Arvydas Novikovas,34,150 bin €
Erzurumspor FK,Cenk Ahmet Alkılıç,37,-
Gaziantep FK,Amedej Vetrih,34,-
Hatayspor,Jean Claude Billong,31,200 bin €
MKE Ankaragücü,Atila Turan,32,100 bin €
Konyaspor,Levan Shengelia,29,750 bin €
MKE Ankaragücü,Zvonimir Šarlija,28,1.50 mil. €
Alanyaspor,Umut Güneş,24,2.30 mil. €
Beşiktaş,Fabrice N'Sakala,34,100 bin €
Fatih Karagümrük,Aksel Aktaş,25,50 bin €
Antalyaspor,Eren Albayrak,33,25 bin €
Beşiktaş,Ajdin Hasić,23,1.20 mil. €
Göztepe,Yalçın Kayan,25,650 bin €
MKE Ankaragücü,Stelios Kitsiou,31,500 bin €
Fatih Karagümrük,Artur Sobiech,34,150 bin €
Göztepe,Adis Jahović,37,-
MKE Ankaragücü,Erdi Dikmen,27,300 bin €
Kayserispor,Besard Sabović,26,1.50 mil. €
Hatayspor,Strahil Popov,34,75 bin €
MKE Ankaragücü,Daniel Łukasik,33,-
Erzurumspor FK,Gökhan Kardeş,27,-
Beşiktaş,Dorukhan Toköz,28,1.40 mil. €
Erzurumspor FK,Brahim Darri,30,75 bin €
Göztepe,Fousseni Diabaté,29,1.20 mil. €
MKE Ankaragücü,Atakan Çankaya,26,800 bin €
MKE Ankaragücü,Emre Güral,35,-
Kayserispor,İlhan Parlak,37,-
Fatih Karagümrük,Jeremain Lens,37,-
Gençlerbirliği,Piris da Motta,30,900 bin €
Konyaspor,Ibrahim Šehić,36,700 bin €
Gaziantep FK,Güray Vural,36,150 bin €
Kayserispor,Cristian Săpunaru,40,100 bin €
Fatih Karagümrük,Efe Tatlı,22,50 bin €
Erzurumspor FK,Adolphe Teikeu,34,50 bin €
Gaziantep FK,Jean-Armel Kana-Biyik,35,-
Alanyaspor,Khouma Babacar,31,200 bin €
Trabzonspor,Abdulkadir Parmak,30,175 bin €
Göztepe,Zlatko Tripić,32,1.20 mil. €
Kasımpaşa,Tarkan Serbest,30,300 bin €
Alanyaspor,Tayfur Bingöl,31,550 bin €
Çaykur Rizespor,Tarik Çetin,27,200 bin €
Fatih Karagümrük,Emiliano Viviano,39,-
Sivasspor,Jorge Félix,33,300 bin €
Kayserispor,Joseph Attamah,30,500 bin €
Alanyaspor,Efkan Bekiroğlu,29,1.80 mil. €
Başakşehir FK,Ömer Ali Şahiner,32,400 bin €
Başakşehir FK,Berkay Özcan,26,2.70 mil. €
Konyaspor,Deni Milošević,29,150 bin €
Trabzonspor,Yunus Malli,32,100 bin €
Erzurumspor FK,Jakub Szumski,32,75 bin €
Gaziantep FK,Alin Toșca,32,600 bin €
Sivasspor,Tyler Boyd,29,1.00 mil. €
Çaykur Rizespor,Godfred Donsah,28,250 bin €
Gençlerbirliği,Sandro Lima,34,175 bin €
Beşiktaş,Rıdvan Yılmaz,23,4.50 mil. €
Erzurumspor FK,Buğra Çağıran,29,275 bin €
Kayserispor,Manuel Fernandes,38,-
Başakşehir FK,Mahmut Tekdemir,36,25 bin €
Başakşehir FK,Hasan Ali Kaldırım,35,100 bin €
Fenerbahçe,Mert Hakan Yandaş,30,1.10 mil. €
Gaziantep FK,Kevin Mirallas,37,-
Trabzonspor,Yusuf Sarı,26,3.80 mil. €
Erzurumspor FK,Kayacan Erdoğan,36,-
Kasımpaşa,Oussama Haddadi,32,400 bin €
Gençlerbirliği,Dominik Furman,32,-
Kayserispor,Zoran Kvržić,36,100 bin €
Gaziantep FK,Jefferson Junior,41,-
Antalyaspor,Ersan Gülüm,37,-
Kasımpaşa,Yusuf Erdoğan,32,500 bin €
Başakşehir FK,Junior Fernandes,36,75 bin €
Başakşehir FK,Léo Duarte,28,3.00 mil. €
MKE Ankaragücü,Ante Kulušić,38,-
Başakşehir FK,Boli Bolingoli,29,500 bin €
Trabzonspor,Flávio,50,-
Kayserispor,Aziz Behich,34,400 bin €
Hatayspor,Isaac Sackey,30,300 bin €
Başakşehir FK,Fredrik Gulbrandsen,32,900 bin €
Trabzonspor,Benik Afobe,31,750 bin €
Alanyaspor,Manolis Siopis,30,3.00 mil. €
Başakşehir FK,Alexandru Epureanu,38,-
Trabzonspor,Serkan Asan,25,250 bin €
Erzurumspor FK,Hasan Hatipoğlu,35,100 bin €
Denizlispor,Radosław Murawski,30,650 bin €
Göztepe,Cherif Ndiaye,28,4.00 mil. €
Konyaspor,Alper Uludağ,34,100 bin €
Çaykur Rizespor,Mithat Pala,24,1.20 mil. €
Denizlispor,Costel Pantilimon,37,-
Gaziantep FK,Paweł Olkowski,34,150 bin €
Göztepe,Murat Paluli,30,800 bin €
Konyaspor,Barış Yardımcı,32,-
Galatasaray,Kerem Aktürkoğlu,26,25.00 mil. €
Başakşehir FK,Volkan Babacan,36,50 bin €
Erzurumspor FK,Elbasan Rashani,31,800 bin €
MKE Ankaragücü,Alper Potuk,33,200 bin €
Gaziantep FK,Cenk Şahin,30,75 bin €
Alanyaspor,Ahmet Gülay,21,-
Hatayspor,Akin Alkan,35,25 bin €
Kasımpaşa,Tomáš Břečka,30,150 bin €
Sivasspor,Claudemir,52,-
Sivasspor,Caner Osmanpaşa,36,100 bin €
Yeni Malatyaspor,Issam Chebake,35,150 bin €
Kayserispor,Ramazan Civelek,28,600 bin €
Göztepe,Lamine Gassama,35,75 bin €
Göztepe,Anderson Esiti,30,300 bin €
Denizlispor,Hasan Ayaroğlu,29,125 bin €
Erzurumspor FK,Ricardo Gomes,33,4.00 mil. €
Çaykur Rizespor,Alexander Søderlund,37,-
Erzurumspor FK,Ibrahim Sissoko,29,2.50 mil. €
Kayserispor,Yasir Subaşı,28,75 bin €
Başakşehir FK,Demba Ba,39,-
Erzurumspor FK,Kaan Kanak,34,50 bin €
Çaykur Rizespor,Abdullah Durak,37,-
Hatayspor,Mohammed Kamara,27,600 bin €
Fatih Karagümrük,Kemal Ademi,28,150 bin €
Trabzonspor,Kamil Ahmet Çörekçi,32,200 bin €
Fenerbahçe,İsmail Yüksek,25,14.00 mil. €
Çaykur Rizespor,Dimitris Chatziisaias,N/A,N/A
Çaykur Rizespor,Nadir Çiftçi,32,125 bin €
Gaziantep FK,Ulaş Zengin,27,50 bin €
Hatayspor,Soner Ornek,35,-
Gaziantep FK,Ertuğrul Ersoy,27,600 bin €
Gençlerbirliği,Mustafa Akbaş,34,50 bin €
Fatih Karagümrük,Fatih Kurucuk,26,325 bin €
Kasımpaşa,Kevin Varga,28,500 bin €
Beşiktaş,Ersin Destanoğlu,23,2.00 mil. €
Antalyaspor,Sidney Sam,36,-
Denizlispor,Kubilay Aktaş,29,150 bin €
Alanyaspor,Ceyhun Gülselam,37,25 bin €
Kayserispor,Wilfried Kanga,26,4.00 mil. €
Göztepe,Marcio Mossoró,41,-
Gaziantep FK,Furkan Soyalp,29,600 bin €
Gaziantep FK,Nouha Dicko,32,400 bin €
Hatayspor,Babajide David Akintola,28,1.50 mil. €
Kayserispor,Anton Maglica,33,175 bin €
Yeni Malatyaspor,Moryke Fofana,33,250 bin €
MKE Ankaragücü,Saba Lobjanidze,30,4.00 mil. €
Antalyaspor,Amilton da Silva,,-
Yeni Malatyaspor,Kubilay Kanatsızkuş,27,300 bin €
Gaziantep FK,Júnior Morais,38,50 bin €
Denizlispor,Fede Varela,N/A,N/A
Gaziantep FK,Kenan Özer,37,50 bin €
MKE Ankaragücü,Jonathan Bolingi,30,50 bin €
Erzurumspor FK,Osman Çelik,33,75 bin €
Başakşehir FK,Enzo Crivelli,29,1.50 mil. €
Kayserispor,Aaron Lennon,37,-
Denizlispor,Tiago Lopes,35,-
Başakşehir FK,Mete Kaan Demir,26,450 bin €
Yeni Malatyaspor,Bülent Cevahir,32,-
Göztepe,Peter Žulj,31,600 bin €
Yeni Malatyaspor,Stevie Mallan,28,200 bin €
Kasımpaşa,Gilbert Koomson,30,300 bin €
Erzurumspor FK,Gabriel Obertan,35,100 bin €
Kayserispor,Denis Alibec,33,700 bin €
Gaziantep FK,Osama Rashid,32,175 bin €
Sivasspor,Marcelo Goiano,37,-
Erzurumspor FK,Mitchell Donald,36,-
Çaykur Rizespor,Dario Melnjak,32,1.00 mil. €
Antalyaspor,Gökdeniz Bayrakdar,23,2.20 mil. €
Yeni Malatyaspor,Jody Lukoki,-,-
MKE Ankaragücü,Assane Dioussé,27,800 bin €
Gençlerbirliği,Sefa Yılmaz,34,75 bin €
Yeni Malatyaspor,Semih Kaya,33,-
MKE Ankaragücü,Orkan Çınar,28,-
Sivasspor,Isaac Cofie,33,75 bin €
Fenerbahçe,Filip Novák,34,200 bin €
Fatih Karagümrük,Emre Çolak,33,-
Gençlerbirliği,Mattias Johansson,32,150 bin €
Erzurumspor FK,Fabien Farnolle,39,-
Konyaspor,Amar Rahmanović,30,1.50 mil. €
Hatayspor,Burak Çamoğlu,28,125 bin €
Kasımpaşa,Derrick Luckassen,29,1.00 mil. €
Başakşehir FK,Okechukwu Azubuike,27,250 bin €
Denizlispor,Veton Tusha,21,125 bin €
Yeni Malatyaspor,Afriyie Acquah,32,100 bin €
Beşiktaş,Güven Yalçın,25,1.20 mil. €
Çaykur Rizespor,Yasin Pehlivan,35,-
Gençlerbirliği,Soner Dikmen,31,1.30 mil. €
Beşiktaş,Gökhan Töre,32,75 bin €
Kasımpaşa,Alan Cariús,27,400 bin €
Konyaspor,Samuel Eduok,30,-
Denizlispor,Cenk Gönen,36,-
Gençlerbirliği,Zargo Touré,35,125 bin €
MKE Ankaragücü,Michał Pazdan,37,-
Kayserispor,Emre Demir,20,600 bin €
Gençlerbirliği,Floyd Ayité,36,50 bin €
Yeni Malatyaspor,Umut Bulut,41,-
Denizlispor,Matthieu Dossevi,N/A,N/A
Yeni Malatyaspor,Fernando Zuqui,33,800 bin €
Fenerbahçe,Papiss Demba Cissé,39,-
Göztepe,Burak Süleyman,30,225 bin €
Başakşehir FK,Uğur Uçar,37,-
Erzurumspor FK,Mehmet Murat Uçar,33,225 bin €
Konyaspor,Erdon Daci,26,400 bin €
Fenerbahçe,Ferdi Kadıoğlu,25,30.00 mil. €
Çaykur Rizespor,Doğan Erdoğan,28,325 bin €
Konyaspor,Musa Çağıran,32,-
Başakşehir FK,Cemali Sertel,24,1.00 mil. €
Yeni Malatyaspor,Olcay Şahan,37,-
Fatih Karagümrük,Koray Altınay,33,-
Çaykur Rizespor,Kemal Rüzgar,29,250 bin €
Fenerbahçe,Harun Tekin,35,25 bin €
Sivasspor,Yasin Öztekin,37,50 bin €
Sivasspor,Mamadou Samassa,34,250 bin €
Çaykur Rizespor,Konrad Michalak,27,1.00 mil. €
Denizlispor,Ayman Ben Mohamed,30,350 bin €
Antalyaspor,Ali Eren İyican,25,50 bin €
Gençlerbirliği,Rahmetullah Berisbek,25,650 bin €
Fatih Karagümrük,Yannis Salibur,33,-
Gaziantep FK,Mirza Cihan,24,200 bin €
Çaykur Rizespor,Onur Bulut,30,1.40 mil. €
Başakşehir FK,Giuliano,-,-
Gaziantep FK,André Sousa,29,900 bin €
Kasımpaşa,Yasin Dülger,29,125 bin €
Yeni Malatyaspor,Jetmir Topalli,26,700 bin €
Erzurumspor FK,Mostapha El Kabir,36,-
Gençlerbirliği,Mustafa Hüseyin Seyhan,28,-
Denizlispor,Özer Özdemir,26,-
Göztepe,Stefano Napoleoni,38,50 bin €
Gaziantep FK,Oğuz Ceylan,34,75 bin €
Başakşehir FK,Rafael,25,75.00 mil. €
Gençlerbirliği,İlker Karakaş,25,225 bin €
Gaziantep FK,Zvonimir Kožulj,31,200 bin €
Kayserispor,Kevin Luckassen,31,450 bin €
Fatih Karagümrük,Vegar Eggen Hedenstad,33,250 bin €
Hatayspor,Selim Ilgaz,29,150 bin €
Gaziantep FK,André Balada,34,-
Hatayspor,Abdurrahman Canli,27,175 bin €
Hatayspor,Gökhan Karadeniz,34,75 bin €
Kasımpaşa,Berat Kalkan,21,200 bin €
MKE Ankaragücü,Berke Gürbüz,21,-
Gaziantep FK,Mehmet Erdem Uğurlu,36,25 bin €
Fatih Karagümrük,Bora Kadioglu,23,-
Trabzonspor,Abdurrahim Dursun,26,250 bin €
Hatayspor,Joseph Akomadi,25,-
Konyaspor,İsmail Güven,30,150 bin €
Kasımpaşa,Furkan Külekçi,23,-
Antalyaspor,Serdar Gürler,33,500 bin €
Konyaspor,Oğuz Kağan Güçtekin,25,400 bin €
Yeni Malatyaspor,Ahmed Ildız,28,325 bin €
Gençlerbirliği,Halil Ibrahim Pehlivan,31,275 bin €
Hatayspor,Muhammed Mert,29,100 bin €
Göztepe,Brown Ideye,36,-
Erzurumspor FK,Arturo Mina,34,-
MKE Ankaragücü,Ricardo Friedrich,31,400 bin €
Denizlispor,Muris Mešanovič,34,150 bin €
Fatih Karagümrük,Muhammed Egemen Pehlivan,24,-
