Season,Team Name,Player Name,Player Rating
20/21,Fenerbahçe,Enner Valencia,7.05
20/21,Denizlispor,Ismail Aissati,7.05
20/21,Trabzonspor,Berat Ayberk Özdemir,7.04
20/21,Trabzonspor,Lewis Baker,7.04
20/21,Hatayspor,Pablo Santos,7.04
20/21,Sivasspor,Max Gradel,7.04
20/21,Gaziantep FK,Günay Güvenç,7.03
20/21,Galatasaray,Mostafa Mohamed,7.03
20/21,Galatasaray,Radamel Falcao,7.03
20/21,Beşiktaş,Atiba Hutchinson,7.03
20/21,Alanyaspor,Juanfran,7.03
20/21,Beşiktaş,Domagoj Vida,7.02
20/21,Başakşehir FK,Tolga Ciğerci,7.02
20/21,Denizlispor,Hugo Rodallega,7.02
20/21,Kayserispor,Campanharo,7.02
20/21,Trabzonspor,Anthony Nwakaeme,7.02
20/21,Konyaspor,Abdülkerim Bardakcı,7.02
20/21,Galatasaray,Marcelo Saracchi,7.01
20/21,Kayserispor,Doğan Alemdar,7.01
20/21,Gençlerbirliği,Daniel Candeias,7.01
20/21,Kasımpaşa,Isaac Kiese Thelin,7.00
20/21,Galatasaray,Sofiane Feghouli,7.00
20/21,Yeni Malatyaspor,Zeki Yavru,7.00
20/21,Erzurumspor FK,Özgür Sert,7.00
20/21,Göztepe,Soner Aydoğdu,7.00
20/21,Beşiktaş,Valentin Rosier,7.00
20/21,Fenerbahçe,Luiz Gustavo,7.00
20/21,Trabzonspor,Djaniny,6.99
20/21,Göztepe,Atınç Nukan,6.99
20/21,Gaziantep FK,Papy Djilobodji,6.99
20/21,Trabzonspor,Marlon,6.99
20/21,Galatasaray,Şener Özbayraklı,6.99
20/21,Alanyaspor,Davidson,6.99
20/21,Fatih Karagümrük,Ervin Zukanović,6.99
20/21,Galatasaray,Henry Onyekuru,6.99
20/21,Erzurumspor FK,Manuel Da Costa,6.99
20/21,Konyaspor,Nejc Skubic,6.98
20/21,Gaziantep FK,Alexandru Maxim,6.98
20/21,Gençlerbirliği,Kristoffer Nordfeldt,6.98
20/21,Konyaspor,Eray Birnican,6.98
20/21,Galatasaray,Fernando Muslera,6.98
20/21,Denizlispor,Mustafa Yumlu,6.97
20/21,Başakşehir FK,Mehmet Topal,6.97
20/21,Trabzonspor,Edgar Ié,6.97
20/21,Kasımpaşa,Eren Elmalı,6.97
20/21,Sivasspor,Alaaddin Okumuş,6.97
20/21,Fenerbahçe,Sadık Çiftpınar,6.97
20/21,Göztepe,Halil Akbunar,6.97
20/21,Konyaspor,Marko Jevtović,6.96
20/21,Trabzonspor,Majid Hosseini,6.96
20/21,Gençlerbirliği,Metehan Mert,6.96
20/21,Konyaspor,Paolo Hurtado,6.96
20/21,Sivasspor,Ahmet Oğuz,6.96
20/21,Başakşehir FK,Youssouf Ndayishimiye,6.96
20/21,Fatih Karagümrük,Gastón Campi,6.96
20/21,Beşiktaş,Cyle Larin,6.96
20/21,Galatasaray,Ryan Donk,6.96
20/21,Fenerbahçe,Altay Bayındır,6.95
20/21,Galatasaray,Oğulcan Çağlayan,6.95
20/21,Konyaspor,Zymer Bytyqi,6.95
20/21,Fatih Karagümrük,Enzo Roco,6.95
20/21,Hatayspor,Munir Mohamedi,6.95
20/21,Fatih Karagümrük,Lucas Castro,6.95
20/21,Antalyaspor,Bahadır Öztürk,6.95
20/21,Beşiktaş,Utku Yuvakuran,6.95
20/21,Galatasaray,Ryan Babel,6.95
20/21,Göztepe,Berkan Emir,6.94
20/21,Beşiktaş,Georges-Kévin N'Koudou,6.94
20/21,Başakşehir FK,Martin Škrtel,6.94
20/21,Kasımpaşa,Florent Hadergjonaj,6.94
20/21,Gaziantep FK,Roderick Miranda,6.94
20/21,Çaykur Rizespor,Montassar Talbi,6.94
20/21,Antalyaspor,Veysel Sarı,6.94
20/21,Fenerbahçe,Mauricio Lemos,6.94
20/21,Antalyaspor,Nuri Şahin,6.94
20/21,Kasımpaşa,Kristijan Bistrović,6.94
20/21,Göztepe,Obinna Nwobodo,6.93
20/21,Beşiktaş,Adem Ljajić,6.93
20/21,Kayserispor,Karlo Muhar,6.93
20/21,Sivasspor,Mustapha Yatabaré,6.93
20/21,Kayserispor,Miguel Lopes,6.93
20/21,Sivasspor,Robin Yalçın,6.93
20/21,Gençlerbirliği,Diego Angelo,6.93
20/21,Hatayspor,Rúben Ribeiro,6.93
20/21,Galatasaray,Christian Luyindama,6.93
20/21,Kasımpaşa,Duško Tošić,6.93
20/21,Yeni Malatyaspor,Abdulsamed Damlu,6.92
20/21,Galatasaray,Emre Kılınç,6.92
20/21,Alanyaspor,Berkan Kutlu,6.92
20/21,Denizlispor,Neven Subotić,6.92
20/21,Denizlispor,Mix Diskerud,6.92
20/21,Hatayspor,Adama Traoré,6.92
20/21,Fatih Karagümrük,Alassane Ndao,6.92
20/21,Çaykur Rizespor,Loïc Rémy,6.91
20/21,Antalyaspor,Naldo,6.91
20/21,MKE Ankaragücü,İbrahim Akdağ,6.91
20/21,Sivasspor,Ali Şaşal Vural,6.91
20/21,Gençlerbirliği,Arda Kızıldağ,6.91
20/21,Alanyaspor,Mustafa Pektemek,6.91
20/21,Yeni Malatyaspor,Wallace,6.91
20/21,Çaykur Rizespor,Yassine Meriah,6.90
20/21,Göztepe,Guilherme Marques,6.90
20/21,Göztepe,Beykan Şimşek,6.90
20/21,Fenerbahçe,Michael Frey,6.90
20/21,MKE Ankaragücü,Alperen Babacan,6.90
20/21,Fenerbahçe,Zanka,6.90
20/21,Çaykur Rizespor,Zafer Görgen,6.90
20/21,Antalyaspor,Ferhat Kaplan,6.90
20/21,Denizlispor,Ángelo Sagal,6.89
20/21,Çaykur Rizespor,Gökhan Akkan,6.89
20/21,Göztepe,Titi,6.89
20/21,Konyaspor,Artem Kravets,6.89
20/21,Kasımpaşa,Aytaç Kara,6.89
20/21,Sivasspor,Hakan Arslan,6.89
20/21,Alanyaspor,Fatih Aksoy,6.89
20/21,Başakşehir FK,Danijel Aleksić,6.89
20/21,Galatasaray,Omar Elabdellaoui,6.89
20/21,Yeni Malatyaspor,Karim Hafez,6.89
20/21,Denizlispor,Recep Niyaz,6.89
20/21,Hatayspor,Yusuf Abdioğlu,6.89
20/21,Sivasspor,Ziya Erdal,6.88
20/21,Galatasaray,DeAndre Yedlin,6.88
20/21,Fenerbahçe,Dimitrios Pelkas,6.88
20/21,Kasımpaşa,Armin Hodžić,6.88
20/21,Galatasaray,Emre Akbaba,6.88
20/21,Erzurumspor FK,Aatif Chahechouhe,6.88
20/21,Sivasspor,Erdoğan Yeşilyurt,6.88
20/21,Kasımpaşa,Ertuğrul Taşkıran,6.88
20/21,Başakşehir FK,Nacer Chadli,6.88
20/21,Fatih Karagümrük,Alparslan Erdem,6.88
20/21,Göztepe,İrfan Can Eğribayat,6.88
20/21,Antalyaspor,Hakan Özmert,6.88
20/21,Göztepe,Alpaslan Öztürk,6.88
20/21,Yeni Malatyaspor,Christian Cueva,6.88
20/21,Kasımpaşa,Julian Jeanvier,6.88
20/21,Yeni Malatyaspor,Ertaç Özbir,6.88
20/21,MKE Ankaragücü,Endri Çekiçi,6.87
20/21,Çaykur Rizespor,Emir Dilaver,6.87
20/21,Çaykur Rizespor,Selim Ay,6.87
20/21,Yeni Malatyaspor,Benjamin Tetteh,6.87
20/21,Başakşehir FK,Mert Günok,6.87
20/21,Kasımpaşa,Bengali-Fodé Koita,6.87
20/21,Erzurumspor FK,Oltan Karakullukçu,6.87
20/21,Antalyaspor,Ruud Boffin,6.87
20/21,Alanyaspor,Damian Kądzior,6.86
20/21,Galatasaray,Martin Linnes,6.86
20/21,Alanyaspor,Efecan Karaca,6.86
20/21,MKE Ankaragücü,Joseph Paintsil,6.86
20/21,Hatayspor,Mesut Çaytemel,6.86
20/21,Denizlispor,Oğuz Yılmaz,6.86
20/21,Galatasaray,Emre Taşdemir,6.86
20/21,Galatasaray,Arda Turan,6.85
20/21,Başakşehir FK,Carlos Ponck,6.85
20/21,Konyaspor,Adil Demirbağ,6.85
20/21,Kasımpaşa,Mickael Tirpan,6.85
20/21,Göztepe,Balázs Megyeri,6.85
20/21,Kasımpaşa,David Pavelka,6.85
20/21,Trabzonspor,Hüseyin Türkmen,6.85
20/21,Kasımpaşa,Loret Sadiku,6.85
20/21,Galatasaray,Ömer Bayram,6.84
20/21,Çaykur Rizespor,Mykola Morozyuk,6.84
20/21,Çaykur Rizespor,Milan Škoda,6.84
20/21,Çaykur Rizespor,Damjan Đoković,6.84
20/21,Sivasspor,Uğur Çiftçi,6.84
20/21,Başakşehir FK,Deniz Türüç,6.84
20/21,Çaykur Rizespor,İsmail Köybaşı,6.84
20/21,Antalyaspor,Lukas Podolski,6.83
20/21,Gençlerbirliği,Bogdan Stancu,6.83
20/21,Yeni Malatyaspor,Teenage Hadebe,6.83
20/21,Beşiktaş,Bernard Mensah,6.83
20/21,Göztepe,Marko Mihojević,6.83
20/21,Galatasaray,Okan Kocuk,6.83
20/21,Fatih Karagümrük,Eric Lichaj,6.83
20/21,Alanyaspor,Hasan Hüseyin Acar,6.83
20/21,Galatasaray,Mbaye Diagne,6.83
20/21,Çaykur Rizespor,Erik Sabo,6.83
20/21,Fatih Karagümrük,Jimmy Durmaz,6.83
20/21,Erzurumspor FK,Leo Schwechlen,6.83
20/21,Konyaspor,Sokol Cikalleshi,6.83
20/21,Alanyaspor,François Moubandje,6.83
20/21,Yeni Malatyaspor,Mustafa Eskihellaç,6.83
20/21,Trabzonspor,João Pereira,6.83
20/21,Göztepe,Kerim Alıcı,6.83
20/21,Başakşehir FK,Junior Caiçara,6.83
20/21,MKE Ankaragücü,Korcan Çelikay,6.82
20/21,Fatih Karagümrük,Andrea Bertolacci,6.82
20/21,Denizlispor,Fabiano,6.82
20/21,Fatih Karagümrük,Badou Ndiaye,6.82
20/21,Kayserispor,Pedro Henrique,6.82
20/21,Sivasspor,Samba Camara,6.82
20/21,Hatayspor,Alexandros Katranis,6.82
20/21,Kayserispor,Nehuén Paz,6.82
20/21,MKE Ankaragücü,Torgeir Børven,6.82
20/21,MKE Ankaragücü,Aliou Badji,6.82
20/21,Kasımpaşa,Ramazan Köse,6.82
20/21,Fenerbahçe,Mame Thiam,6.81
20/21,Kayserispor,Dimitris Kolovetsios,6.81
20/21,Çaykur Rizespor,Fabricio Baiano,6.81
20/21,MKE Ankaragücü,Tiago Pinto,6.81
20/21,Galatasaray,Halil Dervişoğlu,6.81
20/21,Sivasspor,Olarenwaju Kayode,6.81
20/21,Kasımpaşa,Danny Drinkwater,6.81
20/21,Sivasspor,Aaron Appindangoyé,6.81
20/21,Fenerbahçe,Mbwana Ally Samatta,6.81
20/21,Beşiktaş,Necip Uysal,6.81
20/21,Çaykur Rizespor,Tunay Torun,6.81
20/21,Antalyaspor,Bünyamin Balcı,6.81
20/21,Antalyaspor,Fedor Kudryashov,6.81
20/21,Trabzonspor,Abdülkadir Ömür,6.80
20/21,Konyaspor,Jesse Sekidika,6.80
20/21,Fenerbahçe,Sinan Gümüş,6.80
20/21,Beşiktaş,Oğuzhan Özyakup,6.80
20/21,Fenerbahçe,Marcel Tisserand,6.80
20/21,Hatayspor,Mirkan Aydın,6.80
20/21,Çaykur Rizespor,Dušan Jovančić,6.80
20/21,Fenerbahçe,Mesut Özil,6.80
20/21,Galatasaray,Valentine Ozornwafor,6.80
20/21,Konyaspor,Marin Aničić,6.80
20/21,Yeni Malatyaspor,Eric Ndizeye,6.80
20/21,Yeni Malatyaspor,Erkan Kaş,6.80
20/21,Kasımpaşa,Hasan Yesilyurt,6.80
20/21,Yeni Malatyaspor,Murat Akça,6.80
20/21,Kayserispor,İsmail Çipe,6.80
20/21,Denizlispor,Abdulkadir Sunger,6.80
20/21,Beşiktaş,Francisco Montero,6.80
20/21,Galatasaray,Oghenekaro Etebo,6.80
20/21,Alanyaspor,Marafona,6.80
20/21,Erzurumspor FK,Petrus Boumal,6.80
20/21,Alanyaspor,Adam Bareiro,6.79
20/21,Erzurumspor FK,Arvydas Novikovas,6.79
20/21,Erzurumspor FK,Cenk Ahmet Alkılıç,6.79
20/21,Gaziantep FK,Amedej Vetrih,6.79
20/21,Hatayspor,Jean Claude Billong,6.79
20/21,MKE Ankaragücü,Atila Turan,6.79
20/21,Konyaspor,Levan Shengelia,6.79
20/21,MKE Ankaragücü,Zvonimir Šarlija,6.79
20/21,Alanyaspor,Umut Güneş,6.79
20/21,Beşiktaş,Fabrice N'Sakala,6.79
20/21,Fatih Karagümrük,Aksel Aktaş,6.79
20/21,Antalyaspor,Eren Albayrak,6.79
20/21,Beşiktaş,Ajdin Hasić,6.79
20/21,Göztepe,Yalçın Kayan,6.78
20/21,MKE Ankaragücü,Stelios Kitsiou,6.78
20/21,Fatih Karagümrük,Artur Sobiech,6.78
20/21,Göztepe,Adis Jahović,6.78
20/21,MKE Ankaragücü,Erdi Dikmen,6.78
20/21,Kayserispor,Besard Sabović,6.78
20/21,Hatayspor,Strahil Popov,6.78
20/21,MKE Ankaragücü,Daniel Łukasik,6.78
20/21,Erzurumspor FK,Gökhan Kardeş,6.78
20/21,Beşiktaş,Dorukhan Toköz,6.78
20/21,Erzurumspor FK,Brahim Darri,6.78
20/21,Göztepe,Fousseni Diabaté,6.77
20/21,MKE Ankaragücü,Atakan Çankaya,6.77
20/21,MKE Ankaragücü,Emre Güral,6.77
20/21,Kayserispor,İlhan Parlak,6.77
20/21,Fatih Karagümrük,Jeremain Lens,6.77
20/21,Gençlerbirliği,Piris da Motta,6.77
20/21,Konyaspor,Ibrahim Šehić,6.77
20/21,Gaziantep FK,Güray Vural,6.77
20/21,Kayserispor,Cristian Săpunaru,6.77
20/21,Fatih Karagümrük,Efe Tatlı,6.77
20/21,Erzurumspor FK,Adolphe Teikeu,6.77
20/21,Gaziantep FK,Jean-Armel Kana-Biyik,6.76
20/21,Alanyaspor,Khouma Babacar,6.76
20/21,Trabzonspor,Abdulkadir Parmak,6.76
20/21,Göztepe,Zlatko Tripić,6.76
20/21,Kasımpaşa,Tarkan Serbest,6.76
20/21,Alanyaspor,Tayfur Bingöl,6.76
20/21,Çaykur Rizespor,Tarik Çetin,6.76
20/21,Fatih Karagümrük,Emiliano Viviano,6.76
20/21,Sivasspor,Jorge Félix,6.76
20/21,Kayserispor,Joseph Attamah,6.76
20/21,Alanyaspor,Efkan Bekiroğlu,6.76
20/21,Başakşehir FK,Ömer Ali Şahiner,6.76
20/21,Başakşehir FK,Berkay Özcan,6.76
20/21,Konyaspor,Deni Milošević,6.76
20/21,Trabzonspor,Yunus Malli,6.76
20/21,Erzurumspor FK,Jakub Szumski,6.76
20/21,Gaziantep FK,Alin Toșca,6.76
20/21,Sivasspor,Tyler Boyd,6.76
20/21,Çaykur Rizespor,Godfred Donsah,6.76
20/21,Gençlerbirliği,Sandro Lima,6.76
20/21,Beşiktaş,Rıdvan Yılmaz,6.76
20/21,Erzurumspor FK,Buğra Çağıran,6.75
20/21,Kayserispor,Manuel Fernandes,6.75
20/21,Başakşehir FK,Mahmut Tekdemir,6.75
20/21,Başakşehir FK,Hasan Ali Kaldırım,6.75
20/21,Fenerbahçe,Mert Hakan Yandaş,6.75
20/21,Gaziantep FK,Kevin Mirallas,6.75
20/21,Trabzonspor,Yusuf Sarı,6.75
20/21,Erzurumspor FK,Kayacan Erdoğan,6.75
20/21,Kasımpaşa,Oussama Haddadi,6.75
20/21,Gençlerbirliği,Dominik Furman,6.75
20/21,Kayserispor,Zoran Kvržić,6.75
20/21,Gaziantep FK,Jefferson Junior,6.75
20/21,Antalyaspor,Ersan Gülüm,6.75
20/21,Kasımpaşa,Yusuf Erdoğan,6.74
20/21,Başakşehir FK,Junior Fernandes,6.74
20/21,Başakşehir FK,Léo Duarte,6.74
20/21,MKE Ankaragücü,Ante Kulušić,6.74
20/21,Başakşehir FK,Boli Bolingoli,6.74
20/21,Trabzonspor,Flávio,6.74
20/21,Kayserispor,Aziz Behich,6.74
20/21,Hatayspor,Isaac Sackey,6.74
20/21,Başakşehir FK,Fredrik Gulbrandsen,6.74
20/21,Trabzonspor,Benik Afobe,6.74
20/21,Alanyaspor,Manolis Siopis,6.74
20/21,Başakşehir FK,Alexandru Epureanu,6.74
20/21,Trabzonspor,Serkan Asan,6.74
20/21,Erzurumspor FK,Hasan Hatipoğlu,6.73
20/21,Denizlispor,Radosław Murawski,6.73
20/21,Göztepe,Cherif Ndiaye,6.73
20/21,Konyaspor,Alper Uludağ,6.73
20/21,Çaykur Rizespor,Mithat Pala,6.73
20/21,Denizlispor,Costel Pantilimon,6.73
20/21,Gaziantep FK,Paweł Olkowski,6.73
20/21,Göztepe,Murat Paluli,6.73
20/21,Konyaspor,Barış Yardımcı,6.73
20/21,Galatasaray,Kerem Aktürkoğlu,6.73
20/21,Başakşehir FK,Volkan Babacan,6.73
20/21,Erzurumspor FK,Elbasan Rashani,6.73
20/21,MKE Ankaragücü,Alper Potuk,6.73
20/21,Gaziantep FK,Cenk Şahin,6.73
20/21,Alanyaspor,Ahmet Gülay,6.73
20/21,Hatayspor,Akin Alkan,6.73
20/21,Kasımpaşa,Tomáš Břečka,6.72
20/21,Sivasspor,Claudemir,6.72
20/21,Sivasspor,Caner Osmanpaşa,6.71
20/21,Yeni Malatyaspor,Issam Chebake,6.71
20/21,Kayserispor,Ramazan Civelek,6.71
20/21,Göztepe,Lamine Gassama,6.71
20/21,Göztepe,Anderson Esiti,6.71
20/21,Denizlispor,Hasan Ayaroğlu,6.71
20/21,Erzurumspor FK,Ricardo Gomes,6.71
20/21,Çaykur Rizespor,Alexander Søderlund,6.71
20/21,Erzurumspor FK,Ibrahim Sissoko,6.71
20/21,Kayserispor,Yasir Subaşı,6.71
20/21,Başakşehir FK,Demba Ba,6.71
20/21,Erzurumspor FK,Kaan Kanak,6.71
20/21,Çaykur Rizespor,Abdullah Durak,6.71
20/21,Hatayspor,Mohammed Kamara,6.70
20/21,Fatih Karagümrük,Kemal Ademi,6.70
20/21,Trabzonspor,Kamil Ahmet Çörekçi,6.70
20/21,Fenerbahçe,İsmail Yüksek,6.70
20/21,Çaykur Rizespor,Dimitris Chatziisaias,6.70
20/21,Çaykur Rizespor,Nadir Çiftçi,6.70
20/21,Gaziantep FK,Ulaş Zengin,6.70
20/21,Hatayspor,Soner Ornek,6.70
20/21,Gaziantep FK,Ertuğrul Ersoy,6.70
20/21,Gençlerbirliği,Mustafa Akbaş,6.70
20/21,Fatih Karagümrük,Fatih Kurucuk,6.70
20/21,Kasımpaşa,Kevin Varga,6.70
20/21,Beşiktaş,Ersin Destanoğlu,6.70
20/21,Antalyaspor,Sidney Sam,6.70
20/21,Denizlispor,Kubilay Aktaş,6.69
20/21,Alanyaspor,Ceyhun Gülselam,6.69
20/21,Kayserispor,Wilfried Kanga,6.69
20/21,Göztepe,Marcio Mossoró,6.69
20/21,Gaziantep FK,Furkan Soyalp,6.69
20/21,Gaziantep FK,Nouha Dicko,6.69
20/21,Hatayspor,Babajide David Akintola,6.69
20/21,Kayserispor,Anton Maglica,6.69
20/21,Yeni Malatyaspor,Moryke Fofana,6.69
20/21,MKE Ankaragücü,Saba Lobjanidze,6.69
20/21,Antalyaspor,Amilton da Silva,6.69
20/21,Yeni Malatyaspor,Kubilay Kanatsızkuş,6.69
20/21,Gaziantep FK,Júnior Morais,6.69
20/21,Denizlispor,Fede Varela,6.68
20/21,Gaziantep FK,Kenan Özer,6.68
20/21,MKE Ankaragücü,Jonathan Bolingi,6.68
20/21,Erzurumspor FK,Osman Çelik,6.68
20/21,Başakşehir FK,Enzo Crivelli,6.68
20/21,Kayserispor,Aaron Lennon,6.68
20/21,Denizlispor,Tiago Lopes,6.68
20/21,Başakşehir FK,Mete Kaan Demir,6.68
20/21,Yeni Malatyaspor,Bülent Cevahir,6.68
20/21,Göztepe,Peter Žulj,6.67
20/21,Yeni Malatyaspor,Stevie Mallan,6.67
20/21,Kasımpaşa,Gilbert Koomson,6.67
20/21,Erzurumspor FK,Gabriel Obertan,6.67
20/21,Kayserispor,Denis Alibec,6.67
20/21,Gaziantep FK,Osama Rashid,6.67
20/21,Sivasspor,Marcelo Goiano,6.67
20/21,Erzurumspor FK,Mitchell Donald,6.67
20/21,Çaykur Rizespor,Dario Melnjak,6.67
20/21,Antalyaspor,Gökdeniz Bayrakdar,6.67
20/21,Yeni Malatyaspor,Jody Lukoki,6.67
20/21,MKE Ankaragücü,Assane Dioussé,6.67
20/21,Gençlerbirliği,Sefa Yılmaz,6.67
20/21,Yeni Malatyaspor,Semih Kaya,6.67
20/21,MKE Ankaragücü,Orkan Çınar,6.66
20/21,Sivasspor,Isaac Cofie,6.66
20/21,Fenerbahçe,Filip Novák,6.66
20/21,Fatih Karagümrük,Emre Çolak,6.66
20/21,Gençlerbirliği,Mattias Johansson,6.66
20/21,Erzurumspor FK,Fabien Farnolle,6.66
20/21,Konyaspor,Amar Rahmanović,6.66
20/21,Hatayspor,Burak Çamoğlu,6.66
20/21,Kasımpaşa,Derrick Luckassen,6.66
20/21,Başakşehir FK,Okechukwu Azubuike,6.66
20/21,Denizlispor,Veton Tusha,6.65
20/21,Yeni Malatyaspor,Afriyie Acquah,6.65
20/21,Beşiktaş,Güven Yalçın,6.65
20/21,Çaykur Rizespor,Yasin Pehlivan,6.65
20/21,Gençlerbirliği,Soner Dikmen,6.65
20/21,Beşiktaş,Gökhan Töre,6.65
20/21,Kasımpaşa,Alan Cariús,6.65
20/21,Konyaspor,Samuel Eduok,6.65
20/21,Denizlispor,Cenk Gönen,6.65
20/21,Gençlerbirliği,Zargo Touré,6.65
20/21,MKE Ankaragücü,Michał Pazdan,6.65
20/21,Kayserispor,Emre Demir,6.65
20/21,Gençlerbirliği,Floyd Ayité,6.64
20/21,Yeni Malatyaspor,Umut Bulut,6.64
20/21,Denizlispor,Matthieu Dossevi,6.64
20/21,Yeni Malatyaspor,Fernando Zuqui,6.64
20/21,Fenerbahçe,Papiss Demba Cissé,6.64
20/21,Göztepe,Burak Süleyman,6.64
20/21,Başakşehir FK,Uğur Uçar,6.64
20/21,Erzurumspor FK,Mehmet Murat Uçar,6.64
20/21,Konyaspor,Erdon Daci,6.64
20/21,Fenerbahçe,Ferdi Kadıoğlu,6.64
20/21,Çaykur Rizespor,Doğan Erdoğan,6.64
20/21,Konyaspor,Musa Çağıran,6.64
20/21,Başakşehir FK,Cemali Sertel,6.64
20/21,Yeni Malatyaspor,Olcay Şahan,6.64
20/21,Fatih Karagümrük,Koray Altınay,6.63
20/21,Çaykur Rizespor,Kemal Rüzgar,6.63
20/21,Fenerbahçe,Harun Tekin,6.63
20/21,Sivasspor,Yasin Öztekin,6.63
20/21,Sivasspor,Mamadou Samassa,6.63
20/21,Çaykur Rizespor,Konrad Michalak,6.63
20/21,Denizlispor,Ayman Ben Mohamed,6.63
20/21,Antalyaspor,Ali Eren İyican,6.63
20/21,Gençlerbirliği,Rahmetullah Berisbek,6.63
20/21,Fatih Karagümrük,Yannis Salibur,6.63
20/21,Gaziantep FK,Mirza Cihan,6.63
20/21,Çaykur Rizespor,Onur Bulut,6.62
20/21,Başakşehir FK,Giuliano,6.62
20/21,Gaziantep FK,André Sousa,6.62
20/21,Kasımpaşa,Yasin Dülger,6.62
20/21,Yeni Malatyaspor,Jetmir Topalli,6.62
20/21,Erzurumspor FK,Mostapha El Kabir,6.62
20/21,Gençlerbirliği,Mustafa Hüseyin Seyhan,6.62
20/21,Denizlispor,Özer Özdemir,6.62
20/21,Göztepe,Stefano Napoleoni,6.61
20/21,Gaziantep FK,Oğuz Ceylan,6.61
20/21,Başakşehir FK,Rafael,6.61
20/21,Gençlerbirliği,İlker Karakaş,6.61
20/21,Gaziantep FK,Zvonimir Kožulj,6.61
20/21,Kayserispor,Kevin Luckassen,6.61
20/21,Fatih Karagümrük,Vegar Eggen Hedenstad,6.61
20/21,Hatayspor,Selim Ilgaz,6.60
20/21,Gaziantep FK,André Balada,6.60
20/21,Hatayspor,Abdurrahman Canli,6.60
20/21,Hatayspor,Gökhan Karadeniz,6.60
20/21,Kasımpaşa,Berat Kalkan,6.60
20/21,MKE Ankaragücü,Berke Gürbüz,6.60
20/21,Gaziantep FK,Mehmet Erdem Uğurlu,6.60
20/21,Fatih Karagümrük,Bora Kadioglu,6.60
20/21,Trabzonspor,Abdurrahim Dursun,6.60
20/21,Hatayspor,Joseph Akomadi,6.60
20/21,Konyaspor,İsmail Güven,6.60
20/21,Kasımpaşa,Furkan Külekçi,6.60
20/21,Antalyaspor,Serdar Gürler,6.60
20/21,Konyaspor,Oğuz Kağan Güçtekin,6.60
20/21,Yeni Malatyaspor,Ahmed Ildız,6.60
20/21,Gençlerbirliği,Halil Ibrahim Pehlivan,6.60
20/21,Hatayspor,Muhammed Mert,6.59
20/21,Göztepe,Brown Ideye,6.59
