Season,Season,Week,Match Date,Match Date,Home Team,Away Team,Home Goals,Away Goals,MatchOutcome,Home Performance,Away Performance,Home Formation,Away Formation,Home_AvgAge,Home_SumValue,Home_AvgValue,Home_AvgRating,Away_AvgAge,Away_SumValue,Away_AvgValue,Away_AvgRating,Age_Diff,Value_Diff,Rating_Diff,Home_Advantage,Home_GoalsScored_Last5,Home_GoalsScored_Last10,Home_Points_Last5,Home_Points_Last10,Home_AvgAge_Last5,Home_AvgAge_Last10,Home_AvgValue_Last5,Home_AvgValue_Last10,Home_AvgRating_Last5,Home_AvgRating_Last10,Away_GoalsScored_Last5,Away_GoalsScored_Last10,Away_Points_Last5,Away_Points_Last10,Away_AvgAge_Last5,Away_AvgAge_Last10,Away_AvgValue_Last5,Away_AvgValue_Last10,Away_AvgRating_Last5,Away_AvgRating_Last10
20/21,20/21,Round 22,31/01/21,2021-01-31,beşi,trab,1,2,A,6.7,7.01,4-1-4-1,4-2-3-1,28.69696969696969,2138677083.3333333,194425189.39393935,6.964545454545455,28.3973063973064,4493536111.111111,408503282.8282828,6.956363636363636,0.2996632996632939,-2354859027.7777777,0.0081818181818187,1,12.0,30.0,9.0,22.0,28.915151515151518,29.15757575757575,206792462.1212121,192970890.1515152,6.965636363636364,6.966363636363636,10.0,16.0,13.0,25.0,28.583838383838383,28.73265993265993,376053787.8787879,349984343.4343434,6.956727272727273,6.951818181818181
20/21,20/21,Round 21,23/01/21,2021-01-23,genç,trab,1,2,A,6.66,7.04,4-2-3-1,4-2-3-1,30.48181818181818,143852272.72727275,14385227.272727275,6.6370000000000005,28.3973063973064,4493536111.111111,408503282.8282828,6.956363636363636,2.0845117845117827,-4349683838.383838,-0.3193636363636356,1,5.0,12.0,3.0,11.0,31.425454545454546,31.315757575757573,14135181.818181818,10744997.474747475,6.683,6.706344444444444,9.0,13.0,13.0,21.0,28.97710437710437,28.490976430976428,303647222.2222222,398779881.3131313,6.954181818181818,6.949867676767676
20/21,20/21,Round 21,23/01/21,2021-01-23,başa,rize,1,1,D,6.81,6.79,4-2-3-1,4-1-4-1,30.04615384615385,9275248076.923077,927524807.6923076,6.769999999999999,29.553359683794465,700464130.4347826,63678557.31225297,6.780909090909091,0.492794162359381,8574783946.488294,-0.0109090909090925,1,5.0,10.0,8.0,10.0,31.436923076923076,31.235944055944053,718696846.1538461,786418615.3846154,6.7842,6.7819545454545445,6.0,11.0,5.0,10.0,30.286956521739125,30.552173913043475,79608675.88932808,84858478.26086958,6.780545454545456,6.793909090909092
20/21,20/21,Round 21,24/01/21,2021-01-24,kony,anta,0,0,D,6.81,6.99,4-2-3-1,4-2-3-1,30.669565217391305,3348059782.608695,334805978.2608695,6.920999999999999,29.15882352941176,2263630882.352941,226363088.23529416,6.845999999999999,1.510741687979543,1084428900.2557535,0.0750000000000001,1,8.0,16.0,4.0,11.0,30.617312252964428,30.304747474747472,237355865.6126482,221417030.3030303,6.89330909090909,6.896250505050505,5.0,8.0,9.0,14.0,29.148342245989305,29.805026737967918,221344328.8770054,211473327.54010692,6.82410909090909,6.830499999999999
20/21,20/21,Round 21,24/01/21,2021-01-24,deni,fati,1,2,A,6.78,6.88,4-4-2,4-3-3,31.255555555555556,3000000.0,300000.0,6.711000000000001,31.765550239234447,281502631.57894737,25591148.325358853,6.868181818181819,-0.5099946836788938,-278502631.57894737,-0.1571818181818178,1,3.0,11.0,1.0,8.0,31.014444444444443,31.78067901234568,288722.22222222225,277972.22222222225,6.7178,6.750011111111112,9.0,15.0,9.0,13.0,31.329186602870813,31.14696969696969,21558421.05263158,24445873.737373736,6.844545454545456,6.857962626262626
20/21,20/21,Round 21,24/01/21,2021-01-24,yeni,gala,0,1,A,6.71,6.92,4-2-3-1,4-1-4-1,29.25252525252525,266765909.09090912,29640656.56565657,6.83,31.21212121212121,1861166666.6666665,169196969.6969697,6.987272727272728,-1.9595959595959656,-1594400757.5757575,-0.1572727272727281,1,8.0,16.0,7.0,14.0,30.370303030303027,30.32090909090909,25243156.56565657,27550330.80808081,6.818044444444444,6.806122222222223,13.0,21.0,9.0,14.0,30.30505050505051,30.05757575757576,164114646.46464646,156297424.24242422,6.9701818181818185,6.954363636363636
20/21,20/21,Round 21,24/01/21,2021-01-24,beşi,gözt,2,1,H,6.89,6.65,4-2-3-1,4-1-4-1,30.515151515151512,1678877083.3333333,152625189.39393938,7.02090909090909,29.778181818181817,1275363000.0,115942090.9090909,6.84818181818182,0.7369696969696946,403514083.33333325,0.1727272727272701,1,14.0,33.0,15.0,28.0,28.872727272727268,29.322727272727278,201661136.36363637,187352357.95454544,6.964545454545454,6.956090909090909,8.0,13.0,6.0,10.0,29.98036363636364,30.12690909090909,104429381.8181818,95583254.54545452,6.834545454545456,6.834545454545456
20/21,20/21,Round 21,24/01/21,2021-01-24,gazi,hata,1,1,D,6.69,6.78,5-3-2,4-2-3-1,33.47826086956522,3333695.652173913,303063.24110671936,6.807272727272727,32.184210526315795,1198639473.6842103,119863947.36842103,6.901999999999999,1.294050343249424,-1195305778.0320363,-0.0947272727272725,1,6.0,19.0,7.0,20.0,33.55217391304348,33.382806324110675,306693.67588932806,323722.33201581024,6.825272727272727,6.82890909090909,7.0,16.0,5.0,14.0,32.30842105263157,32.13947368421053,116599394.73684213,108282881.57894737,6.9246,6.9286
20/21,20/21,Round 21,25/01/21,2021-01-25,kası,siva,2,0,H,7.02,6.63,4-2-3-1,4-1-4-1,30.545454545454547,911225000.0,82838636.36363636,6.829999999999999,34.3399209486166,251123913.04347825,22829446.640316203,6.863636363636363,-3.794466403162055,660101086.9565217,-0.0336363636363641,1,5.0,10.0,6.0,10.0,30.026936026936028,30.456565656565655,82241919.19191918,60577575.75757575,6.815454545454545,6.819727272727272,6.0,12.0,6.0,13.0,34.003952569169954,33.82885375494071,21843577.075098813,22110158.102766797,6.895636363636363,6.888181818181819
20/21,20/21,Round 21,25/01/21,2021-01-25,alan,anka,4,3,H,6.89,6.69,4-2-3-1,4-2-3-1,31.563157894736843,975963157.8947368,97596315.78947368,6.942,28.76284584980237,2055251086.9565215,186841007.90513837,6.782727272727274,2.8003120449344685,-1079287929.061785,0.1592727272727261,1,10.0,16.0,7.0,14.0,31.09578947368421,31.0822009569378,137446578.9473684,135153788.27751195,6.932600000000001,6.930818181818182,6.0,14.0,3.0,13.0,28.8102766798419,28.862845849802376,150139169.9604743,131889644.2687747,6.766,6.750727272727272
20/21,20/21,Round 21,25/01/21,2021-01-25,fene,kays,3,0,H,7.33,6.46,4-2-3-1,4-1-4-1,31.63636363636364,2171075000.0,197370454.54545453,7.030909090909091,29.570532915360506,1628016379.3103447,148001489.02821314,6.828181818181817,2.0658307210031346,543058620.6896553,0.2027272727272739,1,12.0,22.0,13.0,22.0,31.618181818181817,31.35824915824916,188101363.6363637,263756942.7609428,6.962727272727273,6.934163636363637,5.0,8.0,9.0,10.0,30.13134796238244,30.250188087774298,115062974.9216301,124465823.6677116,6.823836363636363,6.8043545454545455
20/21,20/21,Round 20,19/01/21,2021-01-19,gözt,genç,4,0,H,7.19,6.29,4-1-4-1,5-3-2,29.778181818181817,1275363000.0,115942090.9090909,6.84818181818182,30.28181818181818,143552272.72727272,14355227.272727272,6.656000000000001,-0.5036363636363639,1131810727.2727273,0.1921818181818189,1,8.0,13.0,7.0,11.0,30.20872727272728,30.05018181818182,97770981.8181818,94981781.8181818,6.833454545454546,6.836818181818183,5.0,13.0,4.0,14.0,31.683636363636367,31.44333333333333,14255454.545454549,10904277.77777778,6.7094000000000005,6.718533333333333
20/21,20/21,Round 20,19/01/21,2021-01-19,kays,başa,2,0,H,7.06,6.7,4-5-1,4-2-3-1,30.20689655172414,1228716379.3103447,111701489.02821316,6.826363636363635,31.146153846153844,8855673076.923077,885567307.6923077,6.763,-0.9392572944297052,-7626956697.612732,0.0633636363636354,1,5.0,9.0,9.0,11.0,30.30275862068965,30.424169278996867,118006504.70219436,119581239.02821316,6.8226,6.801990909090909,4.0,12.0,7.0,10.0,31.44230769230769,31.405944055944055,702652865.3846154,779827365.3846153,6.7842,6.787454545454546
20/21,20/21,Round 20,19/01/21,2021-01-19,trab,kony,3,1,H,7.04,6.49,4-2-3-1,4-2-3-1,28.454545454545453,4531175000.0,411925000.0,6.961818181818182,30.89565217391304,2938922826.086956,293892282.6086956,6.910999999999999,-2.441106719367589,1592252173.913044,0.0508181818181832,1,7.0,12.0,10.0,21.0,28.95892255892256,28.44215488215488,302374494.94949496,431399325.7575758,6.947272727272727,6.948958585858586,12.0,19.0,6.0,10.0,30.546640316205536,30.3237812911726,198993286.5612648,208955454.21607375,6.882381818181817,6.899039393939394
20/21,20/21,Round 20,20/01/21,2021-01-20,rize,gazi,3,0,H,7.29,6.33,4-2-3-1,5-3-2,29.91699604743083,920639130.4347826,83694466.40316206,6.766363636363637,33.64822134387352,3329347.826086957,302667.9841897234,6.819090909090908,-3.731225296442695,917309782.6086956,-0.0527272727272718,1,5.0,13.0,4.0,12.0,30.52490118577075,30.662055335968372,87223023.71541503,83942697.6284585,6.795090909090909,6.793545454545455,6.0,20.0,7.0,20.0,33.46126482213439,33.34130434782609,307602.76679841895,331429.8418972332,6.827090909090908,6.8300909090909085
20/21,20/21,Round 20,20/01/21,2021-01-20,hata,yeni,1,2,A,6.87,6.75,4-2-3-1,4-2-3-1,32.68947368421052,1132901315.7894738,113290131.57894738,6.936,30.71717171717172,238255681.81818184,26472853.535353538,6.862222222222222,1.972301967038803,894645633.9712919,0.0737777777777779,1,8.0,18.0,7.0,16.0,32.24947368421052,32.08052631578947,117282131.57894738,106968368.42105262,6.936000000000002,6.926400000000001,9.0,17.0,7.0,15.0,30.58525252525252,30.400707070707067,21666343.434343435,28340772.72727273,6.8042444444444445,6.805233333333334
20/21,20/21,Round 20,20/01/21,2021-01-20,gala,deni,6,1,H,7.29,6.36,4-1-4-1,3-5-2,31.21212121212121,1861166666.6666665,169196969.6969697,6.987272727272728,30.61728395061728,2750000.0,305555.5555555556,6.732222222222223,0.5948372615039332,1858416666.6666665,0.2550505050505052,1,15.0,23.0,6.0,14.0,29.96161616161616,30.00808080808081,159751414.1414141,152750252.52525252,6.954727272727273,6.95090909090909,4.0,10.0,2.0,8.0,31.33617283950617,31.90067901234568,285388.8888888889,272972.22222222225,6.732266666666668,6.757411111111111
20/21,20/21,Round 20,21/01/21,2021-01-21,erzu,alan,1,1,D,6.68,6.67,4-2-3-1,4-2-3-1,32.37090909090909,506202000.0,46018363.63636363,6.801818181818181,30.463157894736845,1505613157.8947368,150561315.78947368,6.9590000000000005,1.9077511961722424,-999411157.8947368,-0.1571818181818196,1,4.0,8.0,5.0,8.0,32.670545454545454,32.89370909090909,45526763.63636364,48257024.54545455,6.780363636363636,6.741172727272726,7.0,12.0,4.0,11.0,31.05492822966507,30.92535885167464,142163129.1866029,144606854.06698567,6.935836363636364,6.927818181818182
20/21,20/21,Round 20,21/01/21,2021-01-21,fati,beşi,1,4,A,6.47,7.15,4-2-3-1,4-1-4-1,31.401913875598087,171127631.57894734,15557057.41626794,6.815454545454545,28.33333333333333,2708677083.333333,246243371.2121212,6.9390909090909085,3.0685805422647583,-2537549451.754385,-0.1236363636363631,1,8.0,14.0,6.0,14.0,31.28851674641148,30.9951355661882,21712837.32057416,26548889.420521,6.856309090909091,6.863487878787879,16.0,31.0,13.0,28.0,29.163636363636364,29.406060606060606,187864772.72727272,183186553.03030303,6.965636363636364,6.958636363636364
20/21,20/21,Round 20,21/01/21,2021-01-21,fati,beşi,1,4,A,6.47,7.15,4-2-3-1,4-1-4-1,31.401913875598087,171127631.57894734,15557057.41626794,6.815454545454545,28.33333333333333,2708677083.333333,246243371.2121212,6.9390909090909085,3.0685805422647583,-2537549451.754385,-0.1236363636363631,1,8.0,14.0,6.0,14.0,31.28851674641148,30.9951355661882,21712837.32057416,26548889.420521,6.856309090909091,6.863487878787879,14.0,34.0,13.0,28.0,28.92727272727273,29.196969696969692,196580227.27272725,190821098.48484847,6.964181818181818,6.94809090909091
20/21,20/21,Round 20,21/01/21,2021-01-21,fati,beşi,1,4,A,6.47,7.15,4-2-3-1,4-1-4-1,31.401913875598087,171127631.57894734,15557057.41626794,6.815454545454545,28.33333333333333,2708677083.333333,246243371.2121212,6.9390909090909085,3.0685805422647583,-2537549451.754385,-0.1236363636363631,1,8.0,15.0,6.0,13.0,31.311004784689,31.08094098883572,21557511.96172249,24860296.91653376,6.848000000000001,6.859811111111111,16.0,31.0,13.0,28.0,29.163636363636364,29.406060606060606,187864772.72727272,183186553.03030303,6.965636363636364,6.958636363636364
20/21,20/21,Round 20,21/01/21,2021-01-21,fati,beşi,1,4,A,6.47,7.15,4-2-3-1,4-1-4-1,31.401913875598087,171127631.57894734,15557057.41626794,6.815454545454545,28.33333333333333,2708677083.333333,246243371.2121212,6.9390909090909085,3.0685805422647583,-2537549451.754385,-0.1236363636363631,1,8.0,15.0,6.0,13.0,31.311004784689,31.08094098883572,21557511.96172249,24860296.91653376,6.848000000000001,6.859811111111111,14.0,34.0,13.0,28.0,28.92727272727273,29.196969696969692,196580227.27272725,190821098.48484847,6.964181818181818,6.94809090909091
20/21,20/21,Round 20,21/01/21,2021-01-21,fati,beşi,1,4,A,6.47,7.15,4-2-3-1,4-1-4-1,31.401913875598087,171127631.57894734,15557057.41626794,6.815454545454545,28.424242424242426,2518677083.333333,228970643.9393939,6.915454545454545,2.977671451355665,-2347549451.754385,-0.0999999999999996,1,8.0,14.0,6.0,14.0,31.28851674641148,30.9951355661882,21712837.32057416,26548889.420521,6.856309090909091,6.863487878787879,16.0,31.0,13.0,28.0,29.163636363636364,29.406060606060606,187864772.72727272,183186553.03030303,6.965636363636364,6.958636363636364
20/21,20/21,Round 20,21/01/21,2021-01-21,fati,beşi,1,4,A,6.47,7.15,4-2-3-1,4-1-4-1,31.401913875598087,171127631.57894734,15557057.41626794,6.815454545454545,28.424242424242426,2518677083.333333,228970643.9393939,6.915454545454545,2.977671451355665,-2347549451.754385,-0.0999999999999996,1,8.0,14.0,6.0,14.0,31.28851674641148,30.9951355661882,21712837.32057416,26548889.420521,6.856309090909091,6.863487878787879,14.0,34.0,13.0,28.0,28.92727272727273,29.196969696969692,196580227.27272725,190821098.48484847,6.964181818181818,6.94809090909091
20/21,20/21,Round 20,21/01/21,2021-01-21,fati,beşi,1,4,A,6.47,7.15,4-2-3-1,4-1-4-1,31.401913875598087,171127631.57894734,15557057.41626794,6.815454545454545,28.424242424242426,2518677083.333333,228970643.9393939,6.915454545454545,2.977671451355665,-2347549451.754385,-0.0999999999999996,1,8.0,15.0,6.0,13.0,31.311004784689,31.08094098883572,21557511.96172249,24860296.91653376,6.848000000000001,6.859811111111111,16.0,31.0,13.0,28.0,29.163636363636364,29.406060606060606,187864772.72727272,183186553.03030303,6.965636363636364,6.958636363636364
20/21,20/21,Round 20,21/01/21,2021-01-21,fati,beşi,1,4,A,6.47,7.15,4-2-3-1,4-1-4-1,31.401913875598087,171127631.57894734,15557057.41626794,6.815454545454545,28.424242424242426,2518677083.333333,228970643.9393939,6.915454545454545,2.977671451355665,-2347549451.754385,-0.0999999999999996,1,8.0,15.0,6.0,13.0,31.311004784689,31.08094098883572,21557511.96172249,24860296.91653376,6.848000000000001,6.859811111111111,14.0,34.0,13.0,28.0,28.92727272727273,29.196969696969692,196580227.27272725,190821098.48484847,6.964181818181818,6.94809090909091
20/21,20/21,Round 20,21/01/21,2021-01-21,anka,kası,1,0,H,7.04,6.75,4-2-3-1,4-3-3,28.94466403162056,1916051086.9565215,174186462.45059288,6.8090909090909095,30.67003367003367,695238888.8888888,63203535.35353535,6.839090909090908,-1.7253696384131132,1220812198.067633,-0.0299999999999984,1,6.0,15.0,6.0,16.0,28.833992094861664,28.90830039525692,144312114.62450594,120638507.90513834,6.75818181818182,6.747454545454545,5.0,8.0,4.0,7.0,30.154208754208756,30.45993265993266,74445555.55555555,56168383.83838383,6.81509090909091,6.819
20/21,20/21,Round 20,21/01/21,2021-01-21,siva,fene,1,1,D,6.69,6.78,4-1-4-1,4-2-3-1,34.07905138339921,237511956.52173916,21591996.04743083,6.887272727272727,31.727272727272727,2011100000.0,182827272.72727272,6.890909090909091,2.351778656126484,-1773588043.478261,-0.0036363636363638,1,8.0,12.0,7.0,14.0,33.89486166007905,33.78355731225297,21851304.34782609,21006333.00395257,6.901454545454546,6.891618181818183,12.0,22.0,13.0,19.0,31.50909090909091,31.353198653198653,187917727.27272725,269988508.4175084,6.942909090909092,6.929163636363637
20/21,20/21,Round 19,15/01/21,2021-01-15,genç,fati,1,3,A,6.64,6.96,4-2-3-1,4-2-3-1,31.98181818181818,143877272.72727275,14387727.272727275,6.742,31.03827751196172,280977631.57894737,25543421.05263158,6.861818181818182,0.9435406698564606,-137100358.85167462,-0.1198181818181822,1,8.0,13.0,7.0,14.0,31.91212121212121,31.601010101010104,11692792.92929293,9689487.373737374,6.718422222222221,6.729155555555556,8.0,14.0,7.0,15.0,31.11690590111643,30.90933014354067,25096688.99521531,28237481.92450824,6.864551515151516,6.867164646464647
20/21,20/21,Round 19,16/01/21,2021-01-16,kony,gözt,2,3,A,6.93,6.88,4-2-3-1,4-3-3,30.821739130434786,2530960869.565217,253096086.9565217,6.869999999999999,29.778181818181817,1275363000.0,115942090.9090909,6.848181818181818,1.0435573122529682,1255597869.565217,0.0218181818181815,1,12.0,20.0,6.0,13.0,30.4805533596838,30.27160737812912,186246845.84980237,198487345.5204216,6.885272727272726,6.899739393939393,5.0,10.0,4.0,11.0,30.336,29.973454545454548,92314163.63636364,92564400.0,6.836363636363638,6.840000000000001
20/21,20/21,Round 19,16/01/21,2021-01-16,başa,siva,1,1,D,6.75,6.72,4-4-2,4-1-4-1,31.346153846153847,8585723076.923077,858572307.6923077,6.755,34.07905138339921,237436956.52173916,21585177.86561265,6.912727272727272,-2.732897537245364,8348286120.401338,-0.1577272727272722,1,6.0,14.0,8.0,10.0,31.47111888111888,31.29055944055944,688418442.3076923,787961096.1538461,6.79050909090909,6.793554545454545,7.0,12.0,6.0,14.0,33.89486166007905,33.83810276679842,21851304.34782609,19008151.18577075,6.900545454545454,6.887618181818182
20/21,20/21,Round 19,16/01/21,2021-01-16,gazi,kays,2,1,H,6.88,6.73,5-3-2,4-2-3-1,33.69960474308301,3431521.7391304346,311956.52173913043,6.835454545454545,29.310344827586206,1690387068.9655173,153671551.72413793,6.803636363636364,4.389259915496801,-1686955547.2263868,0.0318181818181813,1,9.0,21.0,10.0,23.0,33.33636363636364,33.30612648221344,319954.5454545454,333742.09486166004,6.833272727272727,6.831636363636363,5.0,7.0,6.0,9.0,30.104137931034483,30.636238244514107,122963120.68965515,113688503.9184953,6.8005272727272725,6.798854545454544
20/21,20/21,Round 19,16/01/21,2021-01-16,anta,trab,1,1,D,6.69,6.87,4-3-3,4-2-3-1,28.737967914438503,2478141176.4705887,225285561.49732625,6.818181818181818,29.272727272727277,2671175000.0,242834090.9090909,6.952727272727272,-0.5347593582887704,-193033823.5294113,-0.1345454545454538,1,5.0,9.0,9.0,16.0,29.19572192513369,29.815026737967912,219181229.94652405,197478327.54010692,6.822,6.825799999999999,5.0,10.0,10.0,21.0,29.0020202020202,28.38760942760943,296235606.06060606,463676598.4848485,6.9461818181818185,6.94750404040404
20/21,20/21,Round 19,17/01/21,2021-01-17,deni,hata,0,2,A,6.62,7.09,4-4-2,4-2-3-1,30.094444444444445,3075000.0,307500.0,6.678,32.78947368421052,1132801315.7894738,113280131.57894738,6.941000000000001,-2.695029239766076,-1129726315.7894738,-0.2630000000000008,1,4.0,12.0,2.0,9.0,31.722592592592594,32.06571829405162,269277.7777777778,267189.3939393939,6.736933333333335,6.761734343434344,13.0,20.0,10.0,19.0,32.08947368421052,31.971052631578942,119279631.57894738,106311236.84210524,6.940600000000001,6.9208
20/21,20/21,Round 19,17/01/21,2021-01-17,yeni,rize,4,1,H,7.05,6.42,4-4-2,4-2-3-1,31.127272727272725,266890909.09090912,26689090.909090918,6.823,30.64426877470356,400689130.4347826,36426284.58498024,6.708181818181819,0.4830039525691667,-133798221.3438735,0.1148181818181814,1,8.0,17.0,4.0,13.0,30.45191919191919,30.2320202020202,23880787.878787883,28101997.47474748,6.796022222222223,6.802455555555556,3.0,11.0,2.0,9.0,30.70830039525692,30.727272727272727,89018735.17786561,81926363.63636364,6.807454545454545,6.793272727272727
20/21,20/21,Round 19,17/01/21,2021-01-17,beşi,gala,2,0,H,7.16,6.46,4-2-3-1,4-1-4-1,28.5,2187565625.0,198869602.27272728,6.9854545454545445,29.535353535353536,1701477777.7777777,154679797.97979796,6.959999999999999,-1.0353535353535364,486087847.2222223,0.0254545454545453,1,18.0,33.0,13.0,28.0,29.6030303030303,29.71666666666666,178809526.51515153,175572111.74242425,6.961272727272727,6.965999999999999,12.0,21.0,4.0,14.0,29.70909090909091,30.00909090909091,153568181.8181818,148298636.36363634,6.936545454545454,6.948363636363636
20/21,20/21,Round 19,17/01/21,2021-01-17,beşi,gala,2,0,H,7.16,6.46,4-2-3-1,4-1-4-1,28.5,2187565625.0,198869602.27272728,6.9854545454545445,29.535353535353536,1701477777.7777777,154679797.97979796,6.959999999999999,-1.0353535353535364,486087847.2222223,0.0254545454545453,1,18.0,33.0,13.0,28.0,29.6030303030303,29.71666666666666,178809526.51515153,175572111.74242425,6.961272727272727,6.965999999999999,12.0,18.0,3.0,11.0,29.83636363636364,29.909090909090917,146298181.8181818,150115454.54545453,6.945454545454545,6.947272727272727
20/21,20/21,Round 19,17/01/21,2021-01-17,beşi,gala,2,0,H,7.16,6.46,4-2-3-1,4-1-4-1,28.5,2187565625.0,198869602.27272728,6.9854545454545445,29.535353535353536,1701477777.7777777,154679797.97979796,6.959999999999999,-1.0353535353535364,486087847.2222223,0.0254545454545453,1,18.0,31.0,13.0,28.0,29.4,29.578787878787875,179149318.1818182,175283371.21212122,6.967090909090908,6.962272727272728,12.0,21.0,4.0,14.0,29.70909090909091,30.00909090909091,153568181.8181818,148298636.36363634,6.936545454545454,6.948363636363636
20/21,20/21,Round 19,17/01/21,2021-01-17,beşi,gala,2,0,H,7.16,6.46,4-2-3-1,4-1-4-1,28.5,2187565625.0,198869602.27272728,6.9854545454545445,29.535353535353536,1701477777.7777777,154679797.97979796,6.959999999999999,-1.0353535353535364,486087847.2222223,0.0254545454545453,1,18.0,31.0,13.0,28.0,29.4,29.578787878787875,179149318.1818182,175283371.21212122,6.967090909090908,6.962272727272728,12.0,18.0,3.0,11.0,29.83636363636364,29.909090909090917,146298181.8181818,150115454.54545453,6.945454545454545,6.947272727272727
20/21,20/21,Round 19,17/01/21,2021-01-17,beşi,gala,2,0,H,7.16,6.46,4-2-3-1,4-1-4-1,28.59090909090909,1997565625.0,181596875.0,6.961818181818182,29.535353535353536,1701477777.7777777,154679797.97979796,6.959999999999999,-0.9444444444444464,296087847.2222223,0.0018181818181828,1,18.0,33.0,13.0,28.0,29.6030303030303,29.71666666666666,178809526.51515153,175572111.74242425,6.961272727272727,6.965999999999999,12.0,21.0,4.0,14.0,29.70909090909091,30.00909090909091,153568181.8181818,148298636.36363634,6.936545454545454,6.948363636363636
20/21,20/21,Round 19,17/01/21,2021-01-17,beşi,gala,2,0,H,7.16,6.46,4-2-3-1,4-1-4-1,28.59090909090909,1997565625.0,181596875.0,6.961818181818182,29.535353535353536,1701477777.7777777,154679797.97979796,6.959999999999999,-0.9444444444444464,296087847.2222223,0.0018181818181828,1,18.0,33.0,13.0,28.0,29.6030303030303,29.71666666666666,178809526.51515153,175572111.74242425,6.961272727272727,6.965999999999999,12.0,18.0,3.0,11.0,29.83636363636364,29.909090909090917,146298181.8181818,150115454.54545453,6.945454545454545,6.947272727272727
20/21,20/21,Round 19,17/01/21,2021-01-17,beşi,gala,2,0,H,7.16,6.46,4-2-3-1,4-1-4-1,28.59090909090909,1997565625.0,181596875.0,6.961818181818182,29.535353535353536,1701477777.7777777,154679797.97979796,6.959999999999999,-0.9444444444444464,296087847.2222223,0.0018181818181828,1,18.0,31.0,13.0,28.0,29.4,29.578787878787875,179149318.1818182,175283371.21212122,6.967090909090908,6.962272727272728,12.0,21.0,4.0,14.0,29.70909090909091,30.00909090909091,153568181.8181818,148298636.36363634,6.936545454545454,6.948363636363636
20/21,20/21,Round 19,17/01/21,2021-01-17,beşi,gala,2,0,H,7.16,6.46,4-2-3-1,4-1-4-1,28.59090909090909,1997565625.0,181596875.0,6.961818181818182,29.535353535353536,1701477777.7777777,154679797.97979796,6.959999999999999,-0.9444444444444464,296087847.2222223,0.0018181818181828,1,18.0,31.0,13.0,28.0,29.4,29.578787878787875,179149318.1818182,175283371.21212122,6.967090909090908,6.962272727272728,12.0,18.0,3.0,11.0,29.83636363636364,29.909090909090917,146298181.8181818,150115454.54545453,6.945454545454545,6.947272727272727
20/21,20/21,Round 19,18/01/21,2021-01-18,fene,anka,3,1,H,6.89,6.71,4-2-3-1,4-2-3-1,31.90909090909091,2151100000.0,195554545.45454547,6.9336363636363645,28.671936758893285,1816676086.9565215,165152371.54150197,6.746363636363637,3.2371541501976253,334423913.04347825,0.1872727272727274,1,15.0,24.0,15.0,18.0,31.563636363636363,31.339057239057237,181979272.7272727,277674392.2558922,6.952327272727272,6.938163636363636,7.0,14.0,6.0,13.0,28.761264822134383,28.932806324110675,142512569.16996047,109133399.20948616,6.745454545454545,6.735727272727272
20/21,20/21,Round 19,18/01/21,2021-01-18,kası,erzu,1,2,A,6.6,6.96,4-2-3-1,4-2-3-1,29.033670033670035,1394913888.8888888,126810353.53535353,6.8090909090909095,32.37090909090909,506202000.0,46018363.63636363,6.801818181818181,-3.337239057239053,888711888.8888888,0.0072727272727286,1,5.0,10.0,4.0,10.0,30.22020202020202,30.3962962962963,70576212.12121211,53725429.29292929,6.814,6.8159090909090905,6.0,7.0,7.0,7.0,32.77963636363636,32.95741818181818,45519036.36363636,48708458.18181818,6.774181818181818,6.728790909090909
20/21,20/21,Round 18,09/01/21,2021-01-09,siva,gazi,2,1,H,7.14,6.71,4-1-4-1,5-3-2,33.44268774703557,237886956.52173916,21626086.95652174,6.901818181818182,33.32608695652174,3083695.652173913,308369.5652173913,6.85,0.1166007905138286,234803260.8695652,0.0518181818181826,1,6.0,11.0,5.0,13.0,33.89486166007905,33.78758893280632,21852667.984189726,17163122.52964427,6.894545454545454,6.871445454545454,11.0,22.0,10.0,23.0,33.3,33.2203557312253,324499.99999999994,338307.3122529645,6.825636363636363,6.831636363636363
20/21,20/21,Round 18,09/01/21,2021-01-09,gözt,anta,0,1,A,6.57,6.99,4-4-2,4-3-3,30.37454545454545,908676000.0,82606909.0909091,6.791818181818183,29.39572192513369,2371023529.411765,215547593.5828877,6.835454545454545,0.9788235294117626,-1462347529.411765,-0.0436363636363621,1,2.0,10.0,1.0,11.0,30.400727272727277,29.933090909090907,87827581.81818181,90326563.63636364,6.829818181818181,6.840727272727273,4.0,10.0,8.0,16.0,29.504812834224595,30.13946524064171,211553048.12834227,192325403.74331552,6.817818181818181,6.8280818181818175
20/21,20/21,Round 18,09/01/21,2021-01-09,kays,yeni,1,0,H,6.87,6.79,4-2-3-1,4-4-2,31.341379310344827,391187068.9655172,39118706.89655172,6.828,30.42727272727273,216865909.0909091,21686590.90909091,6.791,0.9141065830721012,174321159.87460813,0.0370000000000008,1,5.0,7.0,6.0,10.0,30.447084639498435,30.89203761755486,118187744.51410656,100631419.27899686,6.799254545454545,6.799218181818182,5.0,15.0,2.0,13.0,30.29919191919192,30.033838383838383,24471656.565656565,28817395.20202021,6.790533333333333,6.806455555555556
