Season,Season,Week,Match Date,Match Date,Home Team,Away Team,Home Goals,Away Goals,MatchOutcome,Home Performance,Away Performance,Home Formation,Away Formation,Home_AvgAge,Home_SumValue,Home_AvgValue,Home_AvgRating,Away_AvgAge,Away_SumValue,Away_AvgValue,Away_AvgRating,Age_Diff,Value_Diff,Rating_Diff,Home_Advantage,Home_GoalsScored_Last5,Home_GoalsScored_Last10,Home_Points_Last5,Home_Points_Last10,Home_AvgAge_Last5,Home_AvgAge_Last10,Home_AvgValue_Last5,Home_AvgValue_Last10,Home_AvgRating_Last5,Home_AvgRating_Last10,Away_GoalsScored_Last5,Away_GoalsScored_Last10,Away_Points_Last5,Away_Points_Last10,Away_AvgAge_Last5,Away_AvgAge_Last10,Away_AvgValue_Last5,Away_AvgValue_Last10,Away_AvgRating_Last5,Away_AvgRating_Last10
20/21,20/21,Round 40,08/05/21,2021-05-08,rize,yeni,0,4,A,6.28,7.23,4-2-3-1,4-4-2,30.82608695652174,1178017391.304348,117801739.1304348,6.848999999999999,29.95041322314049,468255681.8181818,42568698.34710744,6.8590909090909085,0.8756737333812445,709761709.4861662,-0.0100909090909091,1,9.0,16.0,6.0,14.0,30.31660079051383,30.62786561264822,94225106.7193676,90464107.70750988,6.832709090909091,6.851454545454546,7.0,12.0,7.0,13.0,30.37851239669421,30.37561983471074,32665867.76859504,33871263.42975207,6.816545454545453,6.830972727272727
20/21,20/21,Round 40,08/05/21,2021-05-08,erzu,kası,0,1,A,6.75,6.99,4-2-3-1,4-2-3-1,32.778181818181814,80164000.0,7287636.363636363,6.774545454545455,30.76094276094276,675438888.8888888,61403535.35353535,6.825454545454545,2.0172390572390526,-595274888.8888888,-0.0509090909090899,1,6.0,14.0,6.0,10.0,32.81454545454545,32.60654545454545,29099000.0,26896300.0,6.760363636363637,6.763,8.0,12.0,7.0,13.0,30.463299663299665,30.48922558922559,70053737.37373737,73655505.05050506,6.834727272727273,6.841727272727273
20/21,20/21,Round 40,08/05/21,2021-05-08,fati,genç,5,1,H,7.09,6.32,4-1-4-1,4-2-3-1,31.215311004784688,306546052.631579,27867822.96650718,6.918181818181819,31.47272727272728,149890909.09090912,14989090.909090912,6.747,-0.2574162679425882,156655143.54066986,0.171181818181819,1,10.0,15.0,6.0,14.0,30.06124401913875,30.82583732057416,23568564.593301438,22757547.84688995,6.835818181818182,6.857363636363637,4.0,12.0,3.0,8.0,31.45636363636364,31.67181818181818,14747045.454545457,14383727.272727275,6.7694,6.7605
20/21,20/21,Round 40,08/05/21,2021-05-08,gala,beşi,3,1,H,6.77,6.46,4-1-4-1,4-1-4-1,30.262626262626267,3760577777.7777777,341870707.0707071,7.003636363636364,30.787878787878785,1199452083.3333333,109041098.48484848,6.990909090909091,-0.5252525252525189,2561125694.4444447,0.0127272727272726,1,9.0,16.0,15.0,26.0,29.04242424242425,29.093939393939397,515397575.7575758,502309242.4242425,6.94509090909091,6.94309090909091,14.0,25.0,10.0,18.0,30.53636363636363,30.25757575757576,128875852.27272724,145546117.4242424,6.986545454545455,6.999909090909091
20/21,20/21,Round 40,08/05/21,2021-05-08,gözt,kony,0,1,A,6.82,7.06,4-5-1,4-3-3,28.64727272727273,909201000.0,82654636.36363636,6.9,31.22529644268775,1722923913.043478,156629446.6403162,6.866363636363636,-2.5780237154150214,-813722913.043478,0.0336363636363641,1,6.0,15.0,5.0,12.0,29.421090909090907,29.76036363636364,85413509.0909091,88492018.18181819,6.845636363636364,6.845363636363636,6.0,13.0,7.0,12.0,30.597628458498026,30.51857707509882,200894426.87747037,199742747.0355731,6.886,6.902909090909091
20/21,20/21,Round 40,08/05/21,2021-05-08,hata,deni,1,0,H,7.02,6.72,4-2-3-1,3-4-3,32.98421052631579,198939473.6842105,19893947.36842105,6.955,29.707070707070702,2625000.0,238636.36363636365,6.671818181818182,3.277139819245086,196314473.6842105,0.2831818181818182,1,7.0,16.0,10.0,17.0,31.988421052631576,32.06086124401914,62622894.736842096,88848602.8708134,6.941800000000001,6.939754545454545,5.0,10.0,2.0,3.0,30.752525252525253,31.584343434343435,225227.2727272727,219045.45454545453,6.720763636363637,6.733
20/21,20/21,Round 40,08/05/21,2021-05-08,kays,gazi,0,0,D,6.99,6.83,4-4-2,5-4-1,28.67398119122257,1460487068.9655173,132771551.72413792,6.831818181818182,33.32411067193676,4302173.913043479,391106.7193675889,6.790909090909091,-4.650129480714188,1456184895.0524738,0.040909090909091,1,10.0,12.0,6.0,9.0,28.819435736677114,28.994670846394985,132050642.63322882,128920564.26332287,6.816181818181818,6.813090909090908,5.0,14.0,4.0,12.0,33.04268774703557,33.27154150197629,384604.743083004,381324.1106719368,6.817636363636362,6.811545454545454
20/21,20/21,Round 40,08/05/21,2021-05-08,anka,fene,1,2,A,6.64,7.02,4-2-3-1,4-1-4-1,29.790513833992097,1833713043.478261,166701185.770751,6.779090909090908,31.95286195286195,2402315740.740741,218392340.06734008,6.9818181818181815,-2.162348118869854,-568602697.2624798,-0.2027272727272731,1,4.0,12.0,1.0,10.0,29.886166007905143,30.04426877470356,137445592.8853755,132572648.2213439,6.773272727272728,6.7798181818181815,10.0,17.0,13.0,21.0,32.12592592592593,31.698653198653197,185291144.7811448,234570462.96296296,7.008363636363636,7.006818181818181
20/21,20/21,Round 40,08/05/21,2021-05-08,siva,başa,0,0,D,7.06,6.82,4-3-3,4-1-4-1,33.351778656126484,237786956.52173916,21616996.04743083,6.915454545454546,29.181818181818183,9791700000.0,890154545.4545455,6.81090909090909,4.169960474308301,-9553913043.47826,0.1045454545454562,1,3.0,18.0,9.0,22.0,33.47905138339921,33.48498023715415,21598814.229249008,20224407.114624508,6.912363636363638,6.915636363636365,5.0,12.0,11.0,17.0,31.337762237762234,30.909790209790213,287096206.2937063,315692534.96503496,6.82890909090909,6.815818181818182
20/21,20/21,Round 40,08/05/21,2021-05-08,trab,anta,2,1,H,6.98,6.7,4-1-4-1,4-2-3-1,29.181818181818183,2981175000.0,271015909.09090906,7.007272727272727,30.326203208556148,2263955882.352941,205814171.12299463,6.858181818181818,-1.1443850267379645,717219117.647059,0.1490909090909085,1,5.0,11.0,7.0,13.0,28.861279461279462,28.970370370370368,357948383.8383838,359591338.3838384,7.011090909090909,7.010181818181818,5.0,12.0,1.0,4.0,30.18395721925134,30.3903743315508,180153475.9358289,167936631.0160428,6.801636363636364,6.79590909090909
20/21,20/21,Round 39,01/05/21,2021-05-01,beşi,hata,7,0,H,7.45,6.12,4-2-3-1,4-2-3-1,30.515151515151512,1699377083.3333333,154488825.75757575,7.017272727272727,31.889473684210525,1232776315.7894735,123277631.57894737,6.9590000000000005,-1.3743221690590133,466600767.5438597,0.0582727272727261,1,15.0,25.0,11.0,19.0,30.224242424242423,30.25757575757575,145207007.57575756,147363617.4242424,6.984181818181819,7.003818181818181,7.0,15.0,8.0,14.0,31.75330143540669,31.95138755980861,81067311.00478467,99186971.29186602,6.939709090909091,6.940154545454545
20/21,20/21,Round 39,02/05/21,2021-05-02,anta,gözt,2,3,A,6.64,6.85,4-2-3-1,4-2-3-1,31.074866310160427,1937563235.2941177,176142112.29946524,6.83909090909091,29.64727272727273,429326000.0,39029636.36363637,6.830909090909091,1.4275935828876989,1508237235.2941177,0.0081818181818187,1,6.0,14.0,1.0,7.0,30.11978609625668,30.39251336898396,172269652.40641713,156052834.22459894,6.782727272727273,6.795090909090909,9.0,18.0,8.0,15.0,29.784727272727277,29.91890909090909,84304418.18181817,89999400.0,6.831818181818183,6.841454545454546
20/21,20/21,Round 39,02/05/21,2021-05-02,deni,rize,0,1,A,6.81,6.86,4-1-4-1,4-2-3-1,31.53888888888889,1900000.0,190000.0,6.749,30.387351778656125,898892391.3043479,81717490.11857708,6.824545454545454,1.1515371102327665,-896992391.3043479,-0.0755454545454545,1,7.0,13.0,2.0,6.0,31.334444444444443,31.85530303030303,226000.0,220931.81818181815,6.738200000000001,6.740318181818182,12.0,17.0,9.0,17.0,30.25660079051384,30.676996047430823,86634106.7193676,87075716.40316206,6.83930909090909,6.852554545454545
20/21,20/21,Round 39,02/05/21,2021-05-02,kony,fati,5,1,H,7.29,6.43,4-2-3-1,4-1-4-1,30.679841897233203,2551923913.043478,231993083.00395253,6.933636363636364,28.76076555023923,305621052.631579,27783732.05741627,6.86,1.919076346993972,2246302860.411899,0.0736363636363632,1,8.0,13.0,4.0,12.0,30.420553359683797,30.473122529644268,209071936.75889325,207275019.76284584,6.897454545454545,6.905818181818181,6.0,10.0,4.0,11.0,29.92535885167464,30.90382775119617,23319760.76555024,22412523.92344498,6.82109090909091,6.857000000000001
20/21,20/21,Round 39,02/05/21,2021-05-02,genç,gala,0,2,A,6.7,7.08,4-2-3-1,4-1-4-1,31.881818181818183,144002272.72727275,14400227.272727275,6.8,29.484848484848488,5761366666.666667,523760606.06060606,6.954545454545454,2.3969696969696948,-5617364393.939394,-0.1545454545454543,1,7.0,15.0,4.0,14.0,31.258181818181814,31.834545454545456,14616272.727272728,14202568.181818184,6.7554,6.7554,6.0,12.0,15.0,21.0,28.90707070707071,29.103030303030305,543428686.8686869,483771060.6060606,6.92290909090909,6.939181818181818
20/21,20/21,Round 39,02/05/21,2021-05-02,genç,gala,0,2,A,6.7,7.08,4-2-3-1,4-1-4-1,31.881818181818183,144002272.72727275,14400227.272727275,6.8,29.484848484848488,5761366666.666667,523760606.06060606,6.954545454545454,2.3969696969696948,-5617364393.939394,-0.1545454545454543,1,7.0,15.0,4.0,14.0,31.258181818181814,31.834545454545456,14616272.727272728,14202568.181818184,6.7554,6.7554,7.0,14.0,15.0,24.0,28.67878787878788,29.06666666666667,556692121.2121212,501407424.2424243,6.922909090909092,6.938363636363635
20/21,20/21,Round 39,02/05/21,2021-05-02,genç,gala,0,2,A,6.7,7.08,4-2-3-1,4-1-4-1,31.881818181818183,144002272.72727275,14400227.272727275,6.8,29.484848484848488,5761366666.666667,523760606.06060606,6.954545454545454,2.3969696969696948,-5617364393.939394,-0.1545454545454543,1,5.0,13.0,4.0,11.0,31.158181818181824,31.773636363636363,14628272.72727273,14263704.545454549,6.761999999999999,6.760599999999999,6.0,12.0,15.0,21.0,28.90707070707071,29.103030303030305,543428686.8686869,483771060.6060606,6.92290909090909,6.939181818181818
20/21,20/21,Round 39,02/05/21,2021-05-02,genç,gala,0,2,A,6.7,7.08,4-2-3-1,4-1-4-1,31.881818181818183,144002272.72727275,14400227.272727275,6.8,29.484848484848488,5761366666.666667,523760606.06060606,6.954545454545454,2.3969696969696948,-5617364393.939394,-0.1545454545454543,1,5.0,13.0,4.0,11.0,31.158181818181824,31.773636363636363,14628272.72727273,14263704.545454549,6.761999999999999,6.760599999999999,7.0,14.0,15.0,24.0,28.67878787878788,29.06666666666667,556692121.2121212,501407424.2424243,6.922909090909092,6.938363636363635
20/21,20/21,Round 39,02/05/21,2021-05-02,genç,gala,0,2,A,6.7,7.08,4-2-3-1,4-1-4-1,31.881818181818183,144002272.72727275,14400227.272727275,6.8,28.3939393939394,6261316666.666667,569210606.0606061,6.923636363636363,3.4878787878787847,-6117314393.939394,-0.1236363636363631,1,7.0,15.0,4.0,14.0,31.258181818181814,31.834545454545456,14616272.727272728,14202568.181818184,6.7554,6.7554,6.0,12.0,15.0,21.0,28.90707070707071,29.103030303030305,543428686.8686869,483771060.6060606,6.92290909090909,6.939181818181818
20/21,20/21,Round 39,02/05/21,2021-05-02,genç,gala,0,2,A,6.7,7.08,4-2-3-1,4-1-4-1,31.881818181818183,144002272.72727275,14400227.272727275,6.8,28.3939393939394,6261316666.666667,569210606.0606061,6.923636363636363,3.4878787878787847,-6117314393.939394,-0.1236363636363631,1,7.0,15.0,4.0,14.0,31.258181818181814,31.834545454545456,14616272.727272728,14202568.181818184,6.7554,6.7554,7.0,14.0,15.0,24.0,28.67878787878788,29.06666666666667,556692121.2121212,501407424.2424243,6.922909090909092,6.938363636363635
20/21,20/21,Round 39,02/05/21,2021-05-02,genç,gala,0,2,A,6.7,7.08,4-2-3-1,4-1-4-1,31.881818181818183,144002272.72727275,14400227.272727275,6.8,28.3939393939394,6261316666.666667,569210606.0606061,6.923636363636363,3.4878787878787847,-6117314393.939394,-0.1236363636363631,1,5.0,13.0,4.0,11.0,31.158181818181824,31.773636363636363,14628272.72727273,14263704.545454549,6.761999999999999,6.760599999999999,6.0,12.0,15.0,21.0,28.90707070707071,29.103030303030305,543428686.8686869,483771060.6060606,6.92290909090909,6.939181818181818
20/21,20/21,Round 39,02/05/21,2021-05-02,genç,gala,0,2,A,6.7,7.08,4-2-3-1,4-1-4-1,31.881818181818183,144002272.72727275,14400227.272727275,6.8,28.3939393939394,6261316666.666667,569210606.0606061,6.923636363636363,3.4878787878787847,-6117314393.939394,-0.1236363636363631,1,5.0,13.0,4.0,11.0,31.158181818181824,31.773636363636363,14628272.72727273,14263704.545454549,6.761999999999999,6.760599999999999,7.0,14.0,15.0,24.0,28.67878787878788,29.06666666666667,556692121.2121212,501407424.2424243,6.922909090909092,6.938363636363635
20/21,20/21,Round 39,03/05/21,2021-05-03,başa,anka,2,1,H,6.82,6.64,4-2-3-1,4-2-3-1,31.884615384615383,1144599038.4615383,104054458.04195803,6.858181818181818,29.553359683794472,1898439130.4347825,172585375.49407113,6.766363636363637,2.331255700820911,-753840091.9732442,0.0918181818181818,1,6.0,13.0,10.0,17.0,31.69650349650349,31.141258741258746,145872552.4475524,239005472.027972,6.832181818181818,6.814,5.0,12.0,2.0,10.0,29.905928853754943,30.03873517786561,132841304.34782608,133157885.37549408,6.772363636363638,6.777909090909091
20/21,20/21,Round 39,03/05/21,2021-05-03,kası,alan,3,0,H,7.16,6.65,4-2-3-1,4-1-4-1,30.76094276094276,675438888.8888888,61403535.35353535,6.825454545454545,30.483253588516742,1868556578.9473684,169868779.9043062,6.897272727272727,0.2776891724260153,-1193117690.0584795,-0.0718181818181822,1,7.0,12.0,5.0,11.0,30.39057239057239,30.425589225589228,73321010.1010101,75471641.4141414,6.840181818181819,6.844090909090909,3.0,11.0,5.0,11.0,31.21435406698565,30.971770334928227,126958708.13397127,134095813.39712918,6.932,6.925
20/21,20/21,Round 39,03/05/21,2021-05-03,yeni,kays,1,1,D,6.87,6.69,4-4-2,4-1-4-1,30.421487603305785,439645454.5454545,39967768.59504132,6.834545454545454,28.492163009404383,1440487068.965517,130953369.90595607,6.818181818181818,1.9293245939013983,-1000841614.4200624,0.0163636363636356,1,4.0,10.0,7.0,10.0,30.597520661157024,30.39694214876033,28922741.735537197,34007098.14049587,6.811927272727273,6.833063636363636,10.0,12.0,6.0,8.0,28.96489028213166,28.96739811912225,128964733.54231972,128923518.8087774,6.808909090909092,6.81490909090909
