Season,Team Name,Player Name,Player Rating
23/24,Samsunspor,Ercan Kara,6.75
23/24,Fenerbahçe,Miha Zajc,6.75
23/24,Konyaspor,Valon Ethemi,6.75
23/24,Kasımpaşa,Sadık Çiftpınar,6.75
23/24,Başakşehir FK,Serdar Gürler,6.75
23/24,Samsunspor,Olivier Ntcham,6.75
23/24,İstanbulspor,İbrahim Yilmaz,6.75
23/24,Pendikspor,Efe Sayhan,6.75
23/24,Çaykur Rizespor,Husniddin Alikulov,6.75
23/24,Samsunspor,Marc Bola,6.75
23/24,Konyaspor,Metehan Mert,6.75
23/24,Başakşehir FK,Şener Özbayraklı,6.75
23/24,Beşiktaş,Demir Ege Tıknaz,6.75
23/24,Başakşehir FK,Onur Ergün,6.75
23/24,Kayserispor,Joseph Attamah,6.75
23/24,Konyaspor,Oğulcan Ülgün,6.75
23/24,Sivasspor,Azizbek Turgunboev,6.75
23/24,Kasımpaşa,Oğulcan Çağlayan,6.75
23/24,Adana Demirspor,Tayfun Aydoğan,6.74
23/24,Samsunspor,Kingsley Schindler,6.74
23/24,MKE Ankaragücü,Matěj Hanousek,6.74
23/24,Samsunspor,Haluk Mustafa Tan,6.74
23/24,Hatayspor,Cemali Sertel,6.74
23/24,Hatayspor,Ömer Faruk Beyaz,6.74
23/24,Antalyaspor,Mert Yilmaz,6.74
23/24,Trabzonspor,Jens Stryger Larsen,6.74
23/24,Kayserispor,Stéphane Bahoken,6.74
23/24,Fatih Karagümrük,Stefano Sturaro,6.74
23/24,Trabzonspor,Rayyan Baniya,6.73
23/24,Gaziantep FK,Max Gradel,6.73
23/24,Çaykur Rizespor,Seyfettin Anil Yasar,6.73
23/24,Kayserispor,Julian Jeanvier,6.73
23/24,Konyaspor,Louka Prip,6.73
23/24,Pendikspor,Emre Taşdemir,6.73
23/24,İstanbulspor,Emir Kaan Gültekin,6.73
23/24,Fenerbahçe,Leonardo Bonucci,6.73
23/24,Hatayspor,Visar Bekaj,6.73
23/24,MKE Ankaragücü,Andrej Đokanović,6.73
23/24,Fatih Karagümrük,Brahim Darri,6.73
23/24,Adana Demirspor,İzzet Çelik,6.73
23/24,Sivasspor,Bartuğ Elmaz,6.72
23/24,Çaykur Rizespor,Martin Minchev,6.72
23/24,Fatih Karagümrük,Salih Dursun,6.72
23/24,Gaziantep FK,Mirza Cihan,6.72
23/24,Adana Demirspor,Yusuf Barası,6.72
23/24,MKE Ankaragücü,Atakan Çankaya,6.72
23/24,İstanbulspor,David Sambissa,6.72
23/24,Fatih Karagümrük,Kevin Lasagna,6.71
23/24,Başakşehir FK,Souza,6.71
23/24,Kayserispor,Ramazan Civelek,6.71
23/24,Gaziantep FK,Salem M'Bakata,6.71
23/24,Hatayspor,Burak Bekaroğlu,6.71
23/24,Galatasaray,Tanguy Ndombélé,6.71
23/24,Kayserispor,Arif Kocaman,6.70
23/24,Pendikspor,Erencan Yardımcı,6.70
23/24,MKE Ankaragücü,Federico Macheda,6.70
23/24,Trabzonspor,Göktan Gürpüz,6.70
23/24,Hatayspor,Mehdi Boudjemaa,6.70
23/24,Beşiktaş,Cemal Demir,6.70
23/24,MKE Ankaragücü,Mert Çetin,6.70
23/24,Pendikspor,Hasan Kılıç,6.70
23/24,MKE Ankaragücü,Giorgi Beridze,6.70
23/24,Başakşehir FK,Berkay Aydogmus,6.70
23/24,Gaziantep FK,Bryan Acosta,6.70
23/24,Başakşehir FK,Emirhan İlkhan,6.70
23/24,Sivasspor,Murat Paluli,6.70
23/24,Sivasspor,İbrahim Akdağ,6.69
23/24,İstanbulspor,Mendy Mamadou,6.69
23/24,MKE Ankaragücü,Cem Türkmen,6.69
23/24,Kayserispor,Yaw Ackah,6.69
23/24,Adana Demirspor,Steven Mendoza,6.69
23/24,Galatasaray,Eyüp Aydın,6.69
23/24,İstanbulspor,Ali Yaşar,6.68
23/24,MKE Ankaragücü,Kâzımcan Karataş,6.68
23/24,Fatih Karagümrük,Federico Ceccherini,6.68
23/24,Antalyaspor,Sander van de Streek,6.68
23/24,İstanbulspor,Modestas Vorobjovas,6.68
23/24,Sivasspor,Burak Kapacak,6.68
23/24,Pendikspor,Serkan Asan,6.68
23/24,Konyaspor,Konrad Michalak,6.68
23/24,Samsunspor,Benito Raman,6.67
23/24,Konyaspor,Deniz Ertaş,6.67
23/24,Kasımpaşa,Rochinha,6.67
23/24,İstanbulspor,Özcan Şahan,6.67
23/24,Kayserispor,Otabek Shukurov,6.67
23/24,Kasımpaşa,Loret Sadiku,6.67
23/24,Konyaspor,Cebrail Karayel,6.67
23/24,Konyaspor,Adil Demirbağ,6.67
23/24,Hatayspor,Abdulkadir Parmak,6.67
23/24,Pendikspor,Berkay Sülüngöz,6.67
23/24,Kayserispor,Hasan Ali Kaldırım,6.67
23/24,Kayserispor,Onurcan Piri,6.67
23/24,Konyaspor,Bouly Junior Sambou,6.67
23/24,Trabzonspor,Doğucan Haspolat,6.67
23/24,Kasımpaşa,Julien Ngoy,6.66
23/24,Beşiktaş,Mustafa Hekimoglu,6.66
23/24,Hatayspor,Giorgi Aburjania,6.66
23/24,MKE Ankaragücü,Riad Bajić,6.66
23/24,Sivasspor,Achilleas Poungouras,6.66
23/24,Gaziantep FK,Aliou Badji,6.65
23/24,Adana Demirspor,Arbër Zeneli,6.65
23/24,Adana Demirspor,Milad Mohammadi,6.65
23/24,Sivasspor,Roman Kvet,6.65
23/24,Başakşehir FK,Philippe Keny,6.65
23/24,Hatayspor,Rayane Aabid,6.65
23/24,Çaykur Rizespor,Halil Ibrahim Pehlivan,6.65
23/24,Adana Demirspor,İsmail Çokçalış,6.65
23/24,Konyaspor,Emmanuel Boateng,6.65
23/24,Galatasaray,Baran Demiroğlu,6.65
23/24,Sivasspor,Kader Keïta,6.65
23/24,Fatih Karagümrük,Adem Ljajić,6.65
23/24,Fatih Karagümrük,Flavio Paoletti,6.65
23/24,Hatayspor,Oguzhan Matur,6.64
23/24,Trabzonspor,Umut Güneş,6.64
23/24,Başakşehir FK,Eden Karzev,6.64
23/24,Gaziantep FK,Janio Bikel,6.64
23/24,Sivasspor,Clinton N'Jie,6.64
23/24,Trabzonspor,Joaquín Fernández,6.64
23/24,Beşiktaş,Tayyip Talha Sanuç,6.64
23/24,Samsunspor,Osman Çelik,6.64
23/24,Pendikspor,Abdoulay Diaby,6.63
23/24,İstanbulspor,Okan Erdoğan,6.63
23/24,Kasımpaşa,Trazie Thomas Zai,6.63
23/24,Trabzonspor,Kerem Şen,6.63
23/24,Adana Demirspor,Dorukhan Toköz,6.63
23/24,Fatih Karagümrük,Frédéric Veseli,6.63
23/24,Pendikspor,Joher Khadim Rassoul,6.63
23/24,Antalyaspor,Naldo,6.63
23/24,İstanbulspor,Vefa Temel,6.63
23/24,Başakşehir FK,Emmanuel Dennis,6.63
23/24,Trabzonspor,Hüseyin Türkmen,6.63
23/24,Antalyaspor,Britt Assombalonga,6.62
23/24,Çaykur Rizespor,Mithat Pala,6.62
23/24,Gaziantep FK,Brayan Riascos,6.62
23/24,Kasımpaşa,Samuel Bastien,6.62
23/24,Konyaspor,Bruno Paz,6.62
23/24,Konyaspor,Yunus Malli,6.62
23/24,Galatasaray,Carlos Vinícius,6.61
23/24,Hatayspor,Doğukan Sinik,6.61
23/24,Samsunspor,Landry Dimata,6.61
23/24,Antalyaspor,Ufuk Akyol,6.61
23/24,İstanbulspor,Emrehan Gedikli,6.61
23/24,Beşiktaş,Tayfur Bingöl,6.61
23/24,Hatayspor,Armin Hodžić,6.60
23/24,Kayserispor,Mehmet Eray Özbek,6.60
23/24,Fatih Karagümrük,Tonio Teklić,6.60
23/24,Konyaspor,Muhammet Demir,6.60
23/24,Beşiktaş,Emrecan Uzunhan,6.60
23/24,İstanbulspor,Emir Mustafa Vuruşaner,6.60
23/24,Sivasspor,Mehmet Albayrak,6.60
23/24,MKE Ankaragücü,Abdurrahim Dursun,6.60
23/24,Kasımpaşa,Erdem Çetinkaya,6.60
23/24,Galatasaray,Yunus Akgün,6.60
23/24,Adana Demirspor,Nabil Alioui,6.60
23/24,Sivasspor,Kerem Atakan Kesgin,6.60
23/24,Antalyaspor,Fredy,6.60
23/24,Konyaspor,Yasir Subaşı,6.60
23/24,Samsunspor,Douglas Tanque,6.60
23/24,Sivasspor,Ahmed Musa,6.60
23/24,Samsunspor,Jakub Szumski,6.60
23/24,Beşiktaş,Jean Onana,6.60
23/24,Hatayspor,Kerim Alıcı,6.59
23/24,Sivasspor,Mijo Caktaš,6.59
23/24,Gaziantep FK,Ömürcan Artan,6.59
23/24,Antalyaspor,Gerrit Holtmann,6.59
23/24,Adana Demirspor,Abdulsamet Burak,6.59
23/24,İstanbulspor,Racine Coly,6.59
23/24,Antalyaspor,Deni Milošević,6.58
23/24,Pendikspor,Josip Vuković,6.58
23/24,Kayserispor,Dimitris Kolovetsios,6.58
