Season_x,Week,Match Date_x,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home_AvgAge,Home_SumValue,Home_AvgValue,Home_AvgRating,Away_AvgAge,Away_SumValue,Away_AvgValue,Away_AvgRating,Age_Diff,Value_Diff,Rating_Diff,Home_Advantage,Match Date_y,Season_y,Home_GoalsScored_Last5,Home_GoalsScored_Last10,Home_Points_Last5,Home_Points_Last10,Home_AvgAge_Last5,Home_AvgAge_Last10,Home_AvgValue_Last5,Home_AvgValue_Last10,Home_AvgRating_Last5,Home_AvgRating_Last10,Match Date,Season,Away_GoalsScored_Last5,Away_GoalsScored_Last10,Away_Points_Last5,Away_Points_Last10,Away_AvgAge_Last5,Away_AvgAge_Last10,Away_AvgValue_Last5,Away_AvgValue_Last10,Away_AvgRating_Last5,Away_AvgRating_Last10
22/23,Round 38,06/06/23,fati,kası,3,0,7.16,6.62,4-2-3-1,4-2-3-1,29.253918495297807,1628933620.6896553,148084874.60815048,6.808181818181819,28.734848484848484,1227726388.8888888,111611489.8989899,6.792727272727273,0.5190700104493224,401207231.80076647,0.01545454545454561,1,2023-06-06,22/23,9.0,18.0,7.0,8.0,29.334169278996864,29.22163009404389,138755470.21943575,138749326.01880878,6.8323636363636355,6.8510909090909085,2023-06-06,22/23,8.0,9.0,9.0,11.0,29.425757575757576,29.55151515151515,92913308.08080807,90464419.19191918,6.830909090909091,6.821545454545455
22/23,Round 38,06/06/23,siva,kays,1,1,6.86,6.87,4-3-3,3-1-4-2,30.545454545454547,442225000.0,40202272.72727273,6.8090909090909095,26.580086580086583,1021844047.6190476,92894913.41991343,6.786363636363635,3.965367965367964,-579619047.6190476,0.02272727272727426,1,2023-06-06,22/23,4.0,12.0,4.0,11.0,32.023272727272726,32.428000000000004,32407909.090909086,27703045.454545457,6.831818181818181,6.838272727272726,2023-06-06,22/23,3.0,12.0,2.0,6.0,28.044155844155846,28.10865800865801,112709025.974026,126135660.17316017,6.779454545454546,6.786636363636364
22/23,Round 38,07/06/23,beşi,kony,3,3,6.85,6.68,4-3-3,4-2-3-1,30.09090909090909,4010500000.0,364590909.09090906,6.953636363636363,30.454545454545453,752650000.0,68422727.27272727,6.871818181818182,-0.3636363636363633,3257850000.0,0.08181818181818112,1,2023-06-07,22/23,20.0,32.0,13.0,26.0,30.27090909090909,30.435454545454547,418257272.7272727,420843636.3636364,7.011818181818183,7.027609090909091,2023-06-07,22/23,9.0,16.0,6.0,12.0,30.890909090909094,31.136363636363637,58300909.090909086,52504545.45454545,6.86890909090909,6.88090909090909
22/23,Round 38,07/06/23,gire,anta,2,0,6.89,6.79,4-2-3-1,4-2-3-1,27.727272727272727,452825000.0,41165909.09090909,6.766363636363636,28.0979020979021,1211744230.7692308,110158566.43356644,6.767272727272728,-0.3706293706293735,-758919230.7692308,-0.0009090909090927468,1,2023-06-07,22/23,6.0,13.0,7.0,11.0,27.979545454545455,28.357954545454543,42746931.81818183,46745890.15151515,6.7592727272727275,6.75609090909091,2023-06-07,22/23,2.0,11.0,2.0,10.0,28.581818181818186,28.60769230769231,121291590.9090909,127863968.53146854,6.821454545454546,6.815636363636363
22/23,Round 38,07/06/23,i̇st,ümra,4,0,7.37,6.51,4-2-3-1,5-3-2,28.454545454545453,5400000.0,490909.0909090909,6.813636363636363,27.181818181818183,378108620.6896552,34373510.971786834,6.649090909090909,1.2727272727272698,-372708620.6896552,0.16454545454545322,1,2023-06-07,22/23,4.0,14.0,3.0,11.0,28.105882352941176,28.06951871657754,4551791.443850267,6544064.171122994,6.779999999999999,6.768454545454546,2023-06-07,22/23,6.0,11.0,4.0,5.0,29.436363636363637,29.354545454545455,27416551.724137932,32058150.470219433,6.788181818181819,6.804818181818183
22/23,Round 38,07/06/23,anka,adan,1,2,6.79,6.96,3-4-2-1,4-4-2,29.431818181818183,350246875.0,31840625.0,6.701818181818182,27.553977272727273,438153125.0,39832102.27272727,6.878181818181818,1.87784090909091,-87906250.0,-0.17636363636363583,1,2023-06-07,22/23,6.0,13.0,7.0,14.0,29.17954545454545,28.970454545454544,77745880.68181817,90028039.77272728,6.779636363636364,6.780818181818182,2023-06-07,22/23,10.0,17.0,9.0,12.0,29.350795454545455,29.68633522727273,66226420.45454545,94078241.47727272,6.984436363636362,6.9844181818181825
22/23,Round 37,03/06/23,kony,fati,1,1,7.03,6.87,4-2-3-1,4-3-3,31.545454545454547,653150000.0,59377272.72727273,6.909999999999999,28.981191222570533,1479083620.6896553,134462147.3354232,6.794545454545454,2.5642633228840133,-825933620.6896553,0.11545454545454525,1,2023-06-03,22/23,8.0,14.0,8.0,11.0,31.072727272727274,31.22727272727273,55400909.090909086,50152727.27272727,6.873636363636363,6.882363636363637,2023-06-03,22/23,8.0,19.0,4.0,8.0,29.337931034482757,29.205329153605014,137541677.11598748,138141974.92163008,6.845272727272726,6.8568181818181815
22/23,Round 37,03/06/23,adan,başa,2,3,6.71,6.99,4-2-3-1,4-4-2,30.5,753275000.0,75327500.0,6.9670000000000005,27.6,1133949193.548387,113394919.3548387,6.970000000000001,2.8999999999999986,-380674193.54838705,-0.0030000000000001137,1,2023-06-03,22/23,8.0,19.0,6.0,15.0,29.78,30.002812499999997,87289500.0,105815843.75,7.0074,7.0084,2023-06-03,22/23,8.0,13.0,8.0,13.0,29.338181818181816,29.57818181818182,122502092.37536657,117264653.22580644,6.87309090909091,6.86509090909091
22/23,Round 37,03/06/23,adan,başa,2,3,6.71,6.99,4-2-3-1,4-4-2,30.5,753275000.0,75327500.0,6.9670000000000005,27.6,1133949193.548387,113394919.3548387,6.970000000000001,2.8999999999999986,-380674193.54838705,-0.0030000000000001137,1,2023-06-03,22/23,8.0,19.0,6.0,15.0,29.78,30.002812499999997,87289500.0,105815843.75,7.0074,7.0084,2023-06-03,22/23,7.0,14.0,8.0,15.0,29.003636363636367,29.25636363636364,118186545.45454545,119379607.03812318,6.8972727272727266,6.8780909090909095
22/23,Round 37,03/06/23,adan,başa,2,3,6.71,6.99,4-2-3-1,4-4-2,30.5,753275000.0,75327500.0,6.9670000000000005,27.6,1133949193.548387,113394919.3548387,6.970000000000001,2.8999999999999986,-380674193.54838705,-0.0030000000000001137,1,2023-06-03,22/23,9.0,18.0,6.0,12.0,29.74,29.961875000000003,87298500.0,103469562.5,6.9994,6.9995,2023-06-03,22/23,8.0,13.0,8.0,13.0,29.338181818181816,29.57818181818182,122502092.37536657,117264653.22580644,6.87309090909091,6.86509090909091
