Season,Team Name,Player Name,Player Rating
22/23,Konyaspor,Soner Dikmen,6.80
22/23,Sivasspor,Aaron Appindangoyé,6.79
22/23,Trabzonspor,Uğurcan Çakır,6.79
22/23,Sivasspor,Leke James,6.79
22/23,Beşiktaş,Tayfur Bingöl,6.79
22/23,Fatih Karagümrük,Jimmy Durmaz,6.79
22/23,Ümraniyespor,Olarenwaju Kayode,6.79
22/23,Sivasspor,Erdoğan Yeşilyurt,6.79
22/23,Hatayspor,Burak Öksüz,6.79
22/23,Ümraniyespor,Geraldo,6.79
22/23,Fatih Karagümrük,Emiliano Viviano,6.79
22/23,Kayserispor,Ali Karimi,6.79
22/23,MKE Ankaragücü,Emre Kılınç,6.78
22/23,Ümraniyespor,Ermir Lenjani,6.78
22/23,Sivasspor,Ali Şaşal Vural,6.78
22/23,Antalyaspor,Helton Leite,6.78
22/23,Beşiktaş,Valentin Rosier,6.78
22/23,Gaziantep FK,Ángelo Sagal,6.78
22/23,Hatayspor,Rúben Ribeiro,6.78
22/23,Alanyaspor,Daniel Candeias,6.78
22/23,Ümraniyespor,Jesse Sekidika,6.78
22/23,Giresunspor,Faruk Can Genç,6.78
22/23,Fatih Karagümrük,Kerim Frei,6.78
22/23,Hatayspor,Ayoub El Kaabi,6.78
22/23,Ümraniyespor,Antonio Mršić,6.78
22/23,Giresunspor,Görkem Sağlam,6.78
22/23,Galatasaray,Barış Alper Yılmaz,6.78
22/23,Adana Demirspor,Artem Dzyuba,6.78
22/23,Fenerbahçe,Emre Mor,6.77
22/23,Sivasspor,Robin Yalçın,6.77
22/23,Adana Demirspor,Birkir Bjarnason,6.77
22/23,Fenerbahçe,Mert Hakan Yandaş,6.77
22/23,Konyaspor,Zymer Bytyqi,6.77
22/23,Giresunspor,Hayrullah Bilazer,6.77
22/23,Alanyaspor,Leroy Fer,6.77
22/23,MKE Ankaragücü,Abdullah Durak,6.77
22/23,Adana Demirspor,Erhun Öztümer,6.77
22/23,Trabzonspor,Dorukhan Toköz,6.77
22/23,Adana Demirspor,Babajide David Akintola,6.77
22/23,MKE Ankaragücü,Lamine Diack,6.77
22/23,Fatih Karagümrük,Jean Evrard Kouassi,6.76
22/23,Fatih Karagümrük,Saba Lobjanidze,6.76
22/23,Hatayspor,Kaan Kanak,6.76
22/23,Fenerbahçe,İrfan Can Eğribayat,6.76
22/23,Kasımpaşa,Stéphane Bahoken,6.76
22/23,Fatih Karagümrük,Andrea Bertolacci,6.76
22/23,Sivasspor,Murat Paluli,6.76
22/23,Kasımpaşa,Mounir Chouiar,6.76
22/23,Fatih Karagümrük,Ebrima Colley,6.76
22/23,Kasımpaşa,Mickael Tirpan,6.76
22/23,Kasımpaşa,Erdem Canpolat,6.76
22/23,Sivasspor,Alaaddin Okumuş,6.75
22/23,Hatayspor,Kamil Ahmet Çörekçi,6.75
22/23,Trabzonspor,Jean-Philippe Gbamin,6.75
22/23,Başakşehir FK,Patryk Szysz,6.75
22/23,Trabzonspor,Naci Ünüvar,6.75
22/23,Beşiktaş,Kenan Karaman,6.75
22/23,Giresunspor,Sergen Piçinciol,6.75
22/23,Antalyaspor,Muhammed Alperen Uysal,6.75
22/23,Sivasspor,Samba Camara,6.75
22/23,Başakşehir FK,Serdar Gürler,6.75
22/23,Sivasspor,Uğur Çiftçi,6.75
22/23,İstanbulspor,Simon Deli,6.74
22/23,Kasımpaşa,Ertuğrul Taşkıran,6.74
22/23,Fenerbahçe,Miha Zajc,6.74
22/23,Başakşehir FK,Philippe Keny,6.74
22/23,Alanyaspor,Efthymios Koulouris,6.74
22/23,Galatasaray,Fredrik Midtsjø,6.74
22/23,Alanyaspor,Oğuz Aydın,6.74
22/23,MKE Ankaragücü,Taylan Antalyalı,6.74
22/23,Fenerbahçe,Ezgjan Alioski,6.74
22/23,MKE Ankaragücü,Pedrinho,6.74
22/23,Ümraniyespor,Onur Ayık,6.74
22/23,MKE Ankaragücü,Bahadır Han Güngördü,6.74
22/23,Adana Demirspor,Kévin Soni,6.73
22/23,Trabzonspor,Arif Boşluk,6.73
22/23,Konyaspor,Bruno Paz,6.73
22/23,Beşiktaş,Necip Uysal,6.73
22/23,Konyaspor,Uğurcan Yazğılı,6.73
22/23,Beşiktaş,Welinton,6.73
22/23,MKE Ankaragücü,Stelios Kitsiou,6.73
22/23,Alanyaspor,Yusuf Özdemir,6.73
22/23,Başakşehir FK,Berkay Özcan,6.73
22/23,Konyaspor,Andreas Bouchalakis,6.73
22/23,Antalyaspor,Bertuğ Yıldırım,6.73
22/23,Fenerbahçe,João Pedro Galvão,6.73
22/23,Beşiktaş,Dele Alli,6.73
22/23,Antalyaspor,Hakan Özmert,6.72
22/23,Beşiktaş,Georges-Kévin N'Koudou,6.72
22/23,Ümraniyespor,Durel Avounou,6.72
22/23,Konyaspor,Robert Murić,6.72
22/23,Hatayspor,Musa Çağıran,6.72
22/23,Giresunspor,Talha Ülvan,6.72
22/23,Giresunspor,Borja Sainz,6.71
22/23,Alanyaspor,Efkan Bekiroğlu,6.71
22/23,Fatih Karagümrük,Batuhan Ahmet Şen,6.71
22/23,Fatih Karagümrük,Münir Levent Mercan,6.71
22/23,Ümraniyespor,Isaac Sackey,6.71
22/23,Trabzonspor,Hüseyin Türkmen,6.71
22/23,Antalyaspor,Luiz Adriano,6.71
22/23,Kasımpaşa,Ryan Donk,6.71
22/23,Kayserispor,Mario Gavranović,6.70
22/23,MKE Ankaragücü,Anastasios Chatzigiovanis,6.70
22/23,Giresunspor,Alexis Pérez,6.70
22/23,Alanyaspor,Erencan Yardımcı,6.70
22/23,Alanyaspor,Zinedine Ferhat,6.70
22/23,Fenerbahçe,İsmail Yüksek,6.70
22/23,Alanyaspor,Ümit Akdağ,6.70
22/23,Konyaspor,Niko Rak,6.70
22/23,Trabzonspor,Salih Malkoçoğlu,6.70
22/23,Trabzonspor,Emirhan Zaman,6.70
22/23,Ümraniyespor,Osman Bugra Erdogan,6.70
22/23,Başakşehir FK,Francis Nzaba,6.70
22/23,Galatasaray,Kaan Ayhan,6.70
22/23,Fatih Karagümrük,Bruno Rodrigues,6.70
22/23,Kayserispor,Joseph Attamah,6.70
22/23,Gaziantep FK,Abdulkadir Parmak,6.70
22/23,Başakşehir FK,Şener Özbayraklı,6.70
22/23,Giresunspor,Alper Uludağ,6.70
22/23,Başakşehir FK,Stefano Okaka,6.69
22/23,Antalyaspor,Bünyamin Balcı,6.69
22/23,İstanbulspor,İbrahim Yilmaz,6.69
22/23,Giresunspor,Robert Mejía,6.69
22/23,Alanyaspor,Umut Güneş,6.69
22/23,Fenerbahçe,Serdar Aziz,6.69
22/23,Başakşehir FK,Mahmut Tekdemir,6.69
22/23,İstanbulspor,Ali Yaşar,6.69
22/23,Kayserispor,Dimitris Kolovetsios,6.69
22/23,Kayserispor,İlhan Parlak,6.69
22/23,MKE Ankaragücü,Andrej Đokanović,6.69
22/23,İstanbulspor,Emir Kaan Gültekin,6.68
22/23,Antalyaspor,Gökdeniz Bayrakdar,6.68
22/23,MKE Ankaragücü,Nihad Mujakić,6.68
22/23,Hatayspor,Burak Bekaroğlu,6.68
22/23,Hatayspor,Ognjen Vranješ,6.68
22/23,Sivasspor,Ziya Erdal,6.68
22/23,Kayserispor,Gökhan Sazdağı,6.68
22/23,Giresunspor,Brandley Kuwas,6.67
22/23,Sivasspor,Clinton N'Jie,6.67
22/23,Fatih Karagümrük,Salih Dursun,6.67
22/23,Antalyaspor,Ruud Boffin,6.67
22/23,Giresunspor,Onurcan Piri,6.67
22/23,Hatayspor,Mehdi Boudjemaa,6.67
22/23,Trabzonspor,Lazar Marković,6.67
22/23,Sivasspor,Hakan Arslan,6.67
22/23,MKE Ankaragücü,Jesé Rodríguez,6.66
22/23,Antalyaspor,Fedor Kudryashov,6.66
22/23,Giresunspor,Kadir Seven,6.66
22/23,MKE Ankaragücü,Giorgi Beridze,6.66
22/23,İstanbulspor,Demeaco Duhaney,6.66
22/23,Alanyaspor,Idrissa Doumbia,6.66
22/23,Konyaspor,Domagoj Pavičić,6.66
22/23,Kasımpaşa,Mustafa Eskihellaç,6.66
22/23,Kasımpaşa,Mamadou Fall,6.66
22/23,Başakşehir FK,Junior Caiçara,6.65
22/23,Ümraniyespor,Strahil Popov,6.65
22/23,Alanyaspor,Famara Diédhiou,6.65
22/23,Başakşehir FK,Muhammet Arslantaş,6.65
22/23,Trabzonspor,Taha Altıkardeş,6.65
22/23,Antalyaspor,Admir Mehmedi,6.65
22/23,Kasımpaşa,Jeffrey Bruma,6.65
22/23,Giresunspor,Murat Cem Akpinar,6.65
22/23,Konyaspor,Endri Çekiçi,6.65
22/23,Kasımpaşa,Raoul Petretta,6.64
22/23,MKE Ankaragücü,Yasin Güreler,6.64
22/23,Ümraniyespor,Serkan Göksu,6.63
22/23,Kayserispor,Ramazan Civelek,6.63
22/23,Adana Demirspor,Mert Çetin,6.63
22/23,Adana Demirspor,Henry Onyekuru,6.63
22/23,Antalyaspor,Emrecan Uzunhan,6.63
22/23,Ümraniyespor,Adel Bettaieb,6.63
22/23,Fatih Karagümrük,Davide Biraschi,6.63
22/23,Adana Demirspor,Britt Assombalonga,6.63
22/23,İstanbulspor,Valmir Veliu,6.63
22/23,Konyaspor,Cebrail Karayel,6.63
22/23,Hatayspor,Sadik Bas,6.63
22/23,Alanyaspor,Arnaud Lusamba,6.62
22/23,Kasımpaşa,Yasin Özcan,6.62
22/23,Ümraniyespor,Berke Özer,6.62
22/23,Beşiktaş,Umut Meraş,6.62
22/23,Hatayspor,Rayane Aabid,6.62
22/23,Hatayspor,Kevin Varga,6.62
22/23,İstanbulspor,Tuncer Duhan Aksu,6.62
22/23,Trabzonspor,Doğucan Haspolat,6.62
22/23,Alanyaspor,Joher Khadim Rassoul,6.62
22/23,Beşiktaş,Kerem Atakan Kesgin,6.61
22/23,Antalyaspor,Sinan Gümüş,6.61
22/23,Hatayspor,Dylan Saint-Louis,6.61
22/23,Antalyaspor,Ufuk Akyol,6.61
22/23,Kayserispor,Anthony Uzodimma,6.61
22/23,Antalyaspor,Alassane Ndao,6.60
22/23,Kasımpaşa,Ahmet Engin,6.60
22/23,Trabzonspor,Yusuf Yazıcı,6.60
22/23,Trabzonspor,Berat Ayberk Özdemir,6.60
22/23,Adana Demirspor,Hamza Jaganjac,6.60
22/23,Alanyaspor,Ahmet Gülay,6.60
22/23,Antalyaspor,Erkan Eyibil,6.60
22/23,MKE Ankaragücü,Arda Ünyay,6.60
22/23,Fatih Karagümrük,Efecan Mizrakci,6.60
22/23,Adana Demirspor,Samuel Nongoh,6.60
22/23,Başakşehir FK,Ayberk Kaygisiz,6.60
22/23,Başakşehir FK,Edgar Ié,6.60
22/23,MKE Ankaragücü,Ali Kaan Güneren,6.60
22/23,Trabzonspor,Serkan Asan,6.60
22/23,Gaziantep FK,Luka Stankovski,6.60
22/23,Kayserispor,Talha Sariarslan,6.60
22/23,İstanbulspor,Patrick Ebert,6.60
22/23,Hatayspor,Simon Falette,6.60
22/23,Gaziantep FK,Halil Ibrahim Pehlivan,6.60
22/23,Antalyaspor,Sherel Floranus,6.60
22/23,Giresunspor,Ramón Arias,6.60
22/23,Trabzonspor,Djaniny,6.59
22/23,Sivasspor,Kader Keïta,6.59
22/23,MKE Ankaragücü,Hasan Ali Kaldırım,6.59
22/23,Kasımpaşa,Daniel Graovac,6.59
22/23,Gaziantep FK,Tomáš Pekhart,6.59
22/23,Kasımpaşa,Fabiano Silva,6.59
22/23,MKE Ankaragücü,Firatcan Üzüm,6.59
22/23,İstanbulspor,Kerem Şen,6.59
22/23,Fatih Karagümrük,Samed Onur,6.58
22/23,Kasımpaşa,Tunay Torun,6.58
22/23,Kayserispor,Mustafa Pektemek,6.58
22/23,Gaziantep FK,Ömürcan Artan,6.58
22/23,Galatasaray,Yusuf Demir,6.58
22/23,Fatih Karagümrük,Otabek Shukurov,6.58
22/23,Beşiktaş,Ersin Destanoğlu,6.58
22/23,Sivasspor,Jordy Caicedo,6.58
22/23,Fatih Karagümrük,Anwan Lawrence,6.58
22/23,Başakşehir FK,Mesut Özil,6.58
22/23,MKE Ankaragücü,Bevic Moussiti Oko,6.58
22/23,İstanbulspor,Adi Mehremić,6.57
22/23,Konyaspor,Oğulcan Ülgün,6.57
22/23,Giresunspor,Rahmetullah Berisbek,6.57
22/23,Fenerbahçe,Bright Osayi-Samuel,6.56
22/23,Giresunspor,Oğulcan Çağlayan,6.56
22/23,Konyaspor,Konrad Michalak,6.56
22/23,İstanbulspor,Oğuzhan Berber,6.56
22/23,Giresunspor,Serginho,6.55
22/23,MKE Ankaragücü,Matěj Hanousek,6.55
22/23,Ümraniyespor,Valentin Gheorghe,6.55
22/23,Konyaspor,Amilton da Silva,6.54
22/23,Adana Demirspor,Yusuf Erdoğan,6.54
22/23,MKE Ankaragücü,Oğuz Ceylan,6.54
22/23,Giresunspor,Mert Kurt,6.54
22/23,Antalyaspor,Houssameddine Ghacha,6.54
22/23,Konyaspor,Erhan Erentürk,6.54
22/23,Adana Demirspor,Abdurrahim Dursun,6.54
22/23,Konyaspor,Uche Ikpeazu,6.53
22/23,Başakşehir FK,Shaocong Wu,6.53
22/23,Hatayspor,Muhammed Mert,6.53
22/23,Konyaspor,Kahraman Demirtaş,6.53
22/23,Trabzonspor,Jens Stryger Larsen,6.53
22/23,Fatih Karagümrük,Burak Kapacak,6.53
22/23,Sivasspor,Karol Angielski,6.53
22/23,İstanbulspor,Aldin Čajić,6.53
22/23,İstanbulspor,Sindrit Guri,6.53
22/23,Fenerbahçe,Serdar Dursun,6.52
22/23,MKE Ankaragücü,Gboly Ariyibi,6.52
22/23,Ümraniyespor,Onur Atasayar,6.52
22/23,Konyaspor,Amar Rahmanović,6.52
22/23,Ümraniyespor,Metehan Mimaroğlu,6.52
22/23,Antalyaspor,Cemali Sertel,6.52
22/23,Ümraniyespor,Fatih Yiğit Şanlitürk,6.52
22/23,Fatih Karagümrük,Colin Kazim-Richards,6.50
22/23,Galatasaray,Alexandru Cicâldău,6.50
22/23,Trabzonspor,Poyraz Efe Yıldırım,6.50
22/23,Başakşehir FK,Enzo Crivelli,6.50
22/23,Hatayspor,Mohammed Kamara,6.50
22/23,Gaziantep FK,Torgeir Børven,6.50
22/23,İstanbulspor,Raymond Owusu,6.50
22/23,Adana Demirspor,Salih Kavrazlı,6.50
22/23,Konyaspor,Yasir Subaşı,6.50
22/23,Kasımpaşa,Selim Dilli,6.50
22/23,Kasımpaşa,Recep Yemişçi,6.50
22/23,Ümraniyespor,Yusuf Saitoğlu,6.50
22/23,MKE Ankaragücü,Ibrahim Yilmaz Cicek,6.50
22/23,Galatasaray,Okan Kocuk,6.50
22/23,Ümraniyespor,Nika Gagnidze,6.50
22/23,İstanbulspor,Vefa Temel,6.50
22/23,Ümraniyespor,Batuhan Arici,6.50
22/23,Hatayspor,Jeremy Dudziak,6.50
22/23,Başakşehir FK,Berkay Aydogmus,6.50
22/23,Beşiktaş,Semih Kılıçsoy,6.50
22/23,MKE Ankaragücü,Pêpê,6.50
22/23,Sivasspor,Ahmed Musa,6.50
22/23,Kasımpaşa,Berat Kalkan,6.49
22/23,İstanbulspor,Mahamadou Ba,6.49
22/23,Konyaspor,Mehmet Ali Büyüksayar,6.49
22/23,Galatasaray,Haris Seferović,6.48
22/23,Alanyaspor,Fatih Aksoy,6.47
22/23,Antalyaspor,Soner Aydoğdu,6.47
22/23,Kasımpaşa,Yunus Malli,6.47
22/23,Fatih Karagümrük,Adnan Uğur,6.46
22/23,Adana Demirspor,Yaroslav Rakitskyi,6.46
22/23,Galatasaray,Nicolò Zaniolo,6.46
22/23,Alanyaspor,Oussama Targhalline,6.46
22/23,Kayserispor,Baran Ali Gezek,6.46
22/23,Giresunspor,Senghor Faustin,6.46
22/23,Adana Demirspor,Berk Yıldız,6.46
22/23,Konyaspor,Mahir Emreli,6.46
22/23,Fatih Karagümrük,Adem Ljajić,6.45
22/23,Kasımpaşa,Erdem Çetinkaya,6.45
