Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Player 1,Home Player 2,Home Player 3,Home Player 4,Home Player 5,Home Player 6,Home Player 7,Home Player 8,Home Player 9,Home Player 10,Home Player 11,Away Player 1,Away Player 2,Away Player 3,Away Player 4,Away Player 5,Away Player 6,Away Player 7,Away Player 8,Away Player 9,Away Player 10,Away Player 11,Home Player 1 Rating,Home Player 2 Rating,Home Player 3 Rating,Home Player 4 Rating,Home Player 5 Rating,Home Player 6 Rating,Home Player 7 Rating,Home Player 8 Rating,Home Player 9 Rating,Home Player 10 Rating,Home Player 11 Rating,Away Player 1 Rating,Away Player 2 Rating,Away Player 3 Rating,Away Player 4 Rating,Away Player 5 Rating,Away Player 6 Rating,Away Player 7 Rating,Away Player 8 Rating,Away Player 9 Rating,Away Player 10 Rating,Away Player 11 Rating,Home Player 1 Age,Home Player 1 Market Value (M€),Home Player 2 Age,Home Player 2 Market Value (M€),Home Player 3 Age,Home Player 3 Market Value (M€),Home Player 4 Age,Home Player 4 Market Value (M€),Home Player 5 Age,Home Player 5 Market Value (M€),Home Player 6 Age,Home Player 6 Market Value (M€),Home Player 7 Age,Home Player 7 Market Value (M€),Home Player 8 Age,Home Player 8 Market Value (M€),Home Player 9 Age,Home Player 9 Market Value (M€),Home Player 10 Age,Home Player 10 Market Value (M€),Home Player 11 Age,Home Player 11 Market Value (M€),Away Player 1 Age,Away Player 1 Market Value (M€),Away Player 2 Age,Away Player 2 Market Value (M€),Away Player 3 Age,Away Player 3 Market Value (M€),Away Player 4 Age,Away Player 4 Market Value (M€),Away Player 5 Age,Away Player 5 Market Value (M€),Away Player 6 Age,Away Player 6 Market Value (M€),Away Player 7 Age,Away Player 7 Market Value (M€),Away Player 8 Age,Away Player 8 Market Value (M€),Away Player 9 Age,Away Player 9 Market Value (M€),Away Player 10 Age,Away Player 10 Market Value (M€),Away Player 11 Age,Away Player 11 Market Value (M€)
23/24,Round 31,2024-04-04,başa,beşi,1,1,7.0,6.84,4-3-3,4-1-4-1,Şengezer,Şahiner,Duarte,Opoku,Dubois,Kemen,Souza,Özcan,Gürler,Piątek,Davidson,Günok,Svensson,Uysal,Colley,Zaynutdinov,Fernandes,Ghezzal,Rashica,Muçi,Kilicsoy,Aboubakar,7.11,6.89,7.12,7.06,6.9,6.94,6.71,6.78,6.75,7.2,7.11,6.89,7.1,6.96,7.14,6.82,6.75,6.92,7.03,7.13,,6.78,27.0,190.0,32.0,0.45,28.0,330.0,26.0,260.0,30.0,300.0,28.0,250.0,26.428571428571427,205.42671232876714,22.0,425.0,33.0,0.6,26.428571428571427,205.42671232876714,33.0,0.85,26.428571428571427,205.42671232876714,31.0,180.0,33.0,0.65,26.428571428571427,205.42671232876714,26.0,400.0,23.0,940.0,32.0,150.0,28.0,800.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,32.0,280.0
23/24,Round 32,2024-04-12,trab,siva,0,1,7.09,7.15,4-2-3-1,5-4-1,Çakır,Meunier,Mendy,Denswil,Elmalı,Özdemir,Güneş,Višća,Bardhi,Trézéguet,Pépé,Nikolić,Paluli,Poungouras,Appindangoyé,Camara,Çiftçi,Koita,Charisis,Elmaz,Menig,Manaj,7.04,7.24,6.85,7.02,6.87,6.78,6.64,7.28,7.06,7.17,6.99,7.5,6.7,6.66,6.87,6.94,6.8,6.96,6.91,6.72,6.78,7.31,28.0,850.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,31.0,260.0,24.0,400.0,24.5,405.0,24.0,270.0,26.428571428571427,205.42671232876714,29.0,600.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,30.0,0.8,29.0,0.65,26.428571428571427,205.42671232876714,32.0,0.3,32.0,120.0,34.0,0.1,29.0,100.0,21.0,150.0,29.0,130.0,27.0,500.0
23/24,Round 32,2024-04-13,kası,kony,0,2,6.61,6.89,4-1-4-1,4-2-3-1,Gianniotis,Winck,Omeruo,Porozo,Özcan,Gül,Fall,Hajradinović,Kara,Ouanes,Costa,Słowik,Yazğılı,Demirbağ,Hadebe,Sityá,Dikmen,N'Zonzi,Ndao,Ülgün,Ethemi,Sambou,6.95,6.82,6.93,7.03,6.78,6.97,6.94,7.39,6.75,7.01,7.28,6.99,6.95,6.5,6.89,7.35,6.76,7.03,6.88,6.75,6.75,6.67,31.0,0.5,30.0,0.7,31.0,160.0,26.428571428571427,205.42671232876714,22.0,425.0,26.0,200.0,32.0,100.0,26.428571428571427,205.42671232876714,28.0,150.0,30.0,160.0,33.0,0.75,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,21.5,90.05,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,31.0,150.0,26.428571428571427,205.42671232876714,27.0,130.0,26.0,0.9,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 32,2024-04-13,anka,gazi,3,1,7.16,6.59,4-2-3-1,4-1-4-1,Güngördü,Kitsiou,Radaković,Mujakić,Karataş,Güneren,Ciğerci,Moruțan,Bekiroğlu,Bassogog,Sowe,Niță,Sorescu,Kızıldağ,N'Koulou,M'Bakata,Jevtović,Eskihellaç,Özçiçek,Maxim,Gradel,Drăguş,7.04,6.84,6.89,6.77,6.68,6.8,7.15,6.9,7.04,6.92,6.84,7.07,6.93,6.9,6.82,6.71,6.79,6.93,6.88,7.16,6.73,7.22,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,30.0,170.0,26.428571428571427,205.42671232876714,27.0,170.0,26.0,0.75,26.428571428571427,205.42671232876714,26.0,0.55,26.428571428571427,205.42671232876714,27.0,140.0,25.0,0.5,34.0,0.75,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 32,2024-04-13,adan,kays,0,0,7.21,7.21,4-2-3-1,4-1-4-1,Mahammadaliev,Atal,Gravillon,Güler,Mohammadi,Michut,Maestro,Sarı,Akbaba,Nani,Balotelli,Bayazit,Sazdağı,Kolovetsios,Kocaman,Kaldırım,Bourabia,Morte,Shukurov,Civelek,Cardoso,Bahoken,7.0,7.09,6.85,7.09,6.65,6.9,7.03,6.93,7.19,6.83,7.09,7.22,6.79,6.58,6.7,6.67,6.94,6.8,6.67,6.71,7.08,6.74,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.0,350.0,30.0,0.95,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,21.0,200.0,31.0,225.0875,32.0,120.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,30.0,0.9,33.0,0.35,21.0,180.0,35.0,0.1,33.0,0.85,31.0,160.0,26.428571428571427,205.42671232876714,28.0,0.75,30.0,210.0,32.0,0.8
23/24,Round 32,2024-04-13,beşi,sams,1,1,6.9,6.77,4-1-4-1,4-2-3-1,Günok,Svensson,Uysal,Colley,Zaynutdinov,Fernandes,Ghezzal,Rashica,Muçi,Muleka,Kilicsoy,Kocuk,Yavru,Öztürk,Drongelen,Gönül,Antalyalı,Bennasser,Holse,Ntcham,Kılınç,Mouandilmadji,6.89,7.1,6.96,7.14,6.82,6.75,6.92,7.03,7.13,6.9,,6.8,7.02,0.0,6.89,6.77,6.77,6.8,6.9,6.75,7.12,6.88,26.428571428571427,205.42671232876714,31.0,180.0,33.0,0.65,26.428571428571427,205.42671232876714,26.0,400.0,23.0,940.0,32.0,150.0,28.0,800.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,29.0,150.0,33.0,0.35,24.0,0.25,25.0,170.0,27.0,0.5,29.0,160.0,28.0,0.7,25.0,320.0,28.0,270.0,30.0,170.0,26.0,200.0
23/24,Round 32,2024-04-14,rize,anta,3,0,7.25,6.7,4-4-1-1,4-1-4-1,Akkan,Şahin,Alikulov,Topçu,Højer,Babajide,Olawoyin,Shelvey,Zeqiri,Varešanović,Minchev,Leite,Yeşilyurt,Sarı,Öztürk,Vural,Kałuziński,Streek,Safuri,Šarić,Larsson,Buksa,7.17,6.87,6.75,7.26,6.79,,7.12,7.15,6.88,6.76,6.72,7.2,6.89,6.93,0.0,6.9,6.88,6.68,7.04,6.85,6.97,7.19,29.0,120.0,24.0,120.0,25.0,150.0,24.0,500.0,30.0,150.0,26.428571428571427,205.42671232876714,27.0,170.0,32.0,200.0,24.0,160.0,26.428571428571427,205.42671232876714,23.0,180.0,26.428571428571427,205.42671232876714,27.0,80.02499999999999,31.0,225.0875,24.0,0.25,36.0,0.15,26.428571428571427,205.42671232876714,31.0,110.0,29.0,150.0,26.428571428571427,205.42671232876714,31.0,150.0,26.428571428571427,205.42671232876714
23/24,Round 32,2024-04-14,hata,i̇st,0,3,6.73,7.08,4-1-4-1,5-4-1,Kardeşler,Alıcı,Kilama,Maksimović,Ghoulam,Massanga,Rivas,Dele-Bashiru,Pedro,Dervişoğlu,Strandberg,Arda,Sambissa,Yeşil,Deli,Coly,Yaşar,Mamadou,Vorobjovas,Loshaj,Jackson,Gültekin,6.98,6.59,6.9,6.92,6.95,6.92,6.92,7.01,6.82,6.8,6.79,6.92,6.72,6.8,6.87,6.59,6.68,6.69,6.68,6.98,6.77,6.73,30.0,0.4,27.0,0.2,25.0,150.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,25.0,140.0,26.0,170.0,26.428571428571427,205.42671232876714,26.0,0.6,25.0,100.0,28.0,200.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,20.666666666666668,0.27499999999999997,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 32,2024-04-14,kara,fene,1,2,6.69,7.13,4-2-3-1,4-2-3-1,Sirigu,Biraschi,Günter,Ceccherini,Mercan,Rohdén,Bertolacci,Keleş,Eysseric,Mendes,Yalçın,Livaković,Osayi-Samuel,Aziz,Söyüncü,Kadıoğlu,Yüksek,Fred,Kahveci,Krunić,Tadić,Džeko,6.98,6.8,6.81,6.68,6.9,6.91,6.77,6.82,7.46,6.96,6.91,6.89,7.0,6.97,7.19,7.44,7.15,7.34,7.39,6.91,7.42,7.39,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,30.0,0.85,26.428571428571427,205.42671232876714,24.0,260.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,23.0,220.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,30.0,0.5,26.428571428571427,205.42671232876714,26.0,800.0,26.428571428571427,205.42671232876714,28.0,900.0,26.428571428571427,205.42671232876714,25.0,1400.0,31.0,1500.0,29.0,1000.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 32,2024-04-14,pend,başa,2,3,6.79,6.99,4-2-3-1,4-2-3-1,Canpolat,Kaya,Öztürk,Welinton,Sequeira,Ndiaye,Lusamba,Akbunar,Midtsjø,Thiam,Nayir,Şengezer,Şahiner,Duarte,Opoku,Dubois,Özcan,Kemen,Türüç,Pelkas,Davidson,Figueiredo,6.95,6.5,0.0,6.88,6.89,7.05,6.93,6.98,6.91,7.26,6.77,7.11,6.89,7.12,7.06,6.9,6.78,6.94,7.15,7.04,7.11,6.88,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,24.0,0.25,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,34.0,0.5,26.428571428571427,205.42671232876714,31.0,120.0,31.0,200.0,32.0,270.0,26.428571428571427,205.42671232876714,27.0,190.0,32.0,0.45,28.0,330.0,26.0,260.0,30.0,300.0,22.0,425.0,28.0,250.0,31.0,170.0,31.0,200.0,33.0,0.85,28.0,270.0
23/24,Round 32,2024-04-15,alan,gala,0,4,6.52,7.29,4-2-3-1,4-2-3-1,Taşkıran,Hadergjonaj,Bayır,Aliti,Balkovec,Cândido,Fer,Aydın,Karaca,Özdemir,Hassan,Muslera,Aurier,Nelsson,Bardakcı,Köhn,Torreira,Demirbay,Yılmaz,Mertens,Aktürkoğlu,Icardi,7.01,6.93,6.79,6.87,6.94,7.16,6.77,6.56,7.02,6.78,6.93,7.2,6.5,7.12,7.23,7.09,7.2,7.2,6.85,7.61,7.33,7.51,35.0,0.075,30.0,170.0,24.0,210.0,31.0,100.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,22.0,330.0,35.0,0.35,24.5,405.0,26.428571428571427,205.42671232876714,38.0,110.0,26.428571428571427,205.42671232876714,26.0,1600.0,30.0,750.0,26.428571428571427,205.42671232876714,28.0,1500.0,31.0,440.0,23.0,470.06499999999994,37.0,180.0,26.428571428571427,205.42671232876714,31.0,1500.0
23/24,Round 33,2024-04-19,beşi,anka,2,0,7.32,6.73,4-2-3-1,4-2-3-1,Destanoğlu,Svensson,Worrall,Uysal,Terzi,Musrati,Fernandes,Ghezzal,Muçi,Rashica,Muleka,Güngördü,Kitsiou,Radaković,Mujakić,Karataş,Güneren,Ciğerci,Moruțan,Bekiroğlu,Bassogog,Sowe,7.0,7.1,7.08,6.96,6.78,6.8,6.75,6.92,7.13,7.03,6.9,7.04,6.84,6.89,6.77,6.68,6.8,7.15,6.9,7.04,6.92,6.84,23.0,200.0,31.0,180.0,26.428571428571427,205.42671232876714,33.0,0.65,20.0,0.3,26.428571428571427,205.42671232876714,23.0,940.0,32.0,150.0,26.428571428571427,205.42671232876714,28.0,800.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,30.0,170.0
23/24,Round 33,2024-04-20,sams,adan,1,1,6.82,7.07,4-2-3-1,4-2-3-1,Kocuk,Yavru,Öztürk,Drongelen,Gönül,Antalyalı,Bennasser,Muja,Ntcham,Kılınç,Mouandilmadji,Mahammadaliev,Atal,Gravillon,Güler,Mohammadi,Akbaba,Maestro,Sarı,Mendoza,Erdoğan,Balotelli,6.8,7.02,0.0,6.89,6.77,6.77,6.8,6.78,6.75,7.12,6.88,7.0,7.09,6.85,7.09,6.65,7.19,7.03,6.93,6.69,6.63,7.09,29.0,150.0,33.0,0.35,24.0,0.25,25.0,170.0,27.0,0.5,29.0,160.0,28.0,0.7,26.0,400.0,28.0,270.0,30.0,170.0,26.0,200.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.0,350.0,30.0,0.95,26.428571428571427,205.42671232876714,32.0,120.0,21.0,200.0,31.0,225.0875,26.428571428571427,205.42671232876714,27.666666666666668,0.35000000000000003,26.428571428571427,205.42671232876714
23/24,Round 33,2024-04-20,kays,trab,1,2,6.64,7.01,4-3-3,4-1-4-1,Bayazit,Sazdağı,Kolovetsios,Kocaman,Kaldırım,Yılmaz,Shukurov,Bourabia,Morte,Bahoken,Cardoso,Çakır,Meunier,Mendy,Denswil,Elmalı,Özdemir,Višća,Bardhi,Pépé,Fountas,Destan,7.22,6.79,6.58,6.7,6.67,6.85,6.67,6.94,6.8,6.74,7.08,7.04,7.24,6.85,7.02,6.87,6.78,7.28,7.06,6.99,6.8,6.97,26.428571428571427,205.42671232876714,30.0,0.9,33.0,0.35,21.0,180.0,35.0,0.1,23.0,470.06499999999994,26.428571428571427,205.42671232876714,33.0,0.85,31.0,160.0,32.0,0.8,30.0,210.0,28.0,850.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,31.0,260.0,24.0,400.0,24.5,405.0,26.428571428571427,205.42671232876714,29.0,600.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,22.0,460.0
23/24,Round 33,2024-04-20,kony,alan,0,2,6.65,7.13,4-2-3-1,4-2-3-1,Ertaş,Yazğılı,Demirbağ,Hadebe,Sityá,N'Zonzi,Dikmen,Ndao,Ülgün,Ethemi,Sambou,Taşkıran,Hadergjonaj,Bayır,Aliti,Balkovec,Cândido,Janvier,Aydın,Karaca,Özdemir,Hassan,6.67,6.95,6.5,6.89,7.35,7.03,6.76,6.88,6.75,6.75,6.67,7.01,6.93,6.79,6.87,6.94,7.16,7.04,6.56,7.02,6.78,6.93,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,21.5,90.05,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,31.0,150.0,27.0,130.0,26.0,0.9,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,35.0,0.075,30.0,170.0,24.0,210.0,31.0,100.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.0,0.55,22.0,330.0,35.0,0.35,24.5,405.0,26.428571428571427,205.42671232876714
23/24,Round 33,2024-04-20,i̇st,fati,1,2,6.79,7.08,5-4-1,4-3-3,Arda,Sambissa,Yeşil,Deli,Coly,Yaşar,Mamadou,Vorobjovas,Loshaj,Jackson,Gültekin,Sirigu,Sangaré,Biraschi,Günter,Mercan,Rohdén,Kourbelis,Bertolacci,Mor,Marcão,Keleş,6.92,6.72,6.8,6.87,6.59,6.68,6.69,6.68,6.98,6.77,6.73,6.98,6.83,6.8,6.81,6.9,6.91,6.76,6.77,6.84,7.14,6.82,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,20.666666666666668,0.27499999999999997,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,30.0,0.45,26.428571428571427,205.42671232876714,30.0,0.85,24.0,260.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,27.0,180.0,26.428571428571427,205.42671232876714,23.0,220.0
23/24,Round 33,2024-04-21,gazi,kası,2,0,7.01,6.74,4-1-4-1,4-1-4-1,Niță,Ersoy,Kızıldağ,Djilobodji,M'Bakata,Jevtović,Sorescu,Monteiro,Maxim,Eskihellaç,Drăguş,Gianniotis,Winck,Omeruo,Özcan,Gedik,Gül,Fall,Hajradinović,Kara,Ouanes,Costa,7.07,0.0,6.9,6.94,6.71,6.79,6.93,6.88,7.16,6.93,7.22,6.95,6.82,6.93,6.78,6.46,6.97,6.94,7.39,6.75,7.01,7.28,26.428571428571427,205.42671232876714,24.0,0.325,26.0,0.75,26.428571428571427,205.42671232876714,26.0,0.55,26.428571428571427,205.42671232876714,27.0,170.0,26.428571428571427,205.42671232876714,34.0,0.75,27.0,140.0,26.428571428571427,205.42671232876714,31.0,0.5,30.0,0.7,31.0,160.0,22.0,425.0,26.428571428571427,205.42671232876714,26.0,200.0,32.0,100.0,26.428571428571427,205.42671232876714,28.0,150.0,30.0,160.0,33.0,0.75
23/24,Round 33,2024-04-21,gala,pend,4,1,7.04,6.69,4-2-3-1,4-2-3-1,Muslera,Ayhan,Nelsson,Bardakcı,Köhn,Torreira,Demirbay,Ziyech,Mertens,Yılmaz,Icardi,Canpolat,Asan,Öztürk,Akça,Sequeira,Ndiaye,Lusamba,Akbunar,Kaya,Thiam,Nayir,7.2,7.07,7.12,7.23,7.09,7.2,7.2,7.26,7.61,6.85,7.51,6.95,6.68,0.0,6.76,6.89,7.05,6.93,6.98,6.5,7.26,6.77,38.0,110.0,30.0,480.0,26.0,1600.0,30.0,750.0,26.428571428571427,205.42671232876714,28.0,1500.0,31.0,440.0,31.0,700.0,37.0,180.0,23.0,470.06499999999994,31.0,1500.0,26.428571428571427,205.42671232876714,25.0,0.325,24.0,0.25,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,34.0,0.5,26.428571428571427,205.42671232876714,31.0,120.0,26.428571428571427,205.42671232876714,32.0,270.0,26.428571428571427,205.42671232876714
23/24,Round 33,2024-04-21,anta,hata,2,1,7.06,6.59,4-1-4-1,4-1-4-1,Leite,Yeşilyurt,Sarı,Toprak,Vural,Kałuziński,Streek,Safuri,Šarić,Larsson,Buksa,Kardeşler,Çörekçi,Kilama,Maksimović,Ghoulam,Massanga,Rivas,Dele-Bashiru,Beyaz,Fernandes,Strandberg,7.2,6.89,6.93,6.92,6.9,6.88,6.68,7.04,6.85,6.97,7.19,6.98,6.85,6.9,6.92,6.95,6.92,6.92,7.01,6.74,6.75,6.79,26.428571428571427,205.42671232876714,27.0,80.02499999999999,31.0,225.0875,19.0,0.05,36.0,0.15,26.428571428571427,205.42671232876714,31.0,110.0,29.0,150.0,26.428571428571427,205.42671232876714,31.0,150.0,26.428571428571427,205.42671232876714,30.0,0.4,32.0,0.2,25.0,150.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,25.0,140.0,26.0,170.0,26.428571428571427,205.42671232876714,21.0,0.5,23.0,940.0,28.0,200.0
23/24,Round 33,2024-04-21,başa,rize,2,0,7.01,6.61,4-2-3-1,4-4-1-1,Şengezer,Duarte,Ba,Opoku,Şahiner,Souza,Özcan,Türüç,Pelkas,Figueiredo,Piątek,Akkan,Şahin,Alikulov,Topçu,Højer,Babajide,Olawoyin,Sarıkaya,Zeqiri,Varešanović,Minchev,7.11,7.12,7.16,7.06,6.89,6.71,6.78,7.15,7.04,6.88,7.2,7.17,6.87,6.75,7.26,6.79,,7.12,6.81,6.88,6.76,6.72,27.0,190.0,28.0,330.0,29.0,260.0,26.0,260.0,32.0,0.45,26.428571428571427,205.42671232876714,22.0,425.0,31.0,170.0,31.0,200.0,28.0,270.0,26.428571428571427,205.42671232876714,29.0,120.0,24.0,120.0,25.0,150.0,24.0,500.0,30.0,150.0,26.428571428571427,205.42671232876714,27.0,170.0,26.428571428571427,205.42671232876714,24.0,160.0,26.428571428571427,205.42671232876714,23.0,180.0
23/24,Round 33,2024-04-22,siva,fene,2,2,6.71,7.01,5-4-1,4-2-3-1,Vural,Paluli,Poungouras,Appindangoyé,Camara,Çiftçi,Koita,Elmaz,Akdağ,Menig,Manaj,Livaković,Osayi-Samuel,Becão,Djiku,Kadıoğlu,Yüksek,Fred,Kahveci,Szymański,Tadić,Džeko,6.9,6.7,6.66,6.87,6.94,6.8,6.96,6.72,6.69,6.78,7.31,6.89,7.0,6.9,7.01,7.44,7.15,7.34,7.39,7.55,7.42,7.39,36.0,0.15,30.0,0.8,29.0,0.65,26.428571428571427,205.42671232876714,32.0,0.3,32.0,120.0,34.0,0.1,21.0,150.0,26.428571428571427,205.42671232876714,29.0,130.0,27.0,500.0,26.428571428571427,205.42671232876714,26.0,800.0,28.0,800.0,30.0,900.0,26.428571428571427,205.42671232876714,25.0,1400.0,31.0,1500.0,29.0,1000.0,25.0,1900.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 34,2024-04-26,adan,gala,0,3,6.71,7.57,4-2-3-1,4-2-3-1,Mahammadaliev,Atal,Gravillon,Güler,Mohammadi,Michut,Maestro,Barası,Mendoza,Erdoğan,Balotelli,Muslera,Ayhan,Nelsson,Bardakcı,Köhn,Torreira,Demirbay,Ziyech,Mertens,Yılmaz,Icardi,7.0,7.09,6.85,7.09,6.65,6.9,7.03,6.72,6.69,6.63,7.09,7.2,7.07,7.12,7.23,7.09,7.2,7.2,7.26,7.61,6.85,7.51,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.0,350.0,30.0,0.95,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,21.0,200.0,21.0,100.0,26.428571428571427,205.42671232876714,27.666666666666668,0.35000000000000003,26.428571428571427,205.42671232876714,38.0,110.0,30.0,480.0,26.0,1600.0,30.0,750.0,26.428571428571427,205.42671232876714,28.0,1500.0,31.0,440.0,31.0,700.0,37.0,180.0,23.0,470.06499999999994,31.0,1500.0
23/24,Round 34,2024-04-27,hata,başa,1,2,6.86,6.92,4-1-4-1,4-2-3-1,Kardeşler,Çörekçi,Kilama,Maksimović,Sertel,Massanga,Rivas,Beyaz,Dele-Bashiru,Fernandes,Strandberg,Şengezer,Duarte,Ba,Opoku,Şahiner,Souza,Özcan,İlkhan,Pelkas,Davidson,Piątek,6.98,6.85,6.9,6.92,6.74,6.92,6.92,6.74,7.01,6.75,6.79,7.11,7.12,7.16,7.06,6.89,6.71,6.78,6.7,7.04,7.11,7.2,30.0,0.4,32.0,0.2,25.0,150.0,26.428571428571427,205.42671232876714,24.0,110.0,25.0,140.0,26.0,170.0,21.0,0.5,26.428571428571427,205.42671232876714,23.0,940.0,28.0,200.0,27.0,190.0,28.0,330.0,29.0,260.0,26.0,260.0,32.0,0.45,26.428571428571427,205.42671232876714,22.0,425.0,26.428571428571427,205.42671232876714,31.0,200.0,33.0,0.85,26.428571428571427,205.42671232876714
23/24,Round 34,2024-04-27,fene,beşi,2,1,7.15,6.49,4-2-3-1,4-2-3-1,Livaković,Osayi-Samuel,Becão,Djiku,Kadıoğlu,Yüksek,Fred,Kahveci,Szymański,Tadić,Batshuayi,Günok,Uysal,Worrall,Colley,Masuaku,Musrati,Fernandes,Rashica,Muçi,Kilicsoy,Muleka,6.89,7.0,6.9,7.01,7.44,7.15,7.34,7.39,7.55,7.42,6.88,6.89,6.96,7.08,7.14,6.82,6.8,6.75,7.03,7.13,,6.9,26.428571428571427,205.42671232876714,26.0,800.0,28.0,800.0,30.0,900.0,26.428571428571427,205.42671232876714,25.0,1400.0,31.0,1500.0,29.0,1000.0,25.0,1900.0,26.428571428571427,205.42671232876714,31.0,800.0,26.428571428571427,205.42671232876714,33.0,0.65,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,31.0,400.0,26.428571428571427,205.42671232876714,23.0,940.0,28.0,800.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 34,2024-04-27,siva,kony,1,0,6.81,6.86,5-4-1,4-2-3-1,Nikolić,Paluli,Poungouras,Appindangoyé,Camara,Erdal,Turgunboev,Charisis,Akdağ,N'Jie,Manaj,Słowik,Oğuz,Demirbağ,Damjanović,Sityá,Dikmen,N'Zonzi,Ndao,Cicâldău,Prip,Cikalleshi,7.5,6.7,6.66,6.87,6.94,6.78,6.75,6.91,6.69,6.64,7.31,6.99,6.96,6.5,6.99,7.35,6.76,7.03,6.88,6.88,6.73,6.94,26.428571428571427,205.42671232876714,30.0,0.8,29.0,0.65,26.428571428571427,205.42671232876714,32.0,0.3,36.0,0.05,30.0,100.0,29.0,100.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,27.0,500.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,21.5,90.05,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,31.0,150.0,26.428571428571427,205.42671232876714,27.0,130.0,26.428571428571427,205.42671232876714,27.0,130.0,26.428571428571427,205.42671232876714
