Season,Week,Match Date,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Player 1,Home Player 2,Home Player 3,Home Player 4,Home Player 5,Home Player 6,Home Player 7,Home Player 8,Home Player 9,Home Player 10,Home Player 11,Away Player 1,Away Player 2,Away Player 3,Away Player 4,Away Player 5,Away Player 6,Away Player 7,Away Player 8,Away Player 9,Away Player 10,Away Player 11,Home Player 1 Rating,Home Player 2 Rating,Home Player 3 Rating,Home Player 4 Rating,Home Player 5 Rating,Home Player 6 Rating,Home Player 7 Rating,Home Player 8 Rating,Home Player 9 Rating,Home Player 10 Rating,Home Player 11 Rating,Away Player 1 Rating,Away Player 2 Rating,Away Player 3 Rating,Away Player 4 Rating,Away Player 5 Rating,Away Player 6 Rating,Away Player 7 Rating,Away Player 8 Rating,Away Player 9 Rating,Away Player 10 Rating,Away Player 11 Rating,Home Player 1 Age,Home Player 1 Market Value (M€),Home Player 2 Age,Home Player 2 Market Value (M€),Home Player 3 Age,Home Player 3 Market Value (M€),Home Player 4 Age,Home Player 4 Market Value (M€),Home Player 5 Age,Home Player 5 Market Value (M€),Home Player 6 Age,Home Player 6 Market Value (M€),Home Player 7 Age,Home Player 7 Market Value (M€),Home Player 8 Age,Home Player 8 Market Value (M€),Home Player 9 Age,Home Player 9 Market Value (M€),Home Player 10 Age,Home Player 10 Market Value (M€),Home Player 11 Age,Home Player 11 Market Value (M€),Away Player 1 Age,Away Player 1 Market Value (M€),Away Player 2 Age,Away Player 2 Market Value (M€),Away Player 3 Age,Away Player 3 Market Value (M€),Away Player 4 Age,Away Player 4 Market Value (M€),Away Player 5 Age,Away Player 5 Market Value (M€),Away Player 6 Age,Away Player 6 Market Value (M€),Away Player 7 Age,Away Player 7 Market Value (M€),Away Player 8 Age,Away Player 8 Market Value (M€),Away Player 9 Age,Away Player 9 Market Value (M€),Away Player 10 Age,Away Player 10 Market Value (M€),Away Player 11 Age,Away Player 11 Market Value (M€)
23/24,Round 8,2023-10-08,hata,kony,3,1,6.94,6.63,4-2-3-1,4-2-3-1,Kardeşler,Çörekçi,Kilama,Bekaroğlu,Ghoulam,Massanga,Aburjania,Rivas,Dele-Bashiru,Zé,Dadaşov,Bernardoni,Oğuz,Demirbağ,Calvo,Sityá,Dikmen,N'Zonzi,Prip,Cicâldău,Moreno,Cikalleshi,6.98,6.85,6.9,6.71,6.95,6.92,6.66,6.92,7.01,7.05,6.79,6.78,6.96,6.5,6.99,7.35,6.76,7.03,6.73,6.88,6.84,6.94,30.0,0.4,32.0,0.2,25.0,150.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,25.0,140.0,26.428571428571427,205.42671232876714,26.0,170.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,21.5,90.05,32.0,150.0,26.428571428571427,205.42671232876714,31.0,150.0,26.428571428571427,205.42671232876714,27.0,130.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 8,2023-10-08,kası,fene,0,2,6.62,7.21,4-1-4-1,4-2-3-1,Gianniotis,Winck,Omeruo,Çiftpınar,Özcan,Gül,Hajradinović,Bastien,Kara,Ouanes,Ngoy,Livaković,Kadıoğlu,Becão,Djiku,Oosterwolde,Yüksek,Fred,Kahveci,Szymański,Tadić,Džeko,6.95,6.82,6.93,6.75,6.78,6.97,7.39,6.62,6.75,7.01,6.66,6.89,7.44,6.9,7.01,6.85,7.15,7.34,7.39,7.55,7.42,7.39,31.0,0.5,30.0,0.7,31.0,160.0,31.0,0.2,22.0,425.0,26.0,200.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,28.0,150.0,30.0,160.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,28.0,800.0,30.0,900.0,23.0,1500.0,25.0,1400.0,31.0,1500.0,29.0,1000.0,25.0,1900.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 9,2023-10-21,kays,rize,3,1,7.04,6.65,4-4-2,4-2-3-1,Bayazit,Sazdağı,Hosseini,Attamah,Carole,Morte,Yılmaz,Karimi,Cardoso,Thiam,Kemen,Akkan,Şahin,Mocsi,Topçu,Pehlivan,Olawoyin,Shelvey,Sauer,Varešanović,Keser,Gaich,7.22,6.79,7.12,6.75,6.78,6.8,6.85,6.98,7.08,7.26,6.94,7.17,6.87,6.88,7.26,6.65,7.12,7.15,6.89,6.76,6.87,6.86,26.428571428571427,205.42671232876714,30.0,0.9,28.0,160.0,30.0,0.5,33.0,0.55,31.0,160.0,23.0,470.06499999999994,30.0,0.6,30.0,210.0,32.0,270.0,28.0,250.0,29.0,120.0,24.0,120.0,24.0,180.0,24.0,500.0,26.428571428571427,205.42671232876714,27.0,170.0,32.0,200.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,28.0,100.0,25.0,160.0
23/24,Round 9,2023-10-21,gala,beşi,2,1,7.0,6.66,4-2-3-1,4-3-3,Muslera,Boey,Sánchez,Bardakcı,Angeliño,Ayhan,Torreira,Tetê,Aktürkoğlu,Zaha,Icardi,Günok,Rosier,Amartey,Colley,Zaynutdinov,Bingöl,Hadžiahmetović,Fernandes,Ghezzal,Aboubakar,Rashica,7.2,7.11,7.05,7.23,7.06,7.07,7.2,6.8,7.33,7.18,7.51,6.89,7.15,6.79,7.14,6.82,6.61,7.06,6.75,6.92,6.78,7.03,38.0,110.0,26.428571428571427,205.42671232876714,28.0,1800.0,30.0,750.0,26.428571428571427,205.42671232876714,30.0,480.0,28.0,1500.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,31.0,1500.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.0,400.0,31.0,0.6,26.428571428571427,205.42671232876714,23.0,940.0,32.0,150.0,32.0,280.0,28.0,800.0
23/24,Round 9,2023-10-21,kony,pend,1,2,6.8,6.89,4-2-3-1,4-2-3-1,Bernardoni,Oğuz,Demirbağ,Calvo,Sityá,Dikmen,N'Zonzi,Prip,Cicâldău,Moreno,Cikalleshi,Canpolat,Özgenç,Sülüngöz,Welinton,Sequeira,Akdağ,Vuković,Akbunar,Romero,Çekiçi,Hassan,6.78,6.96,6.5,6.99,7.35,6.76,7.03,6.73,6.88,6.84,6.94,6.95,6.9,6.67,6.88,6.89,6.69,6.58,6.98,6.93,6.82,6.93,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,21.5,90.05,32.0,150.0,26.428571428571427,205.42671232876714,31.0,150.0,26.428571428571427,205.42671232876714,27.0,130.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,31.0,120.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 9,2023-10-21,gazi,anta,1,0,7.07,6.78,5-4-1,3-4-2-1,Niță,Eskihellaç,Kızıldağ,N'Koulou,Djilobodji,Morais,Marković,Soyalp,Jevtović,Maxim,Drăguş,Leite,Sarı,Öztürk,Toprak,Balcı,Šarić,Rakip,Yeşilyurt,Streek,Larsson,Buksa,7.07,6.93,6.9,6.82,6.94,6.93,6.82,6.77,6.79,7.16,7.22,7.2,6.93,0.0,6.92,7.0,6.85,6.78,6.89,6.68,6.97,7.19,26.428571428571427,205.42671232876714,27.0,140.0,26.0,0.75,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,29.0,0.7,26.428571428571427,205.42671232876714,34.0,0.75,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,31.0,225.0875,24.0,0.25,19.0,0.05,24.0,250.0,26.428571428571427,205.42671232876714,28.0,0.85,27.0,80.02499999999999,31.0,110.0,31.0,150.0,26.428571428571427,205.42671232876714
23/24,Round 9,2023-10-22,sams,başa,0,0,6.8,6.94,4-2-3-1,3-5-1-1,Kocuk,Tirpan,Šatka,Drongelen,Gönül,Bennasser,Tait,Holse,Kara,Kılınç,Mouandilmadji,Babacan,Duarte,Ba,Opoku,Dubois,Türüç,Özcan,Aleksić,Figueiredo,Pelkas,Keny,6.8,6.96,6.79,6.89,6.77,6.8,6.86,6.9,6.75,7.12,6.88,6.98,7.12,7.16,7.06,6.9,7.15,6.78,6.78,6.88,7.04,6.65,29.0,150.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,25.0,170.0,27.0,0.5,28.0,0.7,31.0,100.0,25.0,320.0,28.0,150.0,30.0,170.0,26.0,200.0,36.0,0.075,28.0,330.0,29.0,260.0,26.0,260.0,30.0,300.0,31.0,170.0,22.0,425.0,26.428571428571427,205.42671232876714,28.0,270.0,31.0,200.0,25.0,150.0
23/24,Round 9,2023-10-22,fene,hata,4,2,6.97,6.46,4-2-3-1,3-4-2-1,Livaković,Osayi-Samuel,Becão,Djiku,Kadıoğlu,Yüksek,Fred,Kahveci,Szymański,Tadić,Džeko,Kardeşler,Yılmaz,Kilama,Bekaroğlu,Rivas,Massanga,Aburjania,Ghoulam,Dele-Bashiru,Fernandes,Dadaşov,6.89,7.0,6.9,7.01,7.44,7.15,7.34,7.39,7.55,7.42,7.39,6.98,6.85,6.9,6.71,6.92,6.92,6.66,6.95,7.01,6.75,6.79,26.428571428571427,205.42671232876714,26.0,800.0,28.0,800.0,30.0,900.0,26.428571428571427,205.42671232876714,25.0,1400.0,31.0,1500.0,29.0,1000.0,25.0,1900.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,30.0,0.4,23.0,470.06499999999994,25.0,150.0,26.428571428571427,205.42671232876714,26.0,170.0,25.0,140.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,23.0,940.0,26.428571428571427,205.42671232876714
23/24,Round 9,2023-10-22,i̇st,anka,2,1,6.83,6.78,4-2-3-1,4-2-3-1,Jensen,Duhaney,Erdoğan,Coly,Yaşar,Vorobjovas,Sarıkaya,Ndao,Loshaj,Jackson,Traore,Güngördü,Bilazer,Radaković,Çetin,Hanousek,Ciğerci,Bekiroğlu,Cephas,Moruțan,Rodrigues,Bajić,6.91,6.54,6.63,6.59,6.68,6.68,6.81,6.88,6.98,6.77,6.56,7.04,6.89,6.89,6.7,6.74,7.15,7.04,6.83,6.9,6.76,6.66,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,27.666666666666668,0.35000000000000003,26.428571428571427,205.42671232876714,20.666666666666668,0.27499999999999997,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,27.0,130.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,19.5,0.3,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,32.0,80.45,26.428571428571427,205.42671232876714
23/24,Round 9,2023-10-22,siva,kası,0,1,7.02,7.18,4-1-4-1,4-1-4-1,Vural,Kapacak,Appindangoyé,Osmanpaşa,Çiftçi,Konak,Başsan,Sáiz,Kvet,Barrow,Rodrigues,Gianniotis,Winck,Omeruo,Çiftpınar,Aksu,Gül,Gomis,Hajradinović,Kara,Fall,Ngoy,6.9,6.68,6.87,6.98,6.8,6.83,6.9,7.25,6.65,6.99,6.76,6.95,6.82,6.93,6.75,6.53,6.97,6.76,7.39,6.75,6.94,6.66,36.0,0.15,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,32.0,120.0,26.428571428571427,205.42671232876714,32.0,0.6,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,32.0,80.45,31.0,0.5,30.0,0.7,31.0,160.0,31.0,0.2,26.428571428571427,205.42671232876714,26.0,200.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,28.0,150.0,32.0,100.0,26.428571428571427,205.42671232876714
23/24,Round 9,2023-10-23,trab,alan,1,0,6.99,6.86,4-2-3-1,4-2-3-1,Çakır,Aydın,Baniya,Denswil,Elmalı,Mendy,Özdemir,Višća,Ömür,Bardhi,Onuachu,Taşkıran,Augusto,Aksoy,Aliti,Balkovec,Novais,Cândido,Karaca,Janvier,Aydın,Eduardo,7.04,6.56,6.73,7.02,6.87,6.85,6.78,7.28,6.97,7.06,7.52,7.01,6.92,6.77,6.87,6.94,6.9,7.16,7.02,7.04,6.56,6.8,28.0,850.0,22.0,330.0,26.428571428571427,205.42671232876714,31.0,260.0,24.0,400.0,26.428571428571427,205.42671232876714,24.5,405.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,29.0,600.0,26.428571428571427,205.42671232876714,35.0,0.075,24.0,140.0,27.0,180.0,31.0,100.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,35.0,0.35,26.0,0.55,22.0,330.0,26.428571428571427,205.42671232876714
23/24,Round 9,2023-10-23,fati,adan,2,0,7.13,6.78,4-1-4-1,4-2-3-1,Bilgin,Biraschi,Drešević,Ceccherini,Mercan,Feghouli,Sangaré,Rohdén,Eysseric,Keleş,Yalçın,Özbir,Svensson,Gravillon,Güler,Rodrigues,Akbaba,Stambouli,Sarı,Belhanda,Nani,Niang,6.97,6.8,6.99,6.68,6.9,6.82,6.83,6.91,7.46,6.82,6.91,7.19,7.1,6.85,7.09,6.76,7.19,6.81,6.93,7.03,6.83,7.08,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,24.0,260.0,26.428571428571427,205.42671232876714,30.0,0.45,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,23.0,220.0,30.0,0.5,26.428571428571427,205.42671232876714,31.0,180.0,26.0,350.0,30.0,0.95,32.0,80.45,32.0,120.0,26.428571428571427,205.42671232876714,31.0,225.0875,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 10,2023-10-27,kası,i̇st,3,1,7.31,6.84,4-1-4-1,4-2-3-1,Gianniotis,Winck,Omeruo,Çiftpınar,Aksu,Gül,Gomis,Hajradinović,Kara,Fall,Ngoy,Jensen,Duhaney,Erdoğan,Yeşil,Coly,Sarıkaya,Loshaj,Ndao,Rroca,Jackson,Traore,6.95,6.82,6.93,6.75,6.53,6.97,6.76,7.39,6.75,6.94,6.66,6.91,6.54,6.63,6.8,6.59,6.81,6.98,6.88,6.8,6.77,6.56,31.0,0.5,30.0,0.7,31.0,160.0,31.0,0.2,26.428571428571427,205.42671232876714,26.0,200.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,28.0,150.0,32.0,100.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,27.666666666666668,0.35000000000000003,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,27.0,130.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 10,2023-10-27,hata,kays,1,2,6.84,6.98,4-2-3-1,4-2-3-1,Kardeşler,Rivas,Kilama,Bekaroğlu,Ghoulam,Massanga,Aburjania,Strandberg,Dele-Bashiru,Zé,Dadaşov,Bayazit,Sazdağı,Hosseini,Attamah,Carole,Karimi,Yılmaz,Morte,Cardoso,Mané,Thiam,6.98,6.92,6.9,6.71,6.95,6.92,6.66,6.79,7.01,7.05,6.79,7.22,6.79,7.12,6.75,6.78,6.98,6.85,6.8,7.08,6.8,7.26,30.0,0.4,26.0,170.0,25.0,150.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,25.0,140.0,26.428571428571427,205.42671232876714,28.0,200.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,30.0,0.9,28.0,160.0,30.0,0.5,33.0,0.55,30.0,0.6,23.0,470.06499999999994,31.0,160.0,30.0,210.0,30.0,100.0,32.0,270.0
23/24,Round 10,2023-10-28,alan,siva,1,2,6.58,7.07,4-4-2,4-1-4-1,Taşkıran,Hadergjonaj,Aksoy,Aliti,Özdemir,Karaca,Cândido,Novais,Aydın,Eduardo,Córdova,Vural,Kapacak,Appindangoyé,Osmanpaşa,Çiftçi,Konak,N'Jie,Charisis,Sáiz,Rodrigues,Koita,7.01,6.93,6.77,6.87,6.78,7.02,7.16,6.9,6.56,6.8,6.79,6.9,6.68,6.87,6.98,6.8,6.83,6.64,6.91,7.25,6.76,6.96,35.0,0.075,30.0,170.0,27.0,180.0,31.0,100.0,24.5,405.0,35.0,0.35,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,22.0,330.0,26.428571428571427,205.42671232876714,27.0,150.0,36.0,0.15,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,32.0,120.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,29.0,100.0,26.428571428571427,205.42671232876714,32.0,80.45,34.0,0.1
23/24,Round 10,2023-10-28,adan,kony,3,0,7.18,6.66,4-2-3-1,4-2-3-1,Özbir,Svensson,Güler,Gravillon,Rodrigues,Ndiaye,Akbaba,Erdoğan,Belhanda,Zeneli,Niang,Bernardoni,Yazğılı,Demirbağ,Calvo,Sityá,Dikmen,N'Zonzi,Prip,Cicâldău,Moreno,Cikalleshi,7.19,7.1,7.09,6.85,6.76,7.05,7.19,6.63,7.03,6.65,7.08,6.78,6.95,6.5,6.99,7.35,6.76,7.03,6.73,6.88,6.84,6.94,26.428571428571427,205.42671232876714,31.0,180.0,30.0,0.95,26.0,350.0,32.0,80.45,34.0,0.5,32.0,120.0,27.666666666666668,0.35000000000000003,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,21.5,90.05,32.0,150.0,26.428571428571427,205.42671232876714,31.0,150.0,26.428571428571427,205.42671232876714,27.0,130.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 10,2023-10-28,rize,gala,0,1,6.78,7.18,4-2-3-1,4-2-3-1,Akkan,Korkmaz,Mocsi,Topçu,Pehlivan,Pala,Shelvey,Sauer,Olawoyin,Zeqiri,Minchev,Muslera,Boey,Sánchez,Bardakcı,Angeliño,Torreira,Demirbay,Zaha,Mertens,Aktürkoğlu,Icardi,7.17,6.79,6.88,7.26,6.65,6.62,7.15,6.89,7.12,6.88,6.72,7.2,7.11,7.05,7.23,7.06,7.2,7.2,7.18,7.61,7.33,7.51,29.0,120.0,21.5,0.175,24.0,180.0,24.0,500.0,26.428571428571427,205.42671232876714,24.0,0.9,32.0,200.0,26.428571428571427,205.42671232876714,27.0,170.0,24.0,160.0,23.0,180.0,38.0,110.0,26.428571428571427,205.42671232876714,28.0,1800.0,30.0,750.0,26.428571428571427,205.42671232876714,28.0,1500.0,31.0,440.0,26.428571428571427,205.42671232876714,37.0,180.0,26.428571428571427,205.42671232876714,31.0,1500.0
23/24,Round 10,2023-10-29,anka,sams,2,0,7.17,6.53,4-2-3-1,4-2-3-1,Güngördü,Bilazer,Radaković,Mujakić,Hanousek,Ciğerci,Bekiroğlu,Rodrigues,Pedrinho,Chatzigiovanis,Sowe,Kocuk,Yavru,Šatka,Drongelen,Gönül,Bennasser,Tait,Holse,Kara,Kılınç,Mouandilmadji,7.04,6.89,6.89,6.77,6.74,7.15,7.04,6.76,7.01,6.87,6.84,6.8,7.02,6.79,6.89,6.77,6.8,6.86,6.9,6.75,7.12,6.88,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,32.0,80.45,27.0,120.0,27.0,180.0,30.0,170.0,29.0,150.0,33.0,0.35,26.428571428571427,205.42671232876714,25.0,170.0,27.0,0.5,28.0,0.7,31.0,100.0,25.0,320.0,28.0,150.0,30.0,170.0,26.0,200.0
23/24,Round 10,2023-10-29,pend,fene,0,5,6.51,7.36,4-4-2,4-2-3-1,Canpolat,Özgenç,Sülüngöz,Welinton,Sequeira,Akbunar,Vuković,Akdağ,Çekiçi,Kaya,Yardımcı,Livaković,Osayi-Samuel,Akaydın,Becão,Kadıoğlu,Yüksek,Fred,Kahveci,Szymański,Tadić,Džeko,6.95,6.9,6.67,6.88,6.89,6.98,6.58,6.69,6.82,6.5,6.7,6.89,7.0,6.78,6.9,7.44,7.15,7.34,7.39,7.55,7.42,7.39,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,31.0,120.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.0,800.0,26.428571428571427,205.42671232876714,28.0,800.0,26.428571428571427,205.42671232876714,25.0,1400.0,31.0,1500.0,29.0,1000.0,25.0,1900.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 10,2023-10-29,anta,başa,1,0,6.96,6.71,4-2-3-1,4-1-4-1,Leite,Balcı,Sarı,Toprak,Vural,Rakip,Šarić,Jehezkel,Safuri,Bytyqi,Buksa,Babacan,Duarte,Ba,Opoku,Lima,Aleksić,Türüç,Tekdemir,Pelkas,Dennis,Figueiredo,7.2,7.0,6.93,6.92,6.9,6.78,6.85,7.09,7.04,6.82,7.19,6.98,7.12,7.16,7.06,6.79,6.78,7.15,6.51,7.04,6.63,6.88,26.428571428571427,205.42671232876714,24.0,250.0,31.0,225.0875,19.0,0.05,36.0,0.15,28.0,0.85,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,29.0,150.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,36.0,0.075,28.0,330.0,29.0,260.0,26.0,260.0,28.0,50.45,26.428571428571427,205.42671232876714,31.0,170.0,26.428571428571427,205.42671232876714,31.0,200.0,26.428571428571427,205.42671232876714,28.0,270.0
23/24,Round 10,2023-10-29,fati,trab,0,0,6.94,7.04,4-1-4-1,4-2-3-1,Bilgin,Biraschi,Drešević,Ceccherini,Mercan,Feghouli,Sangaré,Rohdén,Eysseric,Keleş,Yalçın,Çakır,Aydın,Baniya,Denswil,Elmalı,Mendy,Özdemir,Višća,Ömür,Fountas,Onuachu,6.97,6.8,6.99,6.68,6.9,6.82,6.83,6.91,7.46,6.82,6.91,7.04,6.56,6.73,7.02,6.87,6.85,6.78,7.28,6.97,6.8,7.52,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,24.0,260.0,26.428571428571427,205.42671232876714,30.0,0.45,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,23.0,220.0,30.0,0.5,28.0,850.0,22.0,330.0,26.428571428571427,205.42671232876714,31.0,260.0,24.0,400.0,26.428571428571427,205.42671232876714,24.5,405.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 10,2023-10-30,beşi,gazi,2,0,7.19,6.72,4-2-3-1,5-3-2,Destanoğlu,Bulut,Bailly,Uysal,Zaynutdinov,Uçan,Fernandes,Ghezzal,Oxlade-Chamberlain,Rashica,Tosun,Niță,Eskihellaç,Kızıldağ,N'Koulou,Djilobodji,Morais,Gradel,Soyalp,Maxim,Drăguş,Riascos,7.0,6.76,6.78,6.96,6.82,7.11,6.75,6.92,6.97,7.03,6.86,7.07,6.93,6.9,6.82,6.94,6.93,6.73,6.77,7.16,7.22,6.62,23.0,200.0,26.0,85.025,26.428571428571427,205.42671232876714,33.0,0.65,26.0,400.0,30.0,360.0,23.0,940.0,32.0,150.0,31.0,300.0,28.0,800.0,33.0,170.0,26.428571428571427,205.42671232876714,27.0,140.0,26.0,0.75,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,29.0,0.7,34.0,0.75,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
23/24,Round 11,2023-11-03,gala,kası,2,1,7.0,6.67,4-1-3-2,4-1-4-1,Muslera,Boey,Nelsson,Sánchez,Bardakcı,Ayhan,Ziyech,Torreira,Zaha,Icardi,Aktürkoğlu,Gianniotis,Winck,Omeruo,Çiftpınar,Ouanes,Gül,Gomis,Hajradinović,Kara,Fall,Ngoy,7.2,7.11,7.12,7.05,7.23,7.07,7.26,7.2,7.18,7.51,7.33,6.95,6.82,6.93,6.75,7.01,6.97,6.76,7.39,6.75,6.94,6.66,38.0,110.0,26.428571428571427,205.42671232876714,26.0,1600.0,28.0,1800.0,30.0,750.0,30.0,480.0,31.0,700.0,28.0,1500.0,26.428571428571427,205.42671232876714,31.0,1500.0,26.428571428571427,205.42671232876714,31.0,0.5,30.0,0.7,31.0,160.0,31.0,0.2,30.0,160.0,26.0,200.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,28.0,150.0,32.0,100.0,26.428571428571427,205.42671232876714
23/24,Round 11,2023-11-04,fene,trab,2,3,6.77,6.84,4-2-3-1,4-2-3-1,Livaković,Osayi-Samuel,Akaydın,Oosterwolde,Kadıoğlu,Yüksek,Zajc,Kahveci,Szymański,Tadić,Džeko,Çakır,Aydın,Baniya,Denswil,Elmalı,Özdemir,Mendy,Pépé,Ömür,Višća,Onuachu,6.89,7.0,6.78,6.85,7.44,7.15,6.75,7.39,7.55,7.42,7.39,7.04,6.56,6.73,7.02,6.87,6.78,6.85,6.99,6.97,7.28,7.52,26.428571428571427,205.42671232876714,26.0,800.0,26.428571428571427,205.42671232876714,23.0,1500.0,26.428571428571427,205.42671232876714,25.0,1400.0,26.428571428571427,205.42671232876714,29.0,1000.0,25.0,1900.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,28.0,850.0,22.0,330.0,26.428571428571427,205.42671232876714,31.0,260.0,24.0,400.0,24.5,405.0,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714,26.428571428571427,205.42671232876714
