Match_Number,Home Team,Away Team,Home Goals,Away Goals,Home Performance,Away Performance,Home Formation,Away Formation,Home Player 1,Home Player 2,Home Player 3,Home Player 4,Home Player 5,Home Player 6,Home Player 7,Home Player 8,Home Player 9,Home Player 10,Home Player 11,Away Player 1,Away Player 2,Away Player 3,Away Player 4,Away Player 5,Away Player 6,Away Player 7,Away Player 8,Away Player 9,Away Player 10,Away Player 11,Home_Defenders,Home_Midfielders,Home_Forwards,Away_Defenders,Away_Midfielders,Away_Forwards,Home_Players_Total_Score,Away_Players_Total_Score,Player_Score_Diff,Performance_Diff,Match_Result,Goal_Difference
86,11,2,0.3242886129951843,-0.18251299679431718,-0.5063246065461202,-0.3152592837884003,4-2-3-1,4-2-3-1,0.5688930410523455,0.5066360400559612,-1.2819513710007058,0.29852329454484683,-1.8980191161481612,0.3034424547458737,0.32411178702559207,0.11447918851929152,0.36427928496648193,0.3363698438659129,0.0949953986487144,0.6147513915158752,0.6556443168197544,0.4625768184680847,-1.5466731514306113,0.4695344538969808,0.5278272844014613,0.4114675566818075,0.31493584802083713,0.32947031809472144,-0.40204850300675793,0.16384844395900292,-0.07523769751152323,0.42127587027323615,-0.42084112732916296,-0.042260731467918033,0.3636381503672518,-0.37786012390930124,-0.14973497684255208,0.3444747487886198,-0.34801119215912696,-0.08700390601012746,1,0.35410865764951177
87,19,12,-1.22169106405104,-0.18251299679431718,0.37906720786345,1.4020712021017088,4-1-4-1,4-1-4-1,-1.8446398523576244,0.5599590687261421,0.4306604287022053,0.42054974924296185,0.12064324307998879,0.3722538848374414,-2.193437212544743,0.5191433854917118,0.1930785882761467,0.4491399793010277,-0.5563149054299452,-1.5259319527066395,-1.352280965687821,0.2958935575134696,-1.4423121931373575,0.37819124751566996,0.4245983055279814,0.28046835141381943,0.6122863353316815,0.07776118086286357,-0.1880258237388967,0.16384844395900292,-0.07523769751152323,0.42127587027323615,-0.42084112732916296,-0.042260731467918033,0.3636381503672518,-0.37786012390930124,-0.23919905142690612,-0.5890561715382604,0.2575445936749345,-0.6057035973469074,-1,-0.7642845194268628
88,20,1,-0.44870122552792796,-1.0364935620418012,0.23926850032509941,0.02820681338962226,4-2-3-1,4-2-3-1,1.1694203743871392,0.5254193766905537,0.3852448025263321,0.39918505062180515,0.7372957017739933,0.38142874218298295,0.5431564492189744,0.5349587094105747,0.3590913850667758,0.9595746963535221,0.6281219558292505,-1.7949068138705386,0.42232024112529487,0.40383980681792303,0.042681191236809066,0.556527983783945,0.4243904721044859,0.4676100732252311,-2.649381954785628,-2.0578237269975257,0.24908431032703943,0.23729285389437882,-0.07523769751152323,0.42127587027323615,-0.42084112732916296,-0.042260731467918033,0.3636381503672518,-0.37786012390930124,1.351732605358626,-0.582290802953627,1.3370869949432458,0.1105959764038841,1,0.35410865764951177
89,6,0,0.3242886129951843,-1.0364935620418012,0.8916624688374145,-0.3152592837884003,4-1-4-1,4-2-3-1,0.5928564697449104,0.6056645218720141,0.4695881082815225,0.3266832456290274,0.5695248447539728,0.3676664561646702,-2.178195177749275,0.33990304774460534,0.6132984801524265,0.22122134179677802,-2.5802655863356923,0.6746883476664516,0.5518321665987468,0.597998678767854,-1.1404378965380337,-0.11889554698906657,0.14014112928201578,0.3038610666402464,0.23428988473433987,0.3941997249211989,0.37945083789618633,0.3841816737651306,-0.07523769751152323,0.42127587027323615,-0.42084112732916296,-0.042260731467918033,0.3636381503672518,-0.37786012390930124,0.07347126433588672,0.4209394833254836,-0.2504699401791938,0.6539956530424148,1,0.913305246187699
90,13,11,1.0972784515182965,-0.18251299679431718,1.7304547140675344,-0.05765971090488529,4-1-4-1,4-2-3-1,-1.5188557749185967,-1.3071750936318827,0.25827626398737646,-1.3693220954776508,0.41759826369999226,0.40459632115891564,0.29996402092765573,0.592948230446399,0.06051594260214334,-0.16990761506082838,0.15052941502168665,0.5628060295187088,0.5181736825027303,-1.1393786206368481,0.3648349596843698,0.4042893064817601,0.387153219677574,0.3833962984100953,0.13036335701121168,0.2796784666897352,0.34695185693043706,0.1113881511480205,-0.07523769751152323,0.42127587027323615,-0.42084112732916296,-0.042260731467918033,0.3636381503672518,-0.37786012390930124,-0.6349946601708841,0.37558567235398904,-0.700975271943702,0.9503954766634322,1,0.913305246187699
91,10,13,-0.44870122552792796,0.6714675684531668,-0.45972503736667,0.5434059591566561,4-2-3-1,4-2-3-1,-1.4944901086875877,0.5633340234558287,0.29262198434342196,0.33606989599041964,0.594004182028695,0.17313989307758612,0.2516684887317822,0.24000414125482808,0.37984298466560307,0.4798954707833301,0.22272363630655326,0.6866757388965673,-1.3203777097409466,0.44401662794781555,-1.3369119678878354,-1.8769192603876317,-1.6537787804231074,0.5481715436240056,-0.015016052895947882,0.3090833159961845,-0.15552684277314743,0.3890689966616899,-0.07523769751152323,0.42127587027323615,-0.42084112732916296,-0.042260731467918033,0.3636381503672518,-0.37786012390930124,0.40489732954081564,-0.8805140031123087,0.9046569089501331,-0.5563036267434055,-1,-0.7642845194268628
92,1,18,-0.44870122552792796,0.6714675684531668,-1.6713138360323998,0.9298053184819305,4-4-2,4-1-4-1,-1.7877032573216312,0.4909670559748689,0.37411617143008835,0.05519563797835462,0.7256998403027117,-2.1887690009153986,0.49314614971114223,0.33463127310498747,0.1615962260687046,0.35174758960706365,0.0808215896668271,-1.8518703852161433,0.5731619362295391,0.45653097885852284,0.42354583436453946,0.07066388118414696,0.3954281646613311,0.224325834870395,-0.09800012147487158,0.5037417980121626,-0.40204850300675793,-2.762120405041856,-0.07523769751152323,-1.0993294138558745,1.2234762670806598,-0.042260731467918033,0.3636381503672518,-0.37786012390930124,-0.1869976871798414,-0.3354292929936031,0.11203713083614335,-1.4208031123047045,-1,-0.7642845194268628
93,0,14,1.0972784515182965,-1.0364935620418012,1.1246603147346697,-0.8304584295554341,4-2-3-1,4-2-3-1,0.6807223749509779,0.5392752346258316,-1.0891323727889841,0.5325586565268049,-0.06239940633811159,-2.080799043118706,0.03578164373440247,-2.464346124923907,0.39021878446501895,0.27485886090130446,0.38377228378817196,0.5108606675215438,0.679210711274101,-0.05174087750066473,0.1803775408481411,0.73486472005222,0.09524512201610831,0.40678901363652314,0.05071590505295149,0.3195119478137222,0.3848673347238131,0.31073726382975475,-0.07523769751152323,0.42127587027323615,-0.42084112732916296,-0.042260731467918033,0.3636381503672518,-0.37786012390930124,-0.5196599191279193,0.6980857358221548,-0.852626213951052,1.0738954031721888,1,1.4725018347258862
94,17,8,-1.22169106405104,-0.18251299679431718,-0.7393224524433752,1.4020712021017088,4-2-3-1,4-2-3-1,0.4023424019028059,-1.5545025751632553,0.3124806787628331,0.7095971018180056,0.4679999546510504,-1.9861196632956968,0.2615701931777279,0.329359498465365,0.36887626657770123,0.1408683470629499,-0.07955110084913868,0.014074250578991952,0.7420544298190275,1.1527985125433735,0.8471131772480588,0.6087241017161237,1.35163291298702,0.6810649911804417,0.5007799025901187,0.14807583648214662,0.6502756792774389,1.4706785321862839,-0.07523769751152323,0.42127587027323615,-0.42084112732916296,-0.042260731467918033,0.3636381503672518,-0.37786012390930124,-0.09334114380282724,1.6734000659133572,-1.2584161915963585,-1.1985032445889399,-1,-0.7642845194268628
95,2,17,0.3242886129951843,-1.0364935620418012,1.0780607455552194,-1.3885908374697198,4-2-3-1,4-2-3-1,0.6208138032195678,0.6399436117314156,0.4371483752987549,0.35484319671320796,0.5058012228643421,0.519051602366124,0.4351915110760962,-0.46288978118626417,0.1323739118218972,0.3495405975683662,0.011061823991096903,0.33683461380408086,-1.4821018142768267,0.43234762042026104,0.28618227370855365,-1.63455085937979,-1.620420564929743,-0.16758732808233753,0.510676647979468,0.07776118086286357,0.30300292610425467,0.24280240159823382,-0.07523769751152323,0.42127587027323615,-0.42084112732916296,-0.042260731467918033,0.3636381503672518,-0.37786012390930124,0.8036143147316943,-0.5533809517638455,0.9428502824591567,1.3702952267932063,1,0.913305246187699
96,16,7,-1.22169106405104,3.2334092641956187,-1.9975108202885594,2.1748699207522613,4-4-2,4-2-3-1,0.5848686601807204,0.643752399493572,0.3657809627366723,0.389260914704983,0.5688033365531622,0.03874229582825255,0.2130320629750854,0.22392400567294932,0.2812728865711683,0.19797013219554438,0.17274302157087815,0.5548144353652967,1.2145835603959865,0.4293247006154785,0.825734360896158,0.7740118085013553,1.261044903472955,1.319612175383496,1.3747525563263718,1.687459790385652,0.69902415072606,0.5468085814791732,-0.07523769751152323,-1.0993294138558745,1.2234762670806598,-0.042260731467918033,0.3636381503672518,-0.37786012390930124,0.8070182775667823,2.0717463675416337,-0.9291510186679769,-2.3100025831677566,-1,-3.0010708735796117
97,3,4,-0.44870122552792796,-1.0364935620418012,0.09946979278674471,-0.615792118819171,4-2-3-1,4-1-4-1,0.6847162797330704,0.6638058006902744,0.3684149082172632,-1.4830668314095463,-1.9609586069548193,-1.8332060992076569,0.34342999990393874,0.43479499125778154,0.15908604069657992,0.36199942010116565,0.44485970179844136,-1.8468521758677032,0.9146059152950776,0.5719212143583623,0.5121724500407375,-0.13167440622000565,0.3747408022019365,0.2144358478560622,0.14502128384321053,0.2151991741772525,0.2711209013436859,0.3995610552238872,-0.07523769751152323,0.42127587027323615,-0.42084112732916296,-0.042260731467918033,0.3636381503672518,-0.37786012390930124,-0.4859920928144528,0.3565365451267592,-0.5858147665502191,0.40699580002490143,1,0.35410865764951177
98,6,19,-1.22169106405104,-1.0364935620418012,0.006270654427844334,0.8010055320401711,4-1-4-1,4-2-3-1,0.5928564697449104,0.6056645218720141,0.4695881082815225,0.3266832456290274,0.5695248447539728,0.3676664561646702,-2.178195177749275,0.33990304774460534,0.6132984801524265,0.22122134179677802,-2.5802655863356923,1.1636178900765282,0.5375436040255231,0.41421010159156585,0.40127413120041355,0.7092707185701155,0.40370310964508827,0.5160566537507489,0.5538782038956261,0.36432461407820843,0.3632013474133107,0.6150069621334537,-0.07523769751152323,0.42127587027323615,-0.42084112732916296,-0.042260731467918033,0.3636381503672518,-0.37786012390930124,0.07347126433588672,1.2068081243585578,-0.8115743191522526,-0.45750368553639753,0,-0.20508793088867555
99,5,9,0.3242886129951843,-1.0364935620418012,1.171259883914124,-0.5728588566719192,4-2-3-1,5-3-2,0.4572643288873001,0.24071994766905788,0.40146466901771416,-1.2665527510141557,0.8002978154628134,0.6456992092051066,0.862191895684685,-0.05311974570299532,0.3768898641938344,1.1427062264431889,-0.14443342185322564,0.6267387827459895,0.5440799458060906,-0.9893880320175236,0.3713583902043863,0.556527983783945,0.43680288958012264,0.26643272227796455,-2.3411337533861585,-2.236396796158071,0.5906942141735614,0.14286432683461125,-0.07523769751152323,0.42127587027323615,-0.42084112732916296,3.161102713800251,-2.804611481568111,1.368590936598323,0.5925370764115002,-0.3239245726691393,0.6351507062507401,0.9503954766634344,1,0.913305246187699
